Rk,Team,Date,HR,Unnamed: 4,Opp,Result,PA,AB,R,H,1B,2B,3B,HR.1,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GIDP,HBP,SH,SF,IBB,Unnamed: 3
470,TOR,2025-05-11,2,@,SEA,W 9-1,44,39,9,15,10,3,0,2.0,9,0,0,3,4,0.385,0.419,0.615,1.034,24,1,0,1,1,0,
471,TOR,2025-05-06,2,@,LAA,L 3-8,37,36,3,9,5,2,0,2.0,3,0,0,1,11,0.25,0.27,0.472,0.742,17,0,0,0,0,1,
472,TOR,2025-05-01,2,,BOS,W 4-2,32,30,4,7,4,1,0,2.0,4,0,0,1,6,0.233,0.281,0.467,0.748,14,1,1,0,0,0,
473,TOR,2025-04-15,2,,ATL,W 6-3,34,31,6,6,2,2,0,2.0,6,0,0,3,5,0.194,0.265,0.452,0.716,14,0,0,0,0,0,
474,WSN,2025-05-30,2,@,ARI,W 9-7,43,37,9,11,7,1,1,2.0,9,0,0,6,8,0.297,0.395,0.541,0.936,20,1,0,0,0,0,
475,WSN,2025-05-16,2,@,BAL,W 4-3,37,31,4,5,3,0,0,2.0,4,1,2,5,13,0.161,0.297,0.355,0.652,11,0,1,0,0,0,
476,WSN,2025-04-29,2,@,PHI,L 6-7,42,40,6,11,5,3,1,2.0,6,0,0,1,13,0.275,0.31,0.55,0.86,22,0,1,0,0,0,
477,WSN,2025-04-28,2,,NYM,L 5-19,42,38,5,12,9,1,0,2.0,5,1,0,4,9,0.316,0.381,0.5,0.881,19,1,0,0,0,0,
478,WSN,2025-04-27,2,,NYM,W 8-7,39,35,8,9,4,3,0,2.0,7,0,0,3,11,0.257,0.333,0.514,0.848,18,0,1,0,0,0,
479,WSN,2025-04-23,2,,BAL,W 4-3,31,29,4,6,4,0,0,2.0,4,0,0,1,1,0.207,0.226,0.414,0.64,12,0,0,0,1,0,
480,WSN,2025-04-22,2,,BAL,W 7-0,37,37,7,14,4,7,1,2.0,6,0,0,0,7,0.378,0.378,0.784,1.162,29,1,0,0,0,0,
481,WSN,2025-04-11,2,@,MIA,W 7-4,43,36,7,9,4,2,1,2.0,7,1,0,7,7,0.25,0.372,0.528,0.9,19,0,0,0,0,0,
482,WSN,2025-04-08,2,,LAD,W 8-2,38,34,8,11,8,1,0,2.0,8,1,0,3,6,0.324,0.368,0.529,0.898,18,0,0,0,1,0,
483,WSN,2025-03-31,2,@,TOR,L 2-5,35,32,2,5,3,0,0,2.0,2,0,0,3,9,0.156,0.229,0.344,0.572,11,0,0,0,0,0,
484,WSN,2025-03-30,2,,PHI,W 5-1,33,31,5,9,3,4,0,2.0,5,0,0,0,11,0.29,0.313,0.613,0.925,19,0,1,1,0,0,
485,LAA,2025-05-30,1,@,CLE,W 4-1,42,38,4,13,10,2,0,1.0,3,0,1,4,10,0.342,0.405,0.474,0.878,18,1,0,0,0,0,
486,LAA,2025-05-27,1,,NYY,L 2-3,35,35,2,8,5,2,0,1.0,2,0,0,0,11,0.229,0.229,0.371,0.6,13,0,0,0,0,0,
487,LAA,2025-05-26,1,,NYY,L 1-5,34,32,1,5,4,0,0,1.0,1,1,0,2,11,0.156,0.206,0.25,0.456,8,0,0,0,0,0,
488,LAA,2025-05-16,1,@,LAD,W 6-2,41,36,6,10,6,3,0,1.0,6,0,0,3,15,0.278,0.366,0.444,0.81,16,1,2,0,0,0,
489,LAA,2025-05-14,1,@,SDP,L 1-5,32,30,1,4,2,1,0,1.0,1,0,0,2,7,0.133,0.188,0.267,0.454,8,1,0,0,0,0,
490,LAA,2025-05-11,1,,BAL,L 3-7,34,32,3,6,3,2,0,1.0,3,0,0,2,10,0.188,0.235,0.344,0.579,11,0,0,0,0,0,
491,LAA,2025-05-10,1,,BAL,W 5-2,37,30,5,7,5,0,1,1.0,5,0,0,6,8,0.233,0.351,0.4,0.751,12,0,0,0,1,0,
492,LAA,2025-05-02,1,,DET,L 1-9,30,29,1,4,2,1,0,1.0,1,0,0,0,12,0.138,0.138,0.276,0.414,8,1,0,1,0,0,
493,LAA,2025-04-30,1,@,SEA,L 3-9,39,36,3,10,9,0,0,1.0,3,1,1,3,4,0.278,0.333,0.361,0.694,13,0,0,0,0,0,
494,LAA,2025-04-29,1,@,SEA,L 3-5,36,31,3,6,1,4,0,1.0,3,0,0,5,11,0.194,0.306,0.419,0.725,13,2,0,0,0,0,
495,LAA,2025-04-26,1,@,MIN,L 1-5,32,32,1,5,4,0,0,1.0,1,3,0,0,13,0.156,0.156,0.25,0.406,8,0,0,0,0,0,
496,LAA,2025-04-22,1,,PIT,L 3-9,34,31,3,5,2,2,0,1.0,3,0,0,2,12,0.161,0.206,0.323,0.528,10,0,0,0,1,0,
497,LAA,2025-04-20,1,,SFG,W 5-4,35,30,5,6,3,2,0,1.0,5,0,0,4,9,0.2,0.314,0.367,0.681,11,1,1,0,0,0,
498,LAA,2025-04-11,1,@,HOU,L 3-14,36,33,3,8,4,3,0,1.0,3,0,0,2,10,0.242,0.306,0.424,0.73,14,1,1,0,0,0,
499,LAA,2025-04-08,1,@,TBR,W 4-3,39,33,4,6,4,1,0,1.0,4,0,0,6,7,0.182,0.308,0.303,0.611,10,0,0,0,0,1,
500,LAA,2025-03-30,1,@,CHW,W 3-2,34,30,3,6,4,1,0,1.0,3,0,0,2,6,0.2,0.265,0.333,0.598,10,3,1,0,1,0,
501,LAA,2025-03-27,1,@,CHW,L 1-8,35,32,1,5,3,1,0,1.0,1,0,0,2,10,0.156,0.229,0.281,0.51,9,0,1,0,0,0,
502,ARI,2025-05-28,1,,PIT,L 1-10,36,34,1,6,4,1,0,1.0,1,0,0,1,11,0.176,0.222,0.294,0.516,10,0,1,0,0,0,
503,ARI,2025-05-27,1,,PIT,L 6-9,39,36,6,8,5,1,1,1.0,6,2,0,2,10,0.222,0.282,0.389,0.671,14,0,1,0,0,0,
504,ARI,2025-05-24,1,@,STL,L 5-6,40,37,5,12,7,3,1,1.0,5,2,0,1,7,0.324,0.35,0.541,0.891,20,1,1,0,1,0,
505,ARI,2025-05-21,1,@,LAD,L 1-3,35,33,1,7,6,0,0,1.0,1,0,0,1,11,0.212,0.257,0.303,0.56,10,1,1,0,0,0,
506,ARI,2025-05-18,1,,COL,W 1-0,32,27,1,4,3,0,0,1.0,1,1,0,4,7,0.148,0.281,0.259,0.541,7,1,1,0,0,0,
507,ARI,2025-05-10,1,,LAD,W 3-0,33,32,3,9,5,2,1,1.0,3,3,0,1,8,0.281,0.303,0.5,0.803,16,1,0,0,0,0,
508,ARI,2025-05-07,1,,NYM,L 1-7,35,30,1,6,4,1,0,1.0,1,0,1,5,6,0.2,0.314,0.333,0.648,10,1,0,0,0,0,
509,ARI,2025-05-06,1,,NYM,W 5-1,37,29,5,7,4,2,0,1.0,5,0,0,5,6,0.241,0.361,0.414,0.775,12,1,1,1,1,0,
510,ARI,2025-05-05,1,,NYM,L 4-5,37,33,4,9,8,0,0,1.0,4,0,1,4,10,0.273,0.351,0.364,0.715,12,2,0,0,0,0,
511,ARI,2025-05-03,1,@,PHI,L 2-7,35,33,2,7,4,2,0,1.0,2,0,0,1,13,0.212,0.257,0.364,0.621,12,1,1,0,0,0,
512,ARI,2025-04-27,1,,ATL,W 6-4,36,32,6,9,2,4,2,1.0,6,3,0,2,7,0.281,0.333,0.625,0.958,20,0,1,0,1,0,
513,ARI,2025-04-24,1,,TBR,L 4-7 (10),38,34,4,6,4,1,0,1.0,4,1,0,3,7,0.176,0.263,0.294,0.557,10,1,1,0,0,0,
514,ARI,2025-04-08,1,,BAL,W 4-3,34,26,4,5,2,2,0,1.0,3,0,0,7,5,0.192,0.382,0.385,0.767,10,2,1,0,0,0,
515,ARI,2025-04-06,1,@,WSN,L 4-5,39,34,4,9,5,1,2,1.0,4,1,0,3,11,0.265,0.316,0.5,0.816,17,0,0,1,1,0,
516,ARI,2025-04-03,1,@,NYY,L 7-9,39,34,7,8,4,3,0,1.0,7,1,0,5,9,0.235,0.333,0.412,0.745,14,1,0,0,0,0,
517,ARI,2025-04-02,1,@,NYY,W 4-3,35,27,4,3,2,0,0,1.0,4,0,1,7,6,0.111,0.286,0.222,0.508,6,1,0,0,1,0,
518,ARI,2025-03-30,1,,CHC,W 10-6,46,35,10,14,9,4,0,1.0,10,2,0,9,6,0.4,0.511,0.6,1.111,21,0,0,1,1,1,
519,ARI,2025-03-29,1,,CHC,L 3-4,38,35,3,9,6,2,0,1.0,3,0,0,3,7,0.257,0.316,0.4,0.716,14,0,0,0,0,0,
520,ARI,2025-03-27,1,,CHC,L 6-10,40,33,6,9,5,3,0,1.0,6,0,0,3,4,0.273,0.35,0.455,0.805,15,1,2,0,2,0,
521,ATL,2025-05-29 (1),1,@,PHI,L 4-5,42,37,4,13,10,2,0,1.0,4,0,2,5,8,0.351,0.429,0.486,0.915,18,1,0,0,0,0,
522,ATL,2025-05-23,1,,SDP,L 1-2,35,32,1,6,5,0,0,1.0,1,1,0,3,10,0.188,0.257,0.281,0.538,9,0,0,0,0,0,
523,ATL,2025-05-20,1,@,WSN,L 3-5,33,32,3,7,3,3,0,1.0,3,0,0,1,4,0.219,0.242,0.406,0.649,13,2,0,0,0,0,
524,ATL,2025-05-18,1,@,BOS,W 10-4,47,38,10,16,12,3,0,1.0,10,1,0,7,7,0.421,0.489,0.579,1.068,22,3,0,0,2,0,
525,ATL,2025-05-13,1,,WSN,W 5-2,36,33,5,11,9,1,0,1.0,5,0,2,2,12,0.333,0.389,0.455,0.843,15,0,1,0,0,0,
526,ATL,2025-05-12,1,,WSN,W 4-3,37,34,4,10,8,1,0,1.0,4,1,0,2,4,0.294,0.333,0.412,0.745,14,0,0,1,0,0,
527,ATL,2025-05-10,1,@,PIT,W 3-2 (11),45,36,3,5,1,3,0,1.0,2,0,0,6,6,0.139,0.295,0.306,0.601,11,2,2,1,0,2,
528,ATL,2025-05-07,1,,CIN,L 3-4,34,32,3,6,5,0,0,1.0,3,1,0,1,13,0.188,0.206,0.281,0.487,9,0,0,0,1,0,
529,ATL,2025-05-05,1,,CIN,W 4-0,34,31,4,7,4,2,0,1.0,4,1,0,3,4,0.226,0.294,0.387,0.681,12,0,0,0,0,0,
530,ATL,2025-05-03,1,,LAD,L 3-10,41,37,3,10,6,2,1,1.0,3,1,0,3,9,0.27,0.341,0.459,0.801,17,0,1,0,0,0,
531,ATL,2025-05-02,1,,LAD,L 1-2,32,29,1,2,0,1,0,1.0,1,0,0,3,10,0.069,0.156,0.207,0.363,6,0,0,0,0,0,
532,ATL,2025-04-23,1,,STL,W 4-1,36,34,4,11,9,1,0,1.0,4,0,1,2,6,0.324,0.361,0.441,0.802,15,0,0,0,0,0,
533,ATL,2025-04-19,1,,MIN,W 4-3,38,35,4,12,8,3,0,1.0,4,0,0,2,6,0.343,0.395,0.514,0.909,18,0,1,0,0,0,
534,ATL,2025-04-18,1,,MIN,W 6-4,37,33,6,8,7,0,0,1.0,6,1,0,4,9,0.242,0.324,0.333,0.658,11,0,0,0,0,0,
535,ATL,2025-04-16,1,@,TOR,L 1-3,35,32,1,5,4,0,0,1.0,1,0,0,3,19,0.156,0.229,0.25,0.479,8,0,0,0,0,0,
536,ATL,2025-04-10,1,,PHI,W 4-2 (11),39,36,4,9,5,3,0,1.0,4,1,0,2,10,0.25,0.289,0.417,0.706,15,1,0,1,0,0,
537,ATL,2025-04-09,1,,PHI,L 3-4,42,35,3,10,9,0,0,1.0,3,0,0,5,7,0.286,0.381,0.371,0.752,13,1,1,0,1,0,
538,ATL,2025-04-08,1,,PHI,W 7-5,41,33,7,11,6,4,0,1.0,6,0,0,6,8,0.333,0.425,0.545,0.97,18,0,0,1,1,0,
539,ATL,2025-03-31,1,@,LAD,L 1-6,35,31,1,4,3,0,0,1.0,1,0,0,4,14,0.129,0.229,0.226,0.454,7,0,0,0,0,0,
540,ATL,2025-03-28,1,@,SDP,L 3-4,36,32,3,5,3,1,0,1.0,3,0,0,4,13,0.156,0.25,0.281,0.531,9,0,0,0,0,0,
541,BAL,2025-05-27,1,,STL,L 4-7,39,36,4,8,5,2,0,1.0,4,3,0,3,11,0.222,0.282,0.361,0.643,13,0,0,0,0,0,
542,BAL,2025-05-26,1,,STL,W 5-2,36,33,5,10,9,0,0,1.0,5,1,1,1,8,0.303,0.343,0.394,0.737,13,1,1,1,0,0,
543,BAL,2025-05-21,1,@,MIL,W 8-4 (11),50,46,8,14,10,3,0,1.0,8,0,0,2,10,0.304,0.34,0.435,0.775,20,0,1,0,1,0,
544,BAL,2025-05-17,1,,WSN,L 6-10,39,38,6,10,6,3,0,1.0,6,0,0,1,7,0.263,0.282,0.421,0.703,16,0,0,0,0,0,
545,BAL,2025-05-14 (1),1,,MIN,L 3-6,40,34,3,4,2,1,0,1.0,3,2,0,6,10,0.118,0.25,0.235,0.485,8,0,0,0,0,0,
546,BAL,2025-05-11,1,@,LAA,W 7-3,41,34,7,8,4,2,1,1.0,6,2,0,5,9,0.235,0.325,0.441,0.766,15,0,0,1,1,1,
547,BAL,2025-05-10,1,@,LAA,L 2-5,35,31,2,6,4,1,0,1.0,2,0,0,4,7,0.194,0.286,0.323,0.608,10,2,0,0,0,0,
548,BAL,2025-05-09,1,@,LAA,W 4-1,40,36,4,9,6,1,1,1.0,4,0,0,4,10,0.25,0.325,0.417,0.742,15,0,0,0,0,0,
549,BAL,2025-05-07,1,@,MIN,L 2-5,35,34,2,10,8,1,0,1.0,2,0,1,1,7,0.294,0.314,0.412,0.726,14,2,0,0,0,0,
550,BAL,2025-05-02,1,,KCR,W 3-0,31,30,3,9,6,2,0,1.0,3,0,0,1,4,0.3,0.323,0.467,0.789,14,2,0,0,0,0,
551,BAL,2025-04-29,1,,NYY,L 3-15,33,29,3,3,1,1,0,1.0,3,0,0,3,11,0.103,0.182,0.241,0.423,7,0,0,0,1,0,
552,BAL,2025-04-28,1,,NYY,W 4-3,34,31,4,8,4,3,0,1.0,4,1,0,3,9,0.258,0.324,0.452,0.775,14,1,0,0,0,0,
553,BAL,2025-04-20,1,,CIN,L 2-24,37,35,2,7,3,3,0,1.0,1,0,0,2,8,0.2,0.243,0.371,0.615,13,0,0,0,0,0,
554,BAL,2025-04-15,1,,CLE,L 3-6,38,36,3,8,4,3,0,1.0,3,1,0,2,12,0.222,0.263,0.389,0.652,14,0,0,0,0,0,
555,BAL,2025-04-07,1,@,ARI,W 5-1,38,33,5,7,4,2,0,1.0,5,2,0,5,6,0.212,0.316,0.364,0.679,12,1,0,0,0,0,
556,BAL,2025-04-03,1,,BOS,L 4-8,37,32,4,8,4,3,0,1.0,4,1,0,3,11,0.25,0.324,0.438,0.762,14,2,1,0,1,0,
557,BAL,2025-03-28,1,@,TOR,L 2-8,34,29,2,3,2,0,0,1.0,2,0,0,4,9,0.103,0.206,0.207,0.413,6,0,0,0,1,0,
558,BOS,2025-05-30,1,@,ATL,W 5-1,40,38,5,11,8,2,0,1.0,5,0,0,2,14,0.289,0.325,0.421,0.746,16,0,0,0,0,0,
559,BOS,2025-05-24 (2),1,,BAL,L 1-2,34,32,1,5,4,0,0,1.0,1,1,0,1,7,0.156,0.206,0.25,0.456,8,0,1,0,0,0,
560,BOS,2025-05-18,1,,ATL,L 4-10,35,34,4,8,5,2,0,1.0,4,1,0,1,5,0.235,0.257,0.382,0.639,13,0,0,0,0,0,
561,BOS,2025-05-16,1,,ATL,L 2-4,34,30,2,6,4,0,1,1.0,2,2,2,3,10,0.2,0.294,0.367,0.661,11,0,1,0,0,0,
562,BOS,2025-05-14,1,@,DET,L 5-6,39,36,5,11,10,0,0,1.0,5,0,0,2,14,0.306,0.333,0.389,0.722,14,1,0,0,1,0,
563,BOS,2025-05-08,1,,TEX,W 5-0,35,30,5,6,4,1,0,1.0,4,2,0,4,7,0.2,0.314,0.333,0.648,10,0,1,0,0,0,
564,BOS,2025-05-04,1,,MIN,L 4-5,37,32,4,7,5,1,0,1.0,4,1,0,2,6,0.219,0.278,0.344,0.622,11,0,1,1,1,0,
565,BOS,2025-05-02,1,,MIN,W 6-1,38,36,6,13,8,4,0,1.0,6,4,0,1,10,0.361,0.378,0.556,0.934,20,0,0,1,0,0,
566,BOS,2025-04-23,1,,SEA,L 5-8,37,34,5,7,4,2,0,1.0,5,1,0,3,11,0.206,0.27,0.353,0.623,12,0,0,0,0,0,
567,BOS,2025-04-22,1,,SEA,W 8-3,42,34,8,11,6,3,1,1.0,7,4,0,7,9,0.324,0.429,0.559,0.987,19,0,0,0,1,0,
568,BOS,2025-04-21,1,,CHW,W 4-2,36,31,4,8,6,1,0,1.0,4,0,0,5,8,0.258,0.361,0.387,0.748,12,1,0,0,0,0,
569,BOS,2025-04-20,1,,CHW,L 4-8,39,34,4,6,3,2,0,1.0,4,0,0,4,7,0.176,0.282,0.324,0.606,11,0,1,0,0,0,
570,BOS,2025-04-19,1,,CHW,W 4-3 (10),43,33,4,7,5,1,0,1.0,4,0,1,7,7,0.212,0.395,0.333,0.729,11,1,3,0,0,2,
571,BOS,2025-04-16,1,@,TBR,W 1-0,34,31,1,5,1,3,0,1.0,1,0,1,3,7,0.161,0.235,0.355,0.59,11,0,0,0,0,1,
572,BOS,2025-04-14,1,@,TBR,L 1-16,32,32,1,6,5,0,0,1.0,1,0,0,0,14,0.188,0.188,0.281,0.469,9,1,0,0,0,0,
573,BOS,2025-04-13,1,@,CHW,W 3-1,37,35,3,9,7,1,0,1.0,3,0,1,2,7,0.257,0.297,0.371,0.669,13,1,0,0,0,0,
574,BOS,2025-04-06 (2),1,,STL,W 18-7,50,46,18,21,12,8,0,1.0,17,1,0,4,5,0.457,0.5,0.696,1.196,32,0,0,0,0,0,
575,BOS,2025-04-06 (1),1,,STL,W 5-4 (10),42,34,5,8,6,1,0,1.0,5,2,0,8,13,0.235,0.381,0.353,0.734,12,0,0,0,0,1,
576,BOS,2025-04-02,1,@,BAL,W 3-0,37,34,3,10,6,3,0,1.0,3,0,0,3,9,0.294,0.351,0.471,0.822,16,1,0,0,0,0,
577,BOS,2025-03-29,1,@,TEX,L 3-4,40,34,3,7,4,2,0,1.0,3,0,0,6,11,0.206,0.325,0.353,0.678,12,0,0,0,0,0,
578,CHC,2025-05-28,1,,COL,W 2-1,30,27,2,6,4,1,0,1.0,2,1,0,3,3,0.222,0.3,0.37,0.67,10,3,0,0,0,0,
579,CHC,2025-05-21,1,@,MIA,W 2-1,35,33,2,8,5,2,0,1.0,1,2,0,2,8,0.242,0.286,0.394,0.68,13,0,0,0,0,0,
580,CHC,2025-05-19,1,@,MIA,L 7-8,42,38,7,12,8,3,0,1.0,7,2,0,4,9,0.316,0.381,0.474,0.855,18,0,0,0,0,1,
581,CHC,2025-05-17,1,,CHW,W 7-3,45,34,7,9,5,2,1,1.0,7,6,0,11,7,0.265,0.444,0.471,0.915,16,0,0,0,0,2,
582,CHC,2025-05-16,1,,CHW,W 13-3,45,39,13,15,9,4,1,1.0,12,1,0,2,8,0.385,0.422,0.615,1.038,24,0,2,0,2,0,
583,CHC,2025-05-14,1,,MIA,L 1-3,33,31,1,5,3,1,0,1.0,1,0,0,2,9,0.161,0.212,0.29,0.502,9,1,0,0,0,0,
584,CHC,2025-05-13,1,,MIA,W 5-4,36,31,5,6,4,1,0,1.0,5,0,0,3,5,0.194,0.278,0.323,0.6,10,1,1,0,1,0,
585,CHC,2025-05-11,1,@,NYM,L 2-6,32,30,2,3,1,1,0,1.0,2,0,0,2,7,0.1,0.156,0.233,0.39,7,0,0,0,0,0,
586,CHC,2025-05-10,1,@,NYM,W 6-5,39,35,6,9,7,1,0,1.0,6,1,0,4,10,0.257,0.333,0.371,0.705,13,0,0,0,0,0,
587,CHC,2025-05-06,1,,SFG,L 5-14 (11),46,39,5,8,7,0,0,1.0,5,0,1,6,12,0.205,0.326,0.282,0.608,11,1,1,0,0,0,
588,CHC,2025-04-23,1,,LAD,W 7-6,37,29,7,8,6,1,0,1.0,7,5,1,7,8,0.276,0.405,0.414,0.819,12,1,0,0,1,0,
589,CHC,2025-04-16,1,@,SDP,L 2-4,32,30,2,6,4,1,0,1.0,2,0,1,1,9,0.2,0.219,0.333,0.552,10,1,0,0,1,0,
590,CHC,2025-04-14,1,@,SDP,L 4-10,41,38,4,11,6,4,0,1.0,4,1,1,3,9,0.289,0.341,0.474,0.815,18,0,0,0,0,1,
591,CHC,2025-04-08,1,,TEX,W 10-6,43,35,10,12,10,1,0,1.0,10,4,0,6,5,0.343,0.442,0.457,0.899,16,1,1,0,1,1,
592,CHC,2025-04-06,1,,SDP,L 7-8,40,30,7,6,4,1,0,1.0,5,3,0,8,8,0.2,0.359,0.333,0.692,10,1,0,1,1,0,
593,CHC,2025-03-27,1,@,ARI,W 10-6,47,41,10,12,8,3,0,1.0,10,1,0,6,10,0.293,0.383,0.439,0.822,18,0,0,0,0,0,
594,CHW,2025-05-28,1,@,NYM,W 9-4,47,39,9,12,5,5,1,1.0,9,0,0,6,6,0.308,0.391,0.564,0.955,22,0,0,1,1,0,
595,CHW,2025-05-27,1,@,NYM,L 4-6,40,34,4,8,5,2,0,1.0,3,0,1,5,10,0.235,0.35,0.382,0.732,13,0,1,0,0,0,
596,CHW,2025-05-18,1,@,CHC,L 2-6,35,32,2,8,5,2,0,1.0,2,0,0,2,6,0.25,0.314,0.406,0.721,13,2,1,0,0,0,
597,CHW,2025-05-13,1,@,CIN,W 5-1 (10),40,38,5,9,6,2,0,1.0,5,1,0,2,10,0.237,0.275,0.368,0.643,14,0,0,0,0,0,
598,CHW,2025-05-11,1,,MIA,W 4-2,33,30,4,7,5,1,0,1.0,4,1,0,3,12,0.233,0.303,0.367,0.67,11,1,0,0,0,0,
599,CHW,2025-05-10,1,,MIA,L 1-3,32,30,1,4,2,1,0,1.0,1,2,0,2,6,0.133,0.188,0.267,0.454,8,1,0,0,0,0,
600,CHW,2025-05-09,1,,MIA,W 6-2,36,30,6,6,3,2,0,1.0,5,1,0,4,8,0.2,0.306,0.367,0.672,11,0,1,0,1,0,
601,CHW,2025-05-02,1,,HOU,W 7-3,37,31,7,9,6,2,0,1.0,7,0,0,5,10,0.29,0.389,0.452,0.841,14,0,0,1,0,0,
602,CHW,2025-05-01,1,,MIL,W 8-0,37,33,8,9,5,3,0,1.0,8,1,0,4,4,0.273,0.351,0.455,0.806,15,0,0,0,0,0,
603,CHW,2025-04-27,1,@,ATH,L 2-3 (10),41,36,2,9,7,1,0,1.0,2,2,0,4,5,0.25,0.341,0.361,0.703,13,2,1,0,0,0,
604,CHW,2025-04-26,1,@,ATH,W 10-3,44,37,10,11,5,5,0,1.0,10,2,0,5,8,0.297,0.364,0.514,0.877,19,0,0,0,2,0,
605,CHW,2025-04-25,1,@,ATH,L 5-6,38,35,5,9,4,4,0,1.0,5,0,1,3,10,0.257,0.316,0.457,0.773,16,0,0,0,0,0,
606,CHW,2025-04-21,1,@,BOS,L 2-4,35,32,2,5,3,1,0,1.0,2,0,0,3,11,0.156,0.229,0.281,0.51,9,1,0,0,0,0,
607,CHW,2025-04-19,1,@,BOS,L 3-4 (10),41,37,3,7,5,1,0,1.0,3,1,0,4,12,0.189,0.268,0.297,0.566,11,0,0,0,0,0,
608,CHW,2025-04-18,1,@,BOS,L 3-10,36,35,3,6,3,2,0,1.0,3,0,0,1,6,0.171,0.194,0.314,0.509,11,0,0,0,0,0,
609,CHW,2025-04-16,1,,ATH,L 1-3,37,33,1,7,4,1,1,1.0,1,0,0,4,5,0.212,0.297,0.394,0.691,13,0,0,0,0,0,
610,CHW,2025-04-15,1,,ATH,L 3-12,37,33,3,6,4,1,0,1.0,3,0,0,4,8,0.182,0.27,0.303,0.573,10,1,0,0,0,0,
611,CHW,2025-04-12,1,,BOS,W 3-2,32,29,3,4,3,0,0,1.0,3,1,0,3,9,0.138,0.219,0.241,0.46,7,0,0,0,0,0,
612,CHW,2025-04-02,1,,MIN,L 1-6,35,34,1,6,5,0,0,1.0,1,0,0,1,7,0.176,0.2,0.265,0.465,9,0,0,0,0,0,
613,CHW,2025-04-01,1,,MIN,L 3-8,36,34,3,9,7,1,0,1.0,3,0,1,1,13,0.265,0.278,0.382,0.66,13,0,0,0,1,0,
614,CHW,2025-03-30,1,,LAA,L 2-3,34,32,2,7,4,2,0,1.0,2,1,0,2,6,0.219,0.265,0.375,0.64,12,1,0,0,0,0,
615,CIN,2025-05-26,1,@,KCR,W 7-4,45,40,7,14,10,2,1,1.0,7,0,0,3,8,0.35,0.378,0.525,0.903,21,0,0,0,2,0,
616,CIN,2025-05-24,1,,CHC,W 6-4,37,31,6,9,6,2,0,1.0,6,1,1,5,10,0.29,0.378,0.452,0.83,14,0,0,0,1,0,
617,CIN,2025-05-14,1,,CHW,L 2-4,36,35,2,9,3,5,0,1.0,2,0,0,1,6,0.257,0.278,0.486,0.763,17,1,0,0,0,0,
618,CIN,2025-05-13,1,,CHW,L 1-5 (10),36,34,1,6,2,3,0,1.0,1,1,1,1,12,0.176,0.222,0.353,0.575,12,1,1,0,0,0,
619,CIN,2025-05-08,1,@,ATL,L 4-5 (11),44,40,4,9,4,4,0,1.0,4,1,1,4,11,0.225,0.295,0.4,0.695,16,1,0,0,0,0,
620,CIN,2025-05-04,1,,WSN,L 1-4,35,31,1,5,4,0,0,1.0,1,1,0,4,13,0.161,0.257,0.258,0.515,8,0,0,0,0,0,
621,CIN,2025-05-03,1,,WSN,L 6-11,41,37,6,12,8,2,1,1.0,5,1,2,4,10,0.324,0.39,0.514,0.904,19,0,0,0,0,0,
622,CIN,2025-04-28,1,,STL,W 3-1,34,30,3,8,3,3,1,1.0,3,1,0,4,4,0.267,0.353,0.533,0.886,16,1,0,0,0,0,
623,CIN,2025-04-25,1,@,COL,W 8-7,45,40,8,13,10,2,0,1.0,8,0,1,4,8,0.325,0.4,0.45,0.85,18,0,1,0,0,0,
624,CIN,2025-04-23,1,@,MIA,W 5-2,40,35,5,8,5,2,0,1.0,5,4,0,5,9,0.229,0.325,0.371,0.696,13,0,0,0,0,1,
625,CIN,2025-04-22,1,@,MIA,L 3-4,37,33,3,7,4,2,0,1.0,3,4,0,3,11,0.212,0.27,0.364,0.634,12,0,0,0,1,0,
626,CIN,2025-04-21,1,@,MIA,L 3-6,36,35,3,8,6,1,0,1.0,3,2,0,1,14,0.229,0.25,0.343,0.593,12,0,0,0,0,0,
627,CIN,2025-04-15,1,,SEA,W 8-4,40,33,8,9,6,2,0,1.0,8,0,0,7,6,0.273,0.4,0.424,0.824,14,0,0,0,0,0,
628,CIN,2025-04-12,1,,PIT,W 5-2,33,27,5,4,2,1,0,1.0,5,0,0,3,7,0.148,0.303,0.296,0.599,8,2,3,0,0,0,
629,CIN,2025-04-11,1,,PIT,W 5-3,32,26,5,4,3,0,0,1.0,2,2,1,6,7,0.154,0.313,0.269,0.582,7,1,0,0,0,0,
630,CIN,2025-04-06,1,@,MIL,L 2-8,34,31,2,5,3,1,0,1.0,2,0,1,3,11,0.161,0.235,0.29,0.526,9,0,0,0,0,0,
631,CLE,2025-05-28,1,,LAD,W 7-4,40,36,7,15,11,3,0,1.0,7,0,0,4,9,0.417,0.475,0.583,1.058,21,1,0,0,0,1,
632,CLE,2025-05-27,1,,LAD,L 5-9,35,33,5,7,5,1,0,1.0,5,1,1,2,13,0.212,0.257,0.333,0.59,11,0,0,0,0,0,
633,CLE,2025-05-24,1,@,DET,W 7-5 (10),45,41,7,11,7,3,0,1.0,7,1,0,2,9,0.268,0.311,0.415,0.726,17,0,1,0,1,0,
634,CLE,2025-05-22,1,@,DET,W 7-0,39,33,7,6,3,2,0,1.0,6,0,0,5,10,0.182,0.282,0.333,0.615,11,0,0,0,1,0,
