Rk,Team,Date,HR,Unnamed: 4,Opp,Result,PA,AB,R,H,1B,2B,3B,HR.1,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GIDP,HBP,SH,SF,IBB,Unnamed: 3
930,SDP,2025-04-30,1,,SFG,W 5-3,36,32,5,10,8,0,1,1.0,5,0,1,4,6,0.313,0.389,0.469,0.858,15,1,0,0,0,0,
931,SDP,2025-04-29,1,,SFG,W 7-4,37,34,7,11,9,1,0,1.0,7,0,1,1,8,0.324,0.351,0.441,0.793,15,0,1,0,1,0,
932,SDP,2025-04-22,1,@,DET,W 2-0,36,33,2,6,5,0,0,1.0,2,0,0,2,12,0.182,0.25,0.273,0.523,9,0,1,0,0,0,
933,SDP,2025-04-21,1,@,DET,L 4-6,37,32,4,7,6,0,0,1.0,4,0,0,4,7,0.219,0.324,0.313,0.637,10,1,1,0,0,0,
934,SDP,2025-04-20,1,@,HOU,W 3-2,38,33,3,10,6,2,1,1.0,2,0,0,4,4,0.303,0.378,0.515,0.894,17,2,0,1,0,0,
935,SDP,2025-04-19,1,@,HOU,L 2-3,36,34,2,7,3,3,0,1.0,2,1,0,2,6,0.206,0.25,0.382,0.632,13,0,0,0,0,0,
936,SDP,2025-04-18,1,@,HOU,L 4-6,38,37,4,12,9,2,0,1.0,4,0,1,1,7,0.324,0.342,0.459,0.802,17,1,0,0,0,0,
937,SDP,2025-04-15,1,,CHC,L 1-2 (10),38,34,1,5,3,1,0,1.0,1,1,0,4,11,0.147,0.237,0.265,0.502,9,1,0,0,0,1,
938,SDP,2025-04-08,1,@,ATH,L 4-10,41,38,4,11,9,1,0,1.0,3,0,0,2,9,0.289,0.317,0.395,0.712,15,0,0,0,1,0,
939,SDP,2025-04-06,1,@,CHC,W 8-7,49,40,8,13,12,0,0,1.0,7,3,0,8,10,0.325,0.449,0.4,0.849,16,0,1,0,0,0,
940,SDP,2025-04-04,1,@,CHC,L 1-3,34,32,1,6,3,2,0,1.0,1,0,0,1,6,0.188,0.212,0.344,0.556,11,0,0,1,0,0,
941,SDP,2025-04-01,1,,CLE,W 7-0,38,29,7,10,8,1,0,1.0,6,3,0,7,3,0.345,0.459,0.483,0.942,14,3,0,1,1,0,
942,SDP,2025-03-27,1,,ATL,W 7-4,36,31,7,10,7,2,0,1.0,7,5,0,2,9,0.323,0.343,0.484,0.827,15,0,0,1,2,1,
943,SEA,2025-05-22,1,@,HOU,L 2-9,41,37,2,10,9,0,0,1.0,2,0,0,4,15,0.27,0.341,0.351,0.693,13,1,0,0,0,0,
944,SEA,2025-05-19,1,@,CHW,W 5-1,38,35,5,8,7,0,0,1.0,5,0,1,3,5,0.229,0.289,0.314,0.604,11,0,0,0,0,0,
945,SEA,2025-05-18,1,@,SDP,W 6-1,41,35,6,8,4,3,0,1.0,6,0,0,5,12,0.229,0.317,0.4,0.717,14,0,0,0,1,0,
946,SEA,2025-05-11,1,,TOR,L 1-9,30,28,1,4,2,1,0,1.0,1,0,1,2,7,0.143,0.2,0.286,0.486,8,2,0,0,0,0,
947,SEA,2025-05-10,1,,TOR,L 3-6,34,32,3,6,4,1,0,1.0,3,0,0,1,10,0.188,0.206,0.313,0.518,10,0,0,0,1,0,
948,SEA,2025-05-07,1,@,ATH,W 6-5,41,38,6,11,7,3,0,1.0,6,3,0,3,7,0.289,0.341,0.447,0.789,17,0,0,0,0,0,
949,SEA,2025-05-06,1,@,ATH,W 5-3,43,36,5,10,7,2,0,1.0,5,1,0,4,11,0.278,0.372,0.417,0.789,15,0,2,0,1,0,
950,SEA,2025-05-03,1,@,TEX,W 2-1,37,34,2,10,6,3,0,1.0,2,0,0,2,3,0.294,0.333,0.471,0.804,16,2,0,1,0,0,
951,SEA,2025-04-30,1,,LAA,W 9-3,39,36,9,12,10,1,0,1.0,8,2,0,3,6,0.333,0.385,0.444,0.829,16,1,0,0,0,0,
952,SEA,2025-04-23,1,@,BOS,W 8-5,45,40,8,13,12,0,0,1.0,7,1,0,5,12,0.325,0.4,0.4,0.8,16,0,0,0,0,0,
953,SEA,2025-04-22,1,@,BOS,L 3-8,39,31,3,6,3,2,0,1.0,3,0,1,6,5,0.194,0.359,0.355,0.714,11,1,2,0,0,0,
954,SEA,2025-04-18,1,@,TOR,L 1-3,32,28,1,5,3,1,0,1.0,1,1,1,2,7,0.179,0.281,0.321,0.603,9,0,2,0,0,0,
955,SEA,2025-04-13,1,,TEX,W 3-1,32,30,3,6,5,0,0,1.0,3,0,1,0,7,0.2,0.25,0.3,0.55,9,0,2,0,0,0,
956,SEA,2025-04-12,1,,TEX,W 9-2,37,31,9,11,6,3,1,1.0,8,1,0,4,7,0.355,0.432,0.613,1.045,19,2,1,0,1,0,
957,SEA,2025-04-09,1,,HOU,W 7-6,40,34,7,7,3,3,0,1.0,7,1,0,6,6,0.206,0.325,0.382,0.707,13,0,0,0,0,0,
958,SEA,2025-04-07,1,,HOU,W 4-3,30,27,4,4,3,0,0,1.0,4,3,0,2,6,0.148,0.207,0.259,0.466,7,0,0,1,0,0,
959,SEA,2025-04-05,1,@,SFG,L 1-4,36,30,1,7,6,0,0,1.0,1,2,2,6,5,0.233,0.361,0.333,0.694,10,2,0,0,0,0,
960,SEA,2025-04-02,1,,DET,W 3-2,32,29,3,6,3,2,0,1.0,3,1,1,3,9,0.207,0.281,0.379,0.661,11,0,0,0,0,0,
961,SEA,2025-03-30,1,,ATH,W 2-1,28,28,2,5,4,0,0,1.0,2,0,1,0,9,0.179,0.179,0.286,0.464,8,0,0,0,0,0,
962,SFG,2025-05-30,1,@,MIA,W 2-0,39,37,2,11,7,2,1,1.0,2,3,0,1,12,0.297,0.333,0.486,0.82,18,0,1,0,0,0,
963,SFG,2025-05-28,1,@,DET,L 3-4,40,34,3,10,6,3,0,1.0,3,0,0,4,8,0.294,0.368,0.471,0.839,16,2,0,1,0,0,
964,SFG,2025-05-25,1,@,WSN,W 3-2,35,32,3,5,2,1,1,1.0,3,1,0,2,4,0.156,0.229,0.344,0.572,11,1,1,0,0,0,
965,SFG,2025-05-18,1,,ATH,W 3-2,30,27,3,5,3,0,1,1.0,3,0,0,2,5,0.185,0.241,0.37,0.612,10,0,0,1,0,0,
966,SFG,2025-05-14,1,,ARI,L 7-8,45,37,7,11,8,2,0,1.0,7,0,0,7,12,0.297,0.4,0.432,0.832,16,0,0,0,1,0,
967,SFG,2025-05-11,1,@,MIN,L 6-7 (10),43,36,6,9,7,1,0,1.0,6,2,1,4,10,0.25,0.326,0.361,0.687,13,0,1,0,2,0,
968,SFG,2025-05-10,1,@,MIN,L 1-2,29,29,1,4,2,1,0,1.0,1,0,0,0,9,0.138,0.138,0.276,0.414,8,1,0,0,0,0,
969,SFG,2025-05-09,1,@,MIN,L 1-3,30,30,1,3,2,0,0,1.0,1,0,0,0,8,0.1,0.1,0.2,0.3,6,0,0,0,0,0,
970,SFG,2025-05-06,1,@,CHC,W 14-5 (11),54,44,14,16,12,3,0,1.0,14,0,0,4,7,0.364,0.423,0.5,0.923,22,3,2,2,2,0,
971,SFG,2025-05-05,1,@,CHC,L 2-9,34,33,2,7,6,0,0,1.0,2,1,0,0,10,0.212,0.235,0.303,0.538,10,1,1,0,0,0,
972,SFG,2025-05-02,1,,COL,W 4-0,32,29,4,7,4,2,0,1.0,3,0,0,2,5,0.241,0.281,0.414,0.695,12,1,0,0,1,0,
973,SFG,2025-05-01,1,,COL,L 3-4,36,34,3,9,6,2,0,1.0,3,0,1,2,5,0.265,0.306,0.412,0.717,14,1,0,0,0,0,
974,SFG,2025-04-29,1,@,SDP,L 4-7,35,34,4,7,4,2,0,1.0,4,0,0,1,14,0.206,0.229,0.353,0.582,12,0,0,0,0,0,
975,SFG,2025-04-21,1,,MIL,W 5-2,35,29,5,8,6,0,1,1.0,4,0,2,5,6,0.276,0.371,0.448,0.82,13,0,0,0,1,0,
976,SFG,2025-04-20,1,@,LAA,L 4-5,42,34,4,8,6,1,0,1.0,4,1,1,8,9,0.235,0.381,0.353,0.734,12,0,0,0,0,0,
977,SFG,2025-04-19,1,@,LAA,W 3-2,34,31,3,5,3,1,0,1.0,3,1,0,3,3,0.161,0.235,0.29,0.526,9,0,0,0,0,0,
978,SFG,2025-04-12,1,@,NYY,L 4-8,41,34,4,6,2,3,0,1.0,4,0,0,6,12,0.176,0.317,0.353,0.67,12,0,1,0,0,0,
979,SFG,2025-04-11,1,@,NYY,W 9-1 (6),33,22,9,6,2,3,0,1.0,8,1,0,11,7,0.273,0.515,0.545,1.061,12,0,0,0,0,0,
980,SFG,2025-04-06,1,,SEA,W 5-4,36,33,5,7,5,1,0,1.0,5,1,0,3,9,0.212,0.278,0.333,0.611,11,0,0,0,0,0,
981,SFG,2025-04-04,1,,SEA,W 10-9 (11),56,49,10,17,10,5,1,1.0,10,4,0,6,12,0.347,0.418,0.551,0.969,27,0,0,1,0,2,
982,SFG,2025-04-01,1,@,HOU,W 3-1,37,32,3,4,1,2,0,1.0,3,0,0,4,13,0.125,0.243,0.281,0.524,9,0,1,0,0,0,
983,SFG,2025-03-31,1,@,HOU,W 7-2,41,35,7,9,6,2,0,1.0,7,3,0,5,10,0.257,0.341,0.4,0.741,14,0,0,0,1,0,
984,SFG,2025-03-29,1,@,CIN,L 2-3,33,32,2,8,5,2,0,1.0,2,1,0,0,1,0.25,0.273,0.406,0.679,13,3,1,0,0,0,
985,STL,2025-05-28,1,@,BAL,W 6-4,43,38,6,12,7,4,0,1.0,6,0,0,5,16,0.316,0.395,0.5,0.895,19,1,0,0,0,0,
986,STL,2025-05-26,1,@,BAL,L 2-5,33,30,2,4,2,1,0,1.0,2,1,0,2,10,0.133,0.212,0.267,0.479,8,1,1,0,0,0,
987,STL,2025-05-25,1,,ARI,W 4-3,33,31,4,8,6,1,0,1.0,4,2,0,1,7,0.258,0.273,0.387,0.66,12,0,0,0,1,0,
988,STL,2025-05-20,1,,DET,L 4-5,38,34,4,8,6,1,0,1.0,4,0,0,3,10,0.235,0.289,0.353,0.642,12,0,0,0,1,0,
989,STL,2025-05-19,1,,DET,W 11-4,42,38,11,16,10,5,0,1.0,10,0,1,2,3,0.421,0.452,0.632,1.084,24,0,1,0,1,0,
990,STL,2025-05-18,1,@,KCR,L 1-2,41,37,1,12,10,1,0,1.0,1,0,0,1,7,0.324,0.375,0.432,0.807,16,1,2,1,0,0,
991,STL,2025-05-17,1,@,KCR,W 1-0,29,29,1,2,1,0,0,1.0,1,0,0,0,4,0.069,0.069,0.172,0.241,5,1,0,0,0,0,
992,STL,2025-05-04 (2),1,,NYM,W 5-4,38,34,5,9,6,2,0,1.0,5,0,0,3,9,0.265,0.342,0.412,0.754,14,0,1,0,0,0,
993,STL,2025-05-04 (1),1,,NYM,W 6-5,41,33,6,11,10,0,0,1.0,6,0,0,5,5,0.333,0.439,0.424,0.863,14,0,2,0,1,0,
994,STL,2025-04-26,1,,MIL,W 6-5,40,35,6,11,5,5,0,1.0,5,0,0,4,6,0.314,0.375,0.543,0.918,19,0,0,0,1,0,
995,STL,2025-04-22,1,@,ATL,W 10-4,47,38,10,12,8,3,0,1.0,9,1,0,7,8,0.316,0.426,0.474,0.899,18,0,1,0,1,2,
996,STL,2025-04-21,1,@,ATL,L 6-7,40,37,6,11,6,4,0,1.0,5,1,0,2,6,0.297,0.333,0.486,0.82,18,1,0,1,0,0,
997,STL,2025-04-18,1,@,NYM,L 4-5,35,35,4,8,6,1,0,1.0,4,0,0,0,15,0.229,0.229,0.343,0.571,12,0,0,0,0,0,
998,STL,2025-04-16,1,,HOU,W 4-1,37,32,4,8,6,1,0,1.0,4,3,0,4,2,0.25,0.351,0.375,0.726,12,0,1,0,0,0,
999,STL,2025-04-14,1,,HOU,W 8-3,39,36,8,14,7,6,0,1.0,8,1,0,2,8,0.389,0.41,0.639,1.049,23,1,0,0,1,0,
1000,STL,2025-04-06 (2),1,@,BOS,L 7-18,43,38,7,12,7,4,0,1.0,7,0,1,3,6,0.316,0.372,0.5,0.872,19,0,1,0,1,0,
1001,STL,2025-04-01,1,,LAA,L 7-9 (11),47,44,7,11,8,2,0,1.0,6,2,0,3,9,0.25,0.298,0.364,0.662,16,1,0,0,0,1,
1002,TBR,2025-05-30,1,@,HOU,L 1-2,29,28,1,3,2,0,0,1.0,1,0,1,1,9,0.107,0.138,0.214,0.352,6,1,0,0,0,0,
1003,TBR,2025-05-29,1,@,HOU,W 13-3,50,40,13,14,8,5,0,1.0,12,5,0,6,11,0.35,0.46,0.55,1.01,22,0,3,0,1,0,
1004,TBR,2025-05-24,1,,TOR,W 3-1,29,27,3,3,1,1,0,1.0,3,0,0,2,4,0.111,0.172,0.259,0.432,7,0,0,0,0,0,
1005,TBR,2025-05-19,1,,HOU,L 3-4,36,34,3,7,4,2,0,1.0,3,4,0,1,9,0.206,0.229,0.353,0.582,12,0,0,0,0,0,
1006,TBR,2025-05-09,1,,MIL,W 4-3,35,30,4,7,6,0,0,1.0,2,1,0,5,7,0.233,0.343,0.333,0.676,10,1,0,0,0,0,
1007,TBR,2025-05-06,1,,PHI,L 4-8,34,30,4,6,4,1,0,1.0,4,0,0,2,12,0.2,0.235,0.333,0.569,10,1,0,0,2,0,
1008,TBR,2025-05-04,1,@,NYY,W 7-5,50,44,7,16,14,1,0,1.0,7,2,0,5,12,0.364,0.429,0.455,0.883,20,0,0,0,0,0,
1009,TBR,2025-05-01,1,,KCR,L 2-8,35,35,2,8,6,1,0,1.0,2,0,0,0,7,0.229,0.229,0.343,0.571,12,0,0,0,0,0,
1010,TBR,2025-04-29,1,,KCR,L 1-3,37,35,1,8,5,2,0,1.0,1,0,0,2,8,0.229,0.27,0.371,0.642,13,0,0,0,0,0,
1011,TBR,2025-04-27,1,@,SDP,W 4-2,38,35,4,10,8,1,0,1.0,3,1,0,2,5,0.286,0.342,0.4,0.742,14,1,1,0,0,0,
1012,TBR,2025-04-26,1,@,SDP,W 4-1,43,36,4,9,6,2,0,1.0,4,2,1,6,10,0.25,0.349,0.389,0.738,14,0,0,0,1,0,
1013,TBR,2025-04-24,1,@,ARI,W 7-4 (10),44,41,7,9,4,4,0,1.0,6,1,0,3,16,0.22,0.273,0.39,0.663,16,1,0,0,0,0,
1014,TBR,2025-04-23,1,@,ARI,W 7-6 (11),48,45,7,13,6,6,0,1.0,7,0,0,3,10,0.289,0.333,0.489,0.822,22,0,0,0,0,0,
1015,TBR,2025-04-19,1,,NYY,W 10-8 (10),41,37,10,10,5,4,0,1.0,10,2,0,4,4,0.27,0.341,0.459,0.801,17,1,0,0,0,0,
1016,TBR,2025-04-17,1,,NYY,L 3-6,40,36,3,12,10,1,0,1.0,3,1,0,3,7,0.333,0.375,0.444,0.819,16,1,0,0,1,0,
1017,TBR,2025-04-15,1,,BOS,L 4-7,38,33,4,7,5,1,0,1.0,4,0,0,4,10,0.212,0.289,0.333,0.623,11,0,0,0,1,0,
1018,TBR,2025-04-08,1,,LAA,L 3-4,39,34,3,9,4,2,2,1.0,3,3,1,4,11,0.265,0.359,0.529,0.888,18,1,1,0,0,0,
1019,TBR,2025-04-01,1,,PIT,W 7-0,39,32,7,10,7,1,1,1.0,7,1,0,6,4,0.313,0.41,0.5,0.91,16,1,0,0,1,0,
1020,TBR,2025-03-30,1,,COL,W 6-4,37,33,6,9,6,2,0,1.0,5,3,1,3,7,0.273,0.351,0.424,0.776,14,0,1,0,0,0,
1021,TBR,2025-03-28,1,,COL,W 3-2,32,30,3,7,5,1,0,1.0,3,0,0,1,9,0.233,0.25,0.367,0.617,11,0,0,0,1,0,
1022,TEX,2025-05-26,1,,TOR,L 1-2,32,32,1,5,4,0,0,1.0,1,0,0,0,6,0.156,0.156,0.25,0.406,8,0,0,0,0,0,
1023,TEX,2025-05-25,1,@,CHW,W 5-4,37,32,5,7,4,2,0,1.0,5,0,1,4,7,0.219,0.324,0.375,0.699,12,1,1,0,0,0,
1024,TEX,2025-05-24,1,@,CHW,L 5-10,40,35,5,7,5,1,0,1.0,4,2,0,3,8,0.2,0.275,0.314,0.589,11,0,1,0,1,0,
1025,TEX,2025-05-20,1,@,NYY,L 2-5,37,35,2,8,4,2,1,1.0,2,0,1,2,14,0.229,0.27,0.429,0.699,15,0,0,0,0,0,
1026,TEX,2025-05-16,1,,HOU,L 3-6,35,33,3,5,4,0,0,1.0,3,2,0,1,7,0.152,0.2,0.242,0.442,8,0,1,0,0,0,
1027,TEX,2025-05-15,1,,HOU,W 1-0,27,27,1,3,1,1,0,1.0,1,0,0,0,9,0.111,0.111,0.259,0.37,7,0,0,0,0,0,
1028,TEX,2025-05-12,1,,COL,W 2-1,29,26,2,3,2,0,0,1.0,2,1,0,3,8,0.115,0.207,0.231,0.438,6,1,0,0,0,0,
1029,TEX,2025-05-02,1,,SEA,L 1-13,30,30,1,3,2,0,0,1.0,1,0,0,0,10,0.1,0.1,0.2,0.3,6,0,0,0,0,0,
1030,TEX,2025-04-23,1,@,ATH,L 2-5,34,33,2,7,3,3,0,1.0,2,0,1,1,11,0.212,0.235,0.394,0.629,13,1,0,0,0,0,
1031,TEX,2025-04-13,1,@,SEA,L 1-3,32,31,1,4,2,1,0,1.0,1,0,0,1,11,0.129,0.156,0.258,0.414,8,0,0,0,0,0,
1032,TEX,2025-04-11,1,@,SEA,L 3-5,37,33,3,8,4,3,0,1.0,3,2,0,3,8,0.242,0.324,0.424,0.749,14,2,1,0,0,0,
1033,TEX,2025-04-08,1,@,CHC,L 6-10,39,38,6,12,7,2,2,1.0,6,1,1,1,10,0.316,0.333,0.553,0.886,21,0,0,0,0,0,
1034,TEX,2025-04-06,1,,TBR,W 4-3,35,33,4,7,5,1,0,1.0,4,4,0,2,10,0.212,0.257,0.333,0.59,11,1,0,0,0,0,
1035,TEX,2025-04-04,1,,TBR,W 5-2,31,27,5,6,4,1,0,1.0,5,3,0,2,4,0.222,0.29,0.37,0.661,10,2,1,0,1,0,
1036,TEX,2025-04-01,1,@,CIN,W 1-0,36,31,1,4,2,1,0,1.0,1,1,0,4,6,0.129,0.25,0.258,0.508,8,0,1,0,0,0,
1037,TEX,2025-03-31,1,@,CIN,L 3-14,36,32,3,5,2,2,0,1.0,3,0,0,4,9,0.156,0.25,0.313,0.563,10,0,0,0,0,0,
1038,TEX,2025-03-29,1,,BOS,W 4-3,34,30,4,8,5,2,0,1.0,4,1,0,1,5,0.267,0.333,0.433,0.767,13,1,2,0,0,0,
1039,TOR,2025-05-28,1,@,TEX,W 2-0,37,33,2,8,6,1,0,1.0,2,1,0,3,9,0.242,0.306,0.364,0.669,12,1,0,1,0,0,
1040,TOR,2025-05-26,1,@,TEX,W 2-1,39,33,2,8,5,2,0,1.0,2,0,0,4,1,0.242,0.316,0.394,0.71,13,0,0,1,1,0,
1041,TOR,2025-05-24,1,@,TBR,L 1-3,36,31,1,6,5,0,0,1.0,1,0,0,5,4,0.194,0.306,0.29,0.596,9,2,0,0,0,0,
1042,TOR,2025-05-14,1,,TBR,W 3-1,33,32,3,8,6,1,0,1.0,3,0,0,1,7,0.25,0.273,0.375,0.648,12,1,0,0,0,0,
1043,TOR,2025-05-10,1,@,SEA,W 6-3,42,37,6,10,8,1,0,1.0,6,2,0,5,10,0.27,0.357,0.378,0.736,14,0,0,0,0,0,
1044,TOR,2025-05-09,1,@,SEA,W 6-3,40,35,6,10,6,3,0,1.0,6,0,0,3,8,0.286,0.333,0.457,0.79,16,0,0,1,1,0,
1045,TOR,2025-05-08,1,@,LAA,W 8-5,46,38,8,14,12,1,0,1.0,7,0,1,7,11,0.368,0.457,0.474,0.93,18,0,0,0,1,1,
1046,TOR,2025-05-03,1,,CLE,L 3-5,39,33,3,8,4,3,0,1.0,3,1,1,5,12,0.242,0.333,0.424,0.758,14,0,0,0,1,0,
1047,TOR,2025-05-02,1,,CLE,W 5-3,36,32,5,9,8,0,0,1.0,5,2,0,3,5,0.281,0.343,0.375,0.718,12,0,0,0,0,0,
1048,TOR,2025-04-29,1,,BOS,L 2-10,33,30,2,4,2,1,0,1.0,2,1,1,3,8,0.133,0.212,0.267,0.479,8,0,0,0,0,0,
1049,TOR,2025-04-27 (2),1,@,NYY,L 1-5,33,29,1,3,2,0,0,1.0,1,1,0,4,12,0.103,0.212,0.207,0.419,6,1,0,0,0,0,
1050,TOR,2025-04-25,1,@,NYY,W 4-2,37,34,4,9,6,2,0,1.0,4,0,0,2,2,0.265,0.324,0.412,0.736,14,2,1,0,0,0,
1051,TOR,2025-04-22,1,@,HOU,L 1-5,31,29,1,2,1,0,0,1.0,1,0,0,2,7,0.069,0.129,0.172,0.301,5,0,0,0,0,0,
1052,TOR,2025-04-16,1,,ATL,W 3-1,33,28,3,6,2,3,0,1.0,3,2,1,4,7,0.214,0.333,0.429,0.762,12,1,1,0,0,0,
1053,TOR,2025-04-14,1,,ATL,L 4-8,33,31,4,5,2,2,0,1.0,4,0,0,2,6,0.161,0.212,0.323,0.535,10,1,0,0,0,0,
1054,TOR,2025-04-13,1,@,BAL,W 7-6 (10),46,43,7,16,11,4,0,1.0,7,2,1,2,5,0.372,0.4,0.535,0.935,23,1,0,1,0,0,
1055,TOR,2025-04-12,1,@,BAL,L 4-5,37,32,4,10,6,3,0,1.0,3,2,0,5,3,0.313,0.405,0.5,0.905,16,4,0,0,0,0,
1056,TOR,2025-04-08,1,@,BOS,W 6-1,43,37,6,9,8,0,0,1.0,5,0,0,5,8,0.243,0.349,0.324,0.673,12,0,1,0,0,0,
1057,TOR,2025-04-02,1,,WSN,W 4-2,37,33,4,10,5,4,0,1.0,3,0,0,2,6,0.303,0.351,0.515,0.867,17,0,1,0,1,0,
1058,TOR,2025-03-31,1,,WSN,W 5-2,36,32,5,10,4,5,0,1.0,5,1,1,3,3,0.313,0.389,0.563,0.951,18,0,1,0,0,0,
1059,TOR,2025-03-30,1,,BAL,W 3-1,34,32,3,7,4,2,0,1.0,3,0,0,2,6,0.219,0.265,0.375,0.64,12,0,0,0,0,0,
1060,TOR,2025-03-29,1,,BAL,L 5-9,40,34,5,8,4,3,0,1.0,5,0,0,5,14,0.235,0.325,0.412,0.737,14,0,0,0,1,0,
1061,TOR,2025-03-27,1,,BAL,L 2-12,33,28,2,4,3,0,0,1.0,2,0,0,5,3,0.143,0.273,0.25,0.523,7,2,0,0,0,0,
1062,WSN,2025-05-29,1,@,SEA,W 9-3 (10),44,39,9,12,8,3,0,1.0,9,1,1,4,8,0.308,0.364,0.462,0.825,18,1,0,0,1,1,
1063,WSN,2025-05-27,1,@,SEA,L 1-9,30,29,1,4,2,1,0,1.0,1,0,0,1,5,0.138,0.167,0.276,0.443,8,2,0,0,0,0,
1064,WSN,2025-05-24,1,,SFG,W 3-0,32,32,3,8,6,1,0,1.0,3,0,0,0,8,0.25,0.25,0.375,0.625,12,0,0,0,0,0,
1065,WSN,2025-05-20,1,,ATL,W 5-3,35,28,5,8,6,1,0,1.0,4,0,2,4,4,0.286,0.4,0.429,0.829,12,0,2,0,1,0,
1066,WSN,2025-05-15,1,@,ATL,L 2-5,35,31,2,6,3,2,0,1.0,1,1,0,3,6,0.194,0.286,0.355,0.641,11,3,1,0,0,0,
1067,WSN,2025-05-13,1,@,ATL,L 2-5,34,32,2,5,4,0,0,1.0,2,0,0,2,5,0.156,0.206,0.25,0.456,8,0,0,0,0,0,
1068,WSN,2025-05-12,1,@,ATL,L 3-4,36,33,3,8,5,2,0,1.0,2,1,0,2,8,0.242,0.306,0.394,0.699,13,2,1,0,0,0,
1069,WSN,2025-05-11,1,,STL,L 1-6,32,29,1,5,3,1,0,1.0,1,0,0,2,8,0.172,0.226,0.31,0.536,9,1,0,1,0,0,
1070,WSN,2025-05-10,1,,STL,L 2-4,37,34,2,7,5,1,0,1.0,2,2,0,3,8,0.206,0.27,0.324,0.594,11,0,0,0,0,0,
1071,WSN,2025-05-06 (2),1,,CLE,L 1-9,31,28,1,4,3,0,0,1.0,1,1,1,3,7,0.143,0.226,0.25,0.476,7,1,0,0,0,0,
1072,WSN,2025-05-06 (1),1,,CLE,W 10-9,40,35,10,10,6,3,0,1.0,10,1,0,5,8,0.286,0.375,0.457,0.832,16,0,0,0,0,0,
1073,WSN,2025-05-04,1,@,CIN,W 4-1,38,35,4,9,5,3,0,1.0,4,2,0,1,8,0.257,0.289,0.429,0.718,15,0,1,0,1,0,
1074,WSN,2025-05-03,1,@,CIN,W 11-6,51,41,11,15,12,2,0,1.0,11,4,0,5,8,0.366,0.46,0.488,0.948,20,0,3,1,1,0,
1075,WSN,2025-05-02,1,@,CIN,L 1-6,34,30,1,4,3,0,0,1.0,1,1,1,4,17,0.133,0.235,0.233,0.469,7,0,0,0,0,0,
1076,WSN,2025-04-15,1,@,PIT,W 3-0,40,36,3,8,6,1,0,1.0,3,3,0,3,4,0.222,0.3,0.333,0.633,12,0,1,0,0,0,
1077,WSN,2025-04-09,1,,LAD,L 5-6,38,29,5,5,3,1,0,1.0,5,2,1,7,9,0.172,0.316,0.31,0.626,9,0,0,0,2,0,
1078,WSN,2025-04-07,1,,LAD,W 6-4,35,32,6,9,6,2,0,1.0,4,3,0,3,1,0.281,0.343,0.438,0.78,14,1,0,0,0,0,
1079,WSN,2025-04-02,1,@,TOR,L 2-4,33,31,2,5,3,1,0,1.0,2,0,1,2,7,0.161,0.212,0.29,0.502,9,0,0,0,0,0,
1080,WSN,2025-03-27,1,,PHI,L 3-7 (10),37,33,3,5,3,1,0,1.0,3,3,1,3,13,0.152,0.243,0.273,0.516,9,1,1,0,0,0,
1081,LAA,2025-05-28,0,,NYY,L 0-1,33,30,0,5,4,1,0,0.0,0,0,0,2,8,0.167,0.219,0.2,0.419,6,1,0,1,0,0,
1082,LAA,2025-05-25,0,,MIA,L 0-3,32,29,0,3,2,1,0,0.0,0,0,1,3,15,0.103,0.188,0.138,0.325,4,0,0,0,0,0,
1083,LAA,2025-05-24,0,,MIA,L 2-6,35,33,2,9,7,2,0,0.0,2,0,0,1,7,0.273,0.286,0.333,0.619,11,0,0,0,1,0,
1084,LAA,2025-05-09,0,,BAL,L 1-4,32,31,1,4,2,1,1,0.0,1,0,0,1,8,0.129,0.156,0.226,0.382,7,0,0,0,0,0,
1085,LAA,2025-05-04,0,,DET,L 1-13,37,32,1,5,3,2,0,0.0,1,0,0,4,12,0.156,0.27,0.219,0.489,7,0,1,0,0,0,
1086,LAA,2025-05-03,0,,DET,W 5-2,34,33,5,10,9,1,0,0.0,4,2,0,1,10,0.303,0.324,0.333,0.657,11,2,0,0,0,0,
1087,LAA,2025-04-27,0,@,MIN,L 0-5,32,30,0,4,2,2,0,0.0,0,0,1,2,13,0.133,0.188,0.2,0.388,6,0,0,0,0,0,
1088,LAA,2025-04-23,0,,PIT,L 0-3,30,30,0,2,0,2,0,0.0,0,0,0,0,12,0.067,0.067,0.133,0.2,4,0,0,0,0,0,
1089,LAA,2025-04-18,0,,SFG,W 2-0,29,29,2,5,2,3,0,0.0,1,0,0,0,12,0.172,0.172,0.276,0.448,8,1,0,0,0,0,
1090,LAA,2025-04-17,0,@,TEX,L 3-5,33,33,3,5,4,1,0,0.0,3,0,0,0,11,0.152,0.152,0.182,0.333,6,0,0,0,0,0,
1091,LAA,2025-04-16,0,@,TEX,L 1-3,33,31,1,6,5,1,0,0.0,1,0,0,1,9,0.194,0.242,0.226,0.468,7,1,1,0,0,0,
1092,LAA,2025-04-15,0,@,TEX,L 0-4,33,30,0,5,4,1,0,0.0,0,1,1,2,11,0.167,0.242,0.2,0.442,6,1,1,0,0,0,
1093,LAA,2025-04-01,0,@,STL,W 9-7 (11),42,40,9,10,6,3,1,0.0,9,1,1,2,6,0.25,0.286,0.375,0.661,15,2,0,0,0,1,
