event_id,home_team,away_team,commence_time,h2h_baltimore_orioles_line,h2h_baltimore_orioles_odds,h2h_tampa_bay_rays_line,h2h_tampa_bay_rays_odds,spreads_baltimore_orioles_line,spreads_baltimore_orioles_odds,spreads_tampa_bay_rays_line,spreads_tampa_bay_rays_odds,totals_over_line,totals_over_odds,totals_under_line,totals_under_odds,h2h_los_angeles_dodgers_line,h2h_los_angeles_dodgers_odds,h2h_san_diego_padres_line,h2h_san_diego_padres_odds,spreads_los_angeles_dodgers_line,spreads_los_angeles_dodgers_odds,spreads_san_diego_padres_line,spreads_san_diego_padres_odds,h2h_miami_marlins_line,h2h_miami_marlins_odds,h2h_philadelphia_phillies_line,h2h_philadelphia_phillies_odds,spreads_miami_marlins_line,spreads_miami_marlins_odds,spreads_philadelphia_phillies_line,spreads_philadelphia_phillies_odds,h2h_colorado_rockies_line,h2h_colorado_rockies_odds,h2h_washington_nationals_line,h2h_washington_nationals_odds,spreads_colorado_rockies_line,spreads_colorado_rockies_odds,spreads_washington_nationals_line,spreads_washington_nationals_odds,h2h_boston_red_sox_line,h2h_boston_red_sox_odds,h2h_seattle_mariners_line,h2h_seattle_mariners_odds,spreads_boston_red_sox_line,spreads_boston_red_sox_odds,spreads_seattle_mariners_line,spreads_seattle_mariners_odds,h2h_houston_astros_line,h2h_houston_astros_odds,h2h_oakland_athletics_line,h2h_oakland_athletics_odds,spreads_houston_astros_line,spreads_houston_astros_odds,spreads_oakland_athletics_line,spreads_oakland_athletics_odds,h2h_los_angeles_angels_line,h2h_los_angeles_angels_odds,h2h_new_york_yankees_line,h2h_new_york_yankees_odds,spreads_los_angeles_angels_line,spreads_los_angeles_angels_odds,spreads_new_york_yankees_line,spreads_new_york_yankees_odds,pitcher_props,batter_props,game_date
0b3a7486beed303615952ef58e7bd8d4,Tampa Bay Rays,Baltimore Orioles,2025-06-16 23:36:00+00:00,,112.0,,-123.0,1.5,-190.0,-1.5,165.0,9.0,-103,9.0,-117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'player': 'Zach Eflin', 'market': 'pitcher_strikeouts', 'line': 4.5, 'odds': -104}, {'player': 'Zach Eflin', 'market': 'pitcher_strikeouts', 'line': 4.5, 'odds': -128}, {'player': 'Ryan Pepiot', 'market': 'pitcher_strikeouts', 'line': 5.5, 'odds': -112}, {'player': 'Ryan Pepiot', 'market': 'pitcher_strikeouts', 'line': 5.5, 'odds': -112}, {'player': 'Ryan Pepiot', 'market': 'pitcher_strikeouts', 'line': 5.5, 'odds': -115}, {'player': 'Ryan Pepiot', 'market': 'pitcher_strikeouts', 'line': 5.5, 'odds': -110}, {'player': 'Zach Eflin', 'market': 'pitcher_strikeouts', 'line': 4.5, 'odds': -105}, {'player': 'Zach Eflin', 'market': 'pitcher_strikeouts', 'line': 4.5, 'odds': -120}]","[{'player': 'Josh Lowe', 'market': 'batter_hits', 'line': 2.5, 'odds': 950}, {'player': 'Gunnar Henderson', 'market': 'batter_hits', 'line': 2.5, 'odds': 1000}, {'player': 'Jonathan Aranda', 'market': 'batter_hits', 'line': 2.5, 'odds': 1000}, {'player': 'Brandon Lowe', 'market': 'batter_hits', 'line': 2.5, 'odds': 1100}, {'player': 'Yandy Diaz', 'market': 'batter_hits', 'line': 2.5, 'odds': 1100}, {'player': 'Adley Rutschman', 'market': 'batter_hits', 'line': 2.5, 'odds': 1100}, {'player': 'Junior Caminero', 'market': 'batter_hits', 'line': 2.5, 'odds': 1200}, {'player': ""Ryan O'Hearn"", 'market': 'batter_hits', 'line': 2.5, 'odds': 1200}, {'player': 'Jake Mangum', 'market': 'batter_hits', 'line': 2.5, 'odds': 1300}, {'player': 'Jackson Holliday', 'market': 'batter_hits', 'line': 2.5, 'odds': 1300}, {'player': 'Ramon Urias', 'market': 'batter_hits', 'line': 2.5, 'odds': 1800}, {'player': 'Ramon Laureano', 'market': 'batter_hits', 'line': 2.5, 'odds': 2200}, {'player': 'Kameron Misner', 'market': 'batter_hits', 'line': 2.5, 'odds': 2400}, {'player': 'Cedric Mullins', 'market': 'batter_hits', 'line': 2.5, 'odds': 2400}, {'player': 'Taylor Walls', 'market': 'batter_hits', 'line': 2.5, 'odds': 2500}, {'player': 'Dylan Carlson', 'market': 'batter_hits', 'line': 2.5, 'odds': 2500}, {'player': 'Gary Sanchez', 'market': 'batter_hits', 'line': 2.5, 'odds': 3400}, {'player': 'Matt Thaiss', 'market': 'batter_hits', 'line': 2.5, 'odds': 3600}, {'player': 'Jonathan Aranda', 'market': 'batter_hits', 'line': 0.5, 'odds': -290}, {'player': 'Josh Lowe', 'market': 'batter_hits', 'line': 0.5, 'odds': -280}, {'player': 'Yandy Diaz', 'market': 'batter_hits', 'line': 0.5, 'odds': -260}, {'player': 'Gunnar Henderson', 'market': 'batter_hits', 'line': 0.5, 'odds': -250}, {'player': 'Brandon Lowe', 'market': 'batter_hits', 'line': 0.5, 'odds': -250}, {'player': 'Junior Caminero', 'market': 'batter_hits', 'line': 0.5, 'odds': -250}, {'player': 'Jake Mangum', 'market': 'batter_hits', 'line': 0.5, 'odds': -240}, {'player': 'Adley Rutschman', 'market': 'batter_hits', 'line': 0.5, 'odds': -240}, {'player': ""Ryan O'Hearn"", 'market': 'batter_hits', 'line': 0.5, 'odds': -230}, {'player': 'Jackson Holliday', 'market': 'batter_hits', 'line': 0.5, 'odds': -220}, {'player': 'Ramon Urias', 'market': 'batter_hits', 'line': 0.5, 'odds': -185}, {'player': 'Ramon Laureano', 'market': 'batter_hits', 'line': 0.5, 'odds': -170}, {'player': 'Kameron Misner', 'market': 'batter_hits', 'line': 0.5, 'odds': -165}, {'player': 'Cedric Mullins', 'market': 'batter_hits', 'line': 0.5, 'odds': -155}, {'player': 'Taylor Walls', 'market': 'batter_hits', 'line': 0.5, 'odds': -150}, {'player': 'Dylan Carlson', 'market': 'batter_hits', 'line': 0.5, 'odds': -150}, {'player': 'Matt Thaiss', 'market': 'batter_hits', 'line': 0.5, 'odds': -135}, {'player': 'Gary Sanchez', 'market': 'batter_hits', 'line': 0.5, 'odds': -125}, {'player': 'Josh Lowe', 'market': 'batter_hits', 'line': 1.5, 'odds': 195}, {'player': 'Jonathan Aranda', 'market': 'batter_hits', 'line': 1.5, 'odds': 190}, {'player': 'Gunnar Henderson', 'market': 'batter_hits', 'line': 1.5, 'odds': 210}, {'player': 'Yandy Diaz', 'market': 'batter_hits', 'line': 1.5, 'odds': 210}, {'player': 'Adley Rutschman', 'market': 'batter_hits', 'line': 1.5, 'odds': 220}, {'player': 'Brandon Lowe', 'market': 'batter_hits', 'line': 1.5, 'odds': 220}, {'player': 'Junior Caminero', 'market': 'batter_hits', 'line': 1.5, 'odds': 220}, {'player': ""Ryan O'Hearn"", 'market': 'batter_hits', 'line': 1.5, 'odds': 230}, {'player': 'Jackson Holliday', 'market': 'batter_hits', 'line': 1.5, 'odds': 250}, {'player': 'Jake Mangum', 'market': 'batter_hits', 'line': 1.5, 'odds': 250}, {'player': 'Ramon Urias', 'market': 'batter_hits', 'line': 1.5, 'odds': 320}, {'player': 'Ramon Laureano', 'market': 'batter_hits', 'line': 1.5, 'odds': 350}, {'player': 'Kameron Misner', 'market': 'batter_hits', 'line': 1.5, 'odds': 370}, {'player': 'Cedric Mullins', 'market': 'batter_hits', 'line': 1.5, 'odds': 390}, {'player': 'Taylor Walls', 'market': 'batter_hits', 'line': 1.5, 'odds': 400}, {'player': 'Dylan Carlson', 'market': 'batter_hits', 'line': 1.5, 'odds': 410}, {'player': 'Matt Thaiss', 'market': 'batter_hits', 'line': 1.5, 'odds': 490}, {'player': 'Gary Sanchez', 'market': 'batter_hits', 'line': 1.5, 'odds': 500}, {'player': 'Junior Caminero', 'market': 'batter_home_runs', 'line': 0.5, 'odds': 360}, {'player': 'Gunnar Henderson', 'market': 'batter_home_runs', 'line': 0.5, 'odds': 360}, {'player': 'Jonathan Aranda', 'market': 'batter_home_runs', 'line': 0.5, 'odds': 390}, {'player': 'Brandon Lowe', 'market': 'batter_home_runs', 'line': 0.5, 'odds': 390}, {'player': 'Gary Sanchez', 'market': 'batter_home_runs', 'line': 0.5, 'odds': 430}, {'player': ""Ryan O'Hearn"", 'market': 'batter_home_runs', 'line': 0.5, 'odds': 500}, {'player': 'Adley Rutschman', 'market': 'batter_home_runs', 'line': 0.5, 'odds': 500}, {'player': 'Josh Lowe', 'market': 'batter_home_runs', 'line': 0.5, 'odds': 500}, {'player': 'Cedric Mullins', 'market': 'batter_home_runs', 'line': 0.5, 'odds': 520}, {'player': 'Ramon Laureano', 'market': 'batter_home_runs', 'line': 0.5, 'odds': 520}, {'player': 'Yandy Diaz', 'market': 'batter_home_runs', 'line': 0.5, 'odds': 540}, {'player': 'Jackson Holliday', 'market': 'batter_home_runs', 'line': 0.5, 'odds': 560}, {'player': 'Ramon Urias', 'market': 'batter_home_runs', 'line': 0.5, 'odds': 630}, {'player': 'Kameron Misner', 'market': 'batter_home_runs', 'line': 0.5, 'odds': 630}, {'player': 'Dylan Carlson', 'market': 'batter_home_runs', 'line': 0.5, 'odds': 630}, {'player': 'Matt Thaiss', 'market': 'batter_home_runs', 'line': 0.5, 'odds': 750}, {'player': 'Taylor Walls', 'market': 'batter_home_runs', 'line': 0.5, 'odds': 1000}, {'player': 'Jake Mangum', 'market': 'batter_home_runs', 'line': 0.5, 'odds': 1400}, {'player': 'Josh Lowe', 'market': 'batter_hits', 'line': 1.5, 'odds': 185}, {'player': 'Josh Lowe', 'market': 'batter_hits', 'line': 1.5, 'odds': -255}, {'player': 'Yandy Diaz', 'market': 'batter_hits', 'line': 1.5, 'odds': 185}, {'player': 'Yandy Diaz', 'market': 'batter_hits', 'line': 1.5, 'odds': -250}, {'player': 'Jake Mangum', 'market': 'batter_hits', 'line': 0.5, 'odds': -255}, {'player': 'Jake Mangum', 'market': 'batter_hits', 'line': 0.5, 'odds': 185}, {'player': 'Gunnar Henderson', 'market': 'batter_hits', 'line': 0.5, 'odds': -250}, {'player': 'Gunnar Henderson', 'market': 'batter_hits', 'line': 0.5, 'odds': 180}, {'player': 'Brandon Lowe', 'market': 'batter_hits', 'line': 0.5, 'odds': -240}, {'player': 'Brandon Lowe', 'market': 'batter_hits', 'line': 0.5, 'odds': 175}, {'player': 'Jonathan Aranda', 'market': 'batter_hits', 'line': 0.5, 'odds': -240}, {'player': 'Jonathan Aranda', 'market': 'batter_hits', 'line': 0.5, 'odds': 175}, {'player': 'Jordan Westburg', 'market': 'batter_hits', 'line': 0.5, 'odds': -240}, {'player': 'Jordan Westburg', 'market': 'batter_hits', 'line': 0.5, 'odds': 175}, {'player': 'Junior Caminero', 'market': 'batter_hits', 'line': 0.5, 'odds': -235}, {'player': 'Junior Caminero', 'market': 'batter_hits', 'line': 0.5, 'odds': 170}, {'player': 'Jackson Holliday', 'market': 'batter_hits', 'line': 0.5, 'odds': -195}, {'player': 'Jackson Holliday', 'market': 'batter_hits', 'line': 0.5, 'odds': 140}, {'player': 'Adley Rutschman', 'market': 'batter_hits', 'line': 0.5, 'odds': -190}, {'player': 'Adley Rutschman', 'market': 'batter_hits', 'line': 0.5, 'odds': 140}, {'player': ""Ryan O'Hearn"", 'market': 'batter_hits', 'line': 0.5, 'odds': -175}, {'player': ""Ryan O'Hearn"", 'market': 'batter_hits', 'line': 0.5, 'odds': 130}, {'player': 'Ramon Laureano', 'market': 'batter_hits', 'line': 0.5, 'odds': -160}, {'player': 'Ramon Laureano', 'market': 'batter_hits', 'line': 0.5, 'odds': 115}, {'player': 'Ramon Urias', 'market': 'batter_hits', 'line': 0.5, 'odds': -150}, {'player': 'Ramon Urias', 'market': 'batter_hits', 'line': 0.5, 'odds': 110}, {'player': 'Kameron Misner', 'market': 'batter_hits', 'line': 0.5, 'odds': -145}, {'player': 'Kameron Misner', 'market': 'batter_hits', 'line': 0.5, 'odds': 105}, {'player': 'Colton Cowser', 'market': 'batter_hits', 'line': 0.5, 'odds': -135}, {'player': 'Colton Cowser', 'market': 'batter_hits', 'line': 0.5, 'odds': 100}, {'player': 'Cedric Mullins', 'market': 'batter_hits', 'line': 0.5, 'odds': -130}, {'player': 'Cedric Mullins', 'market': 'batter_hits', 'line': 0.5, 'odds': -105}, {'player': 'Matt Thaiss', 'market': 'batter_hits', 'line': 0.5, 'odds': -130}, {'player': 'Matt Thaiss', 'market': 'batter_hits', 'line': 0.5, 'odds': -105}, {'player': 'Taylor Walls', 'market': 'batter_hits', 'line': 0.5, 'odds': -130}, {'player': 'Taylor Walls', 'market': 'batter_hits', 'line': 0.5, 'odds': -105}]",2025-06-16
0b964c56ee24c62203a4f2512b05a42b,Los Angeles Dodgers,San Diego Padres,2025-06-17 02:11:00+00:00,,,,,,,,,9.0,-105,9.0,-115,,-157.0,,128.0,-1.5,134.0,1.5,-164.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'player': 'Dylan Cease', 'market': 'pitcher_strikeouts', 'line': 6.5, 'odds': 106}, {'player': 'Dylan Cease', 'market': 'pitcher_strikeouts', 'line': 6.5, 'odds': -140}, {'player': 'Dylan Cease', 'market': 'pitcher_strikeouts', 'line': 6.5, 'odds': 110}, {'player': 'Dylan Cease', 'market': 'pitcher_strikeouts', 'line': 6.5, 'odds': -145}]","[{'player': 'Luis Arraez', 'market': 'batter_hits', 'line': 2.5, 'odds': 750}, {'player': 'Fernando Tatis Jr.', 'market': 'batter_hits', 'line': 2.5, 'odds': 950}, {'player': 'Freddie Freeman', 'market': 'batter_hits', 'line': 2.5, 'odds': 1100}, {'player': 'Andy Pages', 'market': 'batter_hits', 'line': 2.5, 'odds': 1300}, {'player': 'Shohei Ohtani', 'market': 'batter_hits', 'line': 2.5, 'odds': 1300}, {'player': 'Manny Machado', 'market': 'batter_hits', 'line': 2.5, 'odds': 1300}, {'player': 'Mookie Betts', 'market': 'batter_hits', 'line': 2.5, 'odds': 1400}, {'player': 'Xander Bogaerts', 'market': 'batter_hits', 'line': 2.5, 'odds': 1400}, {'player': 'Brandon Lockridge', 'market': 'batter_hits', 'line': 2.5, 'odds': 1700}, {'player': 'Gavin Sheets', 'market': 'batter_hits', 'line': 2.5, 'odds': 1900}, {'player': 'Will Smith', 'market': 'batter_hits', 'line': 2.5, 'odds': 1900}, {'player': 'Teoscar Hernandez', 'market': 'batter_hits', 'line': 2.5, 'odds': 1900}, {'player': 'Jake Cronenworth', 'market': 'batter_hits', 'line': 2.5, 'odds': 2000}, {'player': 'Tommy Edman', 'market': 'batter_hits', 'line': 2.5, 'odds': 2100}, {'player': 'Michael Conforto', 'market': 'batter_hits', 'line': 2.5, 'odds': 3000}, {'player': 'Max Muncy', 'market': 'batter_hits', 'line': 2.5, 'odds': 3600}, {'player': 'Martin Maldonado', 'market': 'batter_hits', 'line': 2.5, 'odds': 4400}, {'player': 'Tyler Wade', 'market': 'batter_hits', 'line': 2.5, 'odds': 5000}, {'player': 'Luis Arraez', 'market': 'batter_hits', 'line': 0.5, 'odds': -310}, {'player': 'Fernando Tatis Jr.', 'market': 'batter_hits', 'line': 0.5, 'odds': -250}, {'player': 'Freddie Freeman', 'market': 'batter_hits', 'line': 0.5, 'odds': -240}, {'player': 'Shohei Ohtani', 'market': 'batter_hits', 'line': 0.5, 'odds': -220}, {'player': 'Andy Pages', 'market': 'batter_hits', 'line': 0.5, 'odds': -220}, {'player': 'Mookie Betts', 'market': 'batter_hits', 'line': 0.5, 'odds': -210}, {'player': 'Xander Bogaerts', 'market': 'batter_hits', 'line': 0.5, 'odds': -210}, {'player': 'Manny Machado', 'market': 'batter_hits', 'line': 0.5, 'odds': -210}, {'player': 'Brandon Lockridge', 'market': 'batter_hits', 'line': 0.5, 'odds': -185}, {'player': 'Will Smith', 'market': 'batter_hits', 'line': 0.5, 'odds': -180}, {'player': 'Teoscar Hernandez', 'market': 'batter_hits', 'line': 0.5, 'odds': -180}, {'player': 'Gavin Sheets', 'market': 'batter_hits', 'line': 0.5, 'odds': -175}, {'player': 'Tommy Edman', 'market': 'batter_hits', 'line': 0.5, 'odds': -170}, {'player': 'Jake Cronenworth', 'market': 'batter_hits', 'line': 0.5, 'odds': -170}, {'player': 'Michael Conforto', 'market': 'batter_hits', 'line': 0.5, 'odds': -140}, {'player': 'Max Muncy', 'market': 'batter_hits', 'line': 0.5, 'odds': -120}, {'player': 'Tyler Wade', 'market': 'batter_hits', 'line': 0.5, 'odds': 100}, {'player': 'Martin Maldonado', 'market': 'batter_hits', 'line': 0.5, 'odds': 100}, {'player': 'Luis Arraez', 'market': 'batter_hits', 'line': 1.5, 'odds': 170}, {'player': 'Fernando Tatis Jr.', 'market': 'batter_hits', 'line': 1.5, 'odds': 200}, {'player': 'Freddie Freeman', 'market': 'batter_hits', 'line': 1.5, 'odds': 220}, {'player': 'Shohei Ohtani', 'market': 'batter_hits', 'line': 1.5, 'odds': 240}, {'player': 'Andy Pages', 'market': 'batter_hits', 'line': 1.5, 'odds': 250}, {'player': 'Manny Machado', 'market': 'batter_hits', 'line': 1.5, 'odds': 260}, {'player': 'Mookie Betts', 'market': 'batter_hits', 'line': 1.5, 'odds': 260}, {'player': 'Xander Bogaerts', 'market': 'batter_hits', 'line': 1.5, 'odds': 270}, {'player': 'Brandon Lockridge', 'market': 'batter_hits', 'line': 1.5, 'odds': 300}, {'player': 'Gavin Sheets', 'market': 'batter_hits', 'line': 1.5, 'odds': 330}, {'player': 'Teoscar Hernandez', 'market': 'batter_hits', 'line': 1.5, 'odds': 330}, {'player': 'Will Smith', 'market': 'batter_hits', 'line': 1.5, 'odds': 330}, {'player': 'Jake Cronenworth', 'market': 'batter_hits', 'line': 1.5, 'odds': 340}, {'player': 'Tommy Edman', 'market': 'batter_hits', 'line': 1.5, 'odds': 350}, {'player': 'Michael Conforto', 'market': 'batter_hits', 'line': 1.5, 'odds': 460}, {'player': 'Max Muncy', 'market': 'batter_hits', 'line': 1.5, 'odds': 550}, {'player': 'Tyler Wade', 'market': 'batter_hits', 'line': 1.5, 'odds': 700}, {'player': 'Martin Maldonado', 'market': 'batter_hits', 'line': 1.5, 'odds': 700}, {'player': 'Shohei Ohtani', 'market': 'batter_home_runs', 'line': 0.5, 'odds': 215}, {'player': 'Manny Machado', 'market': 'batter_home_runs', 'line': 0.5, 'odds': 340}, {'player': 'Freddie Freeman', 'market': 'batter_home_runs', 'line': 0.5, 'odds': 350}, {'player': 'Fernando Tatis Jr.', 'market': 'batter_home_runs', 'line': 0.5, 'odds': 350}, {'player': 'Mookie Betts', 'market': 'batter_home_runs', 'line': 0.5, 'odds': 420}, {'player': 'Andy Pages', 'market': 'batter_home_runs', 'line': 0.5, 'odds': 420}, {'player': 'Max Muncy', 'market': 'batter_home_runs', 'line': 0.5, 'odds': 440}, {'player': 'Teoscar Hernandez', 'market': 'batter_home_runs', 'line': 0.5, 'odds': 440}, {'player': 'Michael Conforto', 'market': 'batter_home_runs', 'line': 0.5, 'odds': 440}, {'player': 'Will Smith', 'market': 'batter_home_runs', 'line': 0.5, 'odds': 450}, {'player': 'Jake Cronenworth', 'market': 'batter_home_runs', 'line': 0.5, 'odds': 480}, {'player': 'Gavin Sheets', 'market': 'batter_home_runs', 'line': 0.5, 'odds': 500}, {'player': 'Tommy Edman', 'market': 'batter_home_runs', 'line': 0.5, 'odds': 600}, {'player': 'Xander Bogaerts', 'market': 'batter_home_runs', 'line': 0.5, 'odds': 600}, {'player': 'Martin Maldonado', 'market': 'batter_home_runs', 'line': 0.5, 'odds': 900}, {'player': 'Luis Arraez', 'market': 'batter_home_runs', 'line': 0.5, 'odds': 1000}, {'player': 'Brandon Lockridge', 'market': 'batter_home_runs', 'line': 0.5, 'odds': 1300}, {'player': 'Tyler Wade', 'market': 'batter_home_runs', 'line': 0.5, 'odds': 1500}, {'player': 'Luis Arraez', 'market': 'batter_hits', 'line': 1.5, 'odds': 180}, {'player': 'Luis Arraez', 'market': 'batter_hits', 'line': 1.5, 'odds': -245}, {'player': 'Fernando Tatis Jr.', 'market': 'batter_hits', 'line': 0.5, 'odds': -235}, {'player': 'Fernando Tatis Jr.', 'market': 'batter_hits', 'line': 0.5, 'odds': 170}, {'player': 'Freddie Freeman', 'market': 'batter_hits', 'line': 0.5, 'odds': -220}, {'player': 'Freddie Freeman', 'market': 'batter_hits', 'line': 0.5, 'odds': 160}, {'player': 'Manny Machado', 'market': 'batter_hits', 'line': 0.5, 'odds': -220}, {'player': 'Manny Machado', 'market': 'batter_hits', 'line': 0.5, 'odds': 160}, {'player': 'Shohei Ohtani', 'market': 'batter_hits', 'line': 0.5, 'odds': -220}, {'player': 'Shohei Ohtani', 'market': 'batter_hits', 'line': 0.5, 'odds': 160}, {'player': 'Mookie Betts', 'market': 'batter_hits', 'line': 0.5, 'odds': -200}, {'player': 'Mookie Betts', 'market': 'batter_hits', 'line': 0.5, 'odds': 150}, {'player': 'Andy Pages', 'market': 'batter_hits', 'line': 0.5, 'odds': -195}, {'player': 'Andy Pages', 'market': 'batter_hits', 'line': 0.5, 'odds': 145}, {'player': 'Xander Bogaerts', 'market': 'batter_hits', 'line': 0.5, 'odds': -175}, {'player': 'Xander Bogaerts', 'market': 'batter_hits', 'line': 0.5, 'odds': 130}, {'player': 'Will Smith', 'market': 'batter_hits', 'line': 0.5, 'odds': -170}, {'player': 'Will Smith', 'market': 'batter_hits', 'line': 0.5, 'odds': 125}, {'player': 'Teoscar Hernandez', 'market': 'batter_hits', 'line': 0.5, 'odds': -160}, {'player': 'Teoscar Hernandez', 'market': 'batter_hits', 'line': 0.5, 'odds': 120}, {'player': 'Tommy Edman', 'market': 'batter_hits', 'line': 0.5, 'odds': -160}, {'player': 'Tommy Edman', 'market': 'batter_hits', 'line': 0.5, 'odds': 120}, {'player': 'Gavin Sheets', 'market': 'batter_hits', 'line': 0.5, 'odds': -145}, {'player': 'Gavin Sheets', 'market': 'batter_hits', 'line': 0.5, 'odds': 110}, {'player': 'Jake Cronenworth', 'market': 'batter_hits', 'line': 0.5, 'odds': -145}, {'player': 'Jake Cronenworth', 'market': 'batter_hits', 'line': 0.5, 'odds': 105}, {'player': 'Max Muncy', 'market': 'batter_hits', 'line': 0.5, 'odds': -120}, {'player': 'Max Muncy', 'market': 'batter_hits', 'line': 0.5, 'odds': -110}, {'player': 'Michael Conforto', 'market': 'batter_hits', 'line': 0.5, 'odds': -115}, {'player': 'Michael Conforto', 'market': 'batter_hits', 'line': 0.5, 'odds': -120}, {'player': 'Elias Diaz', 'market': 'batter_hits', 'line': 0.5, 'odds': -110}, {'player': 'Elias Diaz', 'market': 'batter_hits', 'line': 0.5, 'odds': -120}, {'player': 'Tyler Wade', 'market': 'batter_hits', 'line': 0.5, 'odds': 100}, {'player': 'Tyler Wade', 'market': 'batter_hits', 'line': 0.5, 'odds': -140}]",2025-06-17
