event_id,home_team,away_team,commence_time,h2h_st._louis_cardinals_line,h2h_st._louis_cardinals_odds,h2h_texas_rangers_line,h2h_texas_rangers_odds,spreads_st._louis_cardinals_line,spreads_st._louis_cardinals_odds,spreads_texas_rangers_line,spreads_texas_rangers_odds,totals_over_line,totals_over_odds,totals_under_line,totals_under_odds,h2h_colorado_rockies_line,h2h_colorado_rockies_odds,h2h_new_york_mets_line,h2h_new_york_mets_odds,spreads_colorado_rockies_line,spreads_colorado_rockies_odds,spreads_new_york_mets_line,spreads_new_york_mets_odds,h2h_arizona_diamondbacks_line,h2h_arizona_diamondbacks_odds,h2h_washington_nationals_line,h2h_washington_nationals_odds,spreads_arizona_diamondbacks_line,spreads_arizona_diamondbacks_odds,spreads_washington_nationals_line,spreads_washington_nationals_odds,h2h_miami_marlins_line,h2h_miami_marlins_odds,h2h_san_francisco_giants_line,h2h_san_francisco_giants_odds,spreads_miami_marlins_line,spreads_miami_marlins_odds,spreads_san_francisco_giants_line,spreads_san_francisco_giants_odds,h2h_cleveland_guardians_line,h2h_cleveland_guardians_odds,h2h_los_angeles_angels_line,h2h_los_angeles_angels_odds,spreads_cleveland_guardians_line,spreads_cleveland_guardians_odds,spreads_los_angeles_angels_line,spreads_los_angeles_angels_odds,h2h_pittsburgh_pirates_line,h2h_pittsburgh_pirates_odds,h2h_san_diego_padres_line,h2h_san_diego_padres_odds,spreads_pittsburgh_pirates_line,spreads_pittsburgh_pirates_odds,spreads_san_diego_padres_line,spreads_san_diego_padres_odds,h2h_los_angeles_dodgers_line,h2h_los_angeles_dodgers_odds,h2h_new_york_yankees_line,h2h_new_york_yankees_odds,spreads_los_angeles_dodgers_line,spreads_los_angeles_dodgers_odds,spreads_new_york_yankees_line,spreads_new_york_yankees_odds,h2h_houston_astros_line,h2h_houston_astros_odds,h2h_tampa_bay_rays_line,h2h_tampa_bay_rays_odds,spreads_houston_astros_line,spreads_houston_astros_odds,spreads_tampa_bay_rays_line,spreads_tampa_bay_rays_odds,h2h_baltimore_orioles_line,h2h_baltimore_orioles_odds,h2h_chicago_white_sox_line,h2h_chicago_white_sox_odds,spreads_baltimore_orioles_line,spreads_baltimore_orioles_odds,spreads_chicago_white_sox_line,spreads_chicago_white_sox_odds,h2h_atlanta_braves_line,h2h_atlanta_braves_odds,h2h_boston_red_sox_line,h2h_boston_red_sox_odds,spreads_atlanta_braves_line,spreads_atlanta_braves_odds,spreads_boston_red_sox_line,spreads_boston_red_sox_odds,h2h_chicago_cubs_line,h2h_chicago_cubs_odds,h2h_cincinnati_reds_line,h2h_cincinnati_reds_odds,spreads_chicago_cubs_line,spreads_chicago_cubs_odds,spreads_cincinnati_reds_line,spreads_cincinnati_reds_odds,h2h_detroit_tigers_line,h2h_detroit_tigers_odds,h2h_kansas_city_royals_line,h2h_kansas_city_royals_odds,spreads_detroit_tigers_line,spreads_detroit_tigers_odds,spreads_kansas_city_royals_line,spreads_kansas_city_royals_odds,h2h_milwaukee_brewers_line,h2h_milwaukee_brewers_odds,h2h_philadelphia_phillies_line,h2h_philadelphia_phillies_odds,spreads_milwaukee_brewers_line,spreads_milwaukee_brewers_odds,spreads_philadelphia_phillies_line,spreads_philadelphia_phillies_odds,h2h_oakland_athletics_line,h2h_oakland_athletics_odds,h2h_toronto_blue_jays_line,h2h_toronto_blue_jays_odds,spreads_oakland_athletics_line,spreads_oakland_athletics_odds,spreads_toronto_blue_jays_line,spreads_toronto_blue_jays_odds,h2h_minnesota_twins_line,h2h_minnesota_twins_odds,h2h_seattle_mariners_line,h2h_seattle_mariners_odds,spreads_minnesota_twins_line,spreads_minnesota_twins_odds,spreads_seattle_mariners_line,spreads_seattle_mariners_odds,pitcher_props,batter_props,game_date
01f7259eadf2d9928beda2b7e6bc07b7,Texas Rangers,St. Louis Cardinals,2025-05-31 00:06:00+00:00,,-126.0,,114.0,-1.5,125.0,1.5,-145.0,8.5,-110,8.5,-110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-05-31
0ce1aa44bc39aaeb6ba42a64c6253d18,New York Mets,Colorado Rockies,2025-05-30 23:11:00+00:00,,,,,,,,,7.5,-122,7.5,102,,273.0,,-310.0,1.5,127.0,-1.5,-147.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'player': 'David Peterson', 'market': 'pitcher_strikeouts', 'line': 6.5, 'odds': 112}, {'player': 'David Peterson', 'market': 'pitcher_strikeouts', 'line': 6.5, 'odds': -145}, {'player': 'Kyle Freeland', 'market': 'pitcher_strikeouts', 'line': 3.5, 'odds': -135}, {'player': 'Kyle Freeland', 'market': 'pitcher_strikeouts', 'line': 3.5, 'odds': 105}]","[{'player': 'Pete Alonso', 'market': 'batter_hits', 'line': 1.5, 'odds': 200}, {'player': 'Pete Alonso', 'market': 'batter_hits', 'line': 0.5, 'odds': -222}, {'player': 'Pete Alonso', 'market': 'batter_hits', 'line': 2.5, 'odds': 700}, {'player': 'Ryan McMahon', 'market': 'batter_hits', 'line': 2.5, 'odds': 1350}, {'player': 'Ryan McMahon', 'market': 'batter_hits', 'line': 0.5, 'odds': -114}, {'player': 'Ryan McMahon', 'market': 'batter_hits', 'line': 1.5, 'odds': 370}, {'player': 'Brandon Nimmo', 'market': 'batter_hits', 'line': 1.5, 'odds': 240}, {'player': 'Brandon Nimmo', 'market': 'batter_hits', 'line': 2.5, 'odds': 950}, {'player': 'Brandon Nimmo', 'market': 'batter_hits', 'line': 0.5, 'odds': -213}, {'player': 'Francisco Lindor', 'market': 'batter_hits', 'line': 2.5, 'odds': 525}, {'player': 'Francisco Lindor', 'market': 'batter_hits', 'line': 0.5, 'odds': -333}, {'player': 'Francisco Lindor', 'market': 'batter_hits', 'line': 3.5, 'odds': 1750}, {'player': 'Francisco Lindor', 'market': 'batter_hits', 'line': 1.5, 'odds': 178}, {'player': 'Mark Vientos', 'market': 'batter_hits', 'line': 0.5, 'odds': -217}, {'player': 'Mark Vientos', 'market': 'batter_hits', 'line': 1.5, 'odds': 230}, {'player': 'Mark Vientos', 'market': 'batter_hits', 'line': 2.5, 'odds': 900}, {'player': 'Ezequiel Tovar', 'market': 'batter_hits', 'line': 1.5, 'odds': 210}, {'player': 'Ezequiel Tovar', 'market': 'batter_hits', 'line': 2.5, 'odds': 750}, {'player': 'Ezequiel Tovar', 'market': 'batter_hits', 'line': 0.5, 'odds': -213}, {'player': 'Starling Marte', 'market': 'batter_hits', 'line': 2.5, 'odds': 650}, {'player': 'Starling Marte', 'market': 'batter_hits', 'line': 0.5, 'odds': -256}, {'player': 'Starling Marte', 'market': 'batter_hits', 'line': 1.5, 'odds': 183}, {'player': 'Michael Toglia', 'market': 'batter_hits', 'line': 0.5, 'odds': -110}, {'player': 'Michael Toglia', 'market': 'batter_hits', 'line': 1.5, 'odds': 370}, {'player': 'Michael Toglia', 'market': 'batter_hits', 'line': 2.5, 'odds': 1400}, {'player': 'Francisco Alvarez', 'market': 'batter_hits', 'line': 2.5, 'odds': 1150}, {'player': 'Francisco Alvarez', 'market': 'batter_hits', 'line': 1.5, 'odds': 300}, {'player': 'Francisco Alvarez', 'market': 'batter_hits', 'line': 0.5, 'odds': -149}, {'player': 'Brenton Doyle', 'market': 'batter_hits', 'line': 0.5, 'odds': -147}, {'player': 'Brenton Doyle', 'market': 'batter_hits', 'line': 1.5, 'odds': 310}, {'player': 'Brenton Doyle', 'market': 'batter_hits', 'line': 2.5, 'odds': 1150}, {'player': 'Tyrone Taylor', 'market': 'batter_hits', 'line': 2.5, 'odds': 950}, {'player': 'Tyrone Taylor', 'market': 'batter_hits', 'line': 1.5, 'odds': 250}, {'player': 'Tyrone Taylor', 'market': 'batter_hits', 'line': 0.5, 'odds': -200}, {'player': 'Juan Soto', 'market': 'batter_hits', 'line': 1.5, 'odds': 210}, {'player': 'Juan Soto', 'market': 'batter_hits', 'line': 0.5, 'odds': -213}, {'player': 'Juan Soto', 'market': 'batter_hits', 'line': 2.5, 'odds': 725}, {'player': 'Jordan Beck', 'market': 'batter_hits', 'line': 0.5, 'odds': -182}, {'player': 'Jordan Beck', 'market': 'batter_hits', 'line': 2.5, 'odds': 1050}, {'player': 'Jordan Beck', 'market': 'batter_hits', 'line': 1.5, 'odds': 270}, {'player': 'Kyle Farmer', 'market': 'batter_hits', 'line': 1.5, 'odds': 310}, {'player': 'Kyle Farmer', 'market': 'batter_hits', 'line': 2.5, 'odds': 1200}, {'player': 'Kyle Farmer', 'market': 'batter_hits', 'line': 0.5, 'odds': -143}, {'player': 'Hunter Goodman', 'market': 'batter_hits', 'line': 0.5, 'odds': -169}, {'player': 'Hunter Goodman', 'market': 'batter_hits', 'line': 2.5, 'odds': 1050}, {'player': 'Hunter Goodman', 'market': 'batter_hits', 'line': 1.5, 'odds': 280}, {'player': 'Luisangel Acuña', 'market': 'batter_hits', 'line': 1.5, 'odds': 250}, {'player': 'Luisangel Acuña', 'market': 'batter_hits', 'line': 0.5, 'odds': -196}, {'player': 'Luisangel Acuña', 'market': 'batter_hits', 'line': 2.5, 'odds': 1000}, {'player': 'Orlando Arcia', 'market': 'batter_hits', 'line': 1.5, 'odds': 425}, {'player': 'Orlando Arcia', 'market': 'batter_hits', 'line': 2.5, 'odds': 1650}, {'player': 'Orlando Arcia', 'market': 'batter_hits', 'line': 0.5, 'odds': -118}, {'player': 'Tyler Freeman', 'market': 'batter_hits', 'line': 2.5, 'odds': 1050}, {'player': 'Tyler Freeman', 'market': 'batter_hits', 'line': 1.5, 'odds': 280}, {'player': 'Tyler Freeman', 'market': 'batter_hits', 'line': 0.5, 'odds': -169}, {'player': 'Ryan McMahon', 'market': 'batter_home_runs', 'line': 0.5, 'odds': 700}, {'player': 'Ryan McMahon', 'market': 'batter_home_runs', 'line': 1.5, 'odds': 4400}, {'player': 'Pete Alonso', 'market': 'batter_home_runs', 'line': 1.5, 'odds': 1900}, {'player': 'Pete Alonso', 'market': 'batter_home_runs', 'line': 0.5, 'odds': 300}, {'player': 'Brandon Nimmo', 'market': 'batter_home_runs', 'line': 1.5, 'odds': 3900}, {'player': 'Brandon Nimmo', 'market': 'batter_home_runs', 'line': 0.5, 'odds': 600}, {'player': 'Starling Marte', 'market': 'batter_home_runs', 'line': 1.5, 'odds': 4400}, {'player': 'Starling Marte', 'market': 'batter_home_runs', 'line': 0.5, 'odds': 700}, {'player': 'Francisco Lindor', 'market': 'batter_home_runs', 'line': 0.5, 'odds': 350}, {'player': 'Francisco Lindor', 'market': 'batter_home_runs', 'line': 1.5, 'odds': 2150}, {'player': 'Ezequiel Tovar', 'market': 'batter_home_runs', 'line': 0.5, 'odds': 600}, {'player': 'Ezequiel Tovar', 'market': 'batter_home_runs', 'line': 1.5, 'odds': 3900}, {'player': 'Mark Vientos', 'market': 'batter_home_runs', 'line': 1.5, 'odds': 2400}, {'player': 'Mark Vientos', 'market': 'batter_home_runs', 'line': 0.5, 'odds': 400}, {'player': 'Michael Toglia', 'market': 'batter_home_runs', 'line': 1.5, 'odds': 3900}, {'player': 'Michael Toglia', 'market': 'batter_home_runs', 'line': 0.5, 'odds': 600}, {'player': 'Francisco Alvarez', 'market': 'batter_home_runs', 'line': 1.5, 'odds': 3400}, {'player': 'Francisco Alvarez', 'market': 'batter_home_runs', 'line': 0.5, 'odds': 500}, {'player': 'Brenton Doyle', 'market': 'batter_home_runs', 'line': 1.5, 'odds': 4400}, {'player': 'Brenton Doyle', 'market': 'batter_home_runs', 'line': 0.5, 'odds': 700}, {'player': 'Hunter Goodman', 'market': 'batter_home_runs', 'line': 0.5, 'odds': 500}, {'player': 'Hunter Goodman', 'market': 'batter_home_runs', 'line': 1.5, 'odds': 3400}, {'player': 'Kyle Farmer', 'market': 'batter_home_runs', 'line': 0.5, 'odds': 900}, {'player': 'Kyle Farmer', 'market': 'batter_home_runs', 'line': 1.5, 'odds': 4900}, {'player': 'Jordan Beck', 'market': 'batter_home_runs', 'line': 1.5, 'odds': 3900}, {'player': 'Jordan Beck', 'market': 'batter_home_runs', 'line': 0.5, 'odds': 600}, {'player': 'Juan Soto', 'market': 'batter_home_runs', 'line': 1.5, 'odds': 2150}, {'player': 'Juan Soto', 'market': 'batter_home_runs', 'line': 0.5, 'odds': 350}, {'player': 'Tyrone Taylor', 'market': 'batter_home_runs', 'line': 1.5, 'odds': 3900}, {'player': 'Tyrone Taylor', 'market': 'batter_home_runs', 'line': 0.5, 'odds': 600}, {'player': 'Luisangel Acuña', 'market': 'batter_home_runs', 'line': 1.5, 'odds': 4900}, {'player': 'Luisangel Acuña', 'market': 'batter_home_runs', 'line': 0.5, 'odds': 900}, {'player': 'Orlando Arcia', 'market': 'batter_home_runs', 'line': 0.5, 'odds': 900}, {'player': 'Orlando Arcia', 'market': 'batter_home_runs', 'line': 1.5, 'odds': 4900}, {'player': 'Tyler Freeman', 'market': 'batter_home_runs', 'line': 0.5, 'odds': 900}, {'player': 'Tyler Freeman', 'market': 'batter_home_runs', 'line': 1.5, 'odds': 4900}]",2025-05-30
16819d9e3fcf542e5c6b02fa3346f567,Arizona Diamondbacks,Washington Nationals,2025-05-31 01:41:00+00:00,,,,,,,,,9.0,-115,9.0,-105,,,,,,,,,,-215.0,,193.0,-1.5,-110.0,1.5,-110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'player': 'Merrill Kelly', 'market': 'pitcher_strikeouts', 'line': 4.5, 'odds': -123}, {'player': 'Merrill Kelly', 'market': 'pitcher_strikeouts', 'line': 4.5, 'odds': -104}, {'player': 'Jake Irvin', 'market': 'pitcher_strikeouts', 'line': 3.5, 'odds': 106}, {'player': 'Jake Irvin', 'market': 'pitcher_strikeouts', 'line': 3.5, 'odds': -137}]","[{'player': 'Ketel Marte', 'market': 'batter_hits', 'line': 0.5, 'odds': -250}, {'player': 'Ketel Marte', 'market': 'batter_hits', 'line': 1.5, 'odds': 186}, {'player': 'Ketel Marte', 'market': 'batter_hits', 'line': 2.5, 'odds': 675}, {'player': 'Luis Garcia Jr.', 'market': 'batter_hits', 'line': 2.5, 'odds': 700}, {'player': 'Luis Garcia Jr.', 'market': 'batter_hits', 'line': 0.5, 'odds': -227}, {'player': 'Luis Garcia Jr.', 'market': 'batter_hits', 'line': 1.5, 'odds': 198}, {'player': 'Josh Bell', 'market': 'batter_hits', 'line': 1.5, 'odds': 270}, {'player': 'Josh Bell', 'market': 'batter_hits', 'line': 0.5, 'odds': -172}, {'player': 'Josh Bell', 'market': 'batter_hits', 'line': 2.5, 'odds': 1050}, {'player': 'Pavin Smith', 'market': 'batter_hits', 'line': 2.5, 'odds': 550}, {'player': 'Pavin Smith', 'market': 'batter_hits', 'line': 0.5, 'odds': -189}, {'player': 'Pavin Smith', 'market': 'batter_hits', 'line': 1.5, 'odds': 183}, {'player': 'Keibert Ruiz', 'market': 'batter_hits', 'line': 1.5, 'odds': 250}, {'player': 'Keibert Ruiz', 'market': 'batter_hits', 'line': 2.5, 'odds': 950}, {'player': 'Keibert Ruiz', 'market': 'batter_hits', 'line': 0.5, 'odds': -200}, {'player': 'CJ Abrams', 'market': 'batter_hits', 'line': 2.5, 'odds': 550}, {'player': 'CJ Abrams', 'market': 'batter_hits', 'line': 0.5, 'odds': -238}, {'player': 'CJ Abrams', 'market': 'batter_hits', 'line': 1.5, 'odds': 171}, {'player': 'Alek Thomas', 'market': 'batter_hits', 'line': 0.5, 'odds': -189}, {'player': 'Alek Thomas', 'market': 'batter_hits', 'line': 1.5, 'odds': 260}, {'player': 'Alek Thomas', 'market': 'batter_hits', 'line': 2.5, 'odds': 1000}, {'player': 'Geraldo Perdomo', 'market': 'batter_hits', 'line': 2.5, 'odds': 1050}, {'player': 'Geraldo Perdomo', 'market': 'batter_hits', 'line': 0.5, 'odds': -167}, {'player': 'Geraldo Perdomo', 'market': 'batter_hits', 'line': 1.5, 'odds': 280}, {'player': 'Corbin Carroll', 'market': 'batter_hits', 'line': 2.5, 'odds': 500}, {'player': 'Corbin Carroll', 'market': 'batter_hits', 'line': 3.5, 'odds': 1700}, {'player': 'Corbin Carroll', 'market': 'batter_hits', 'line': 0.5, 'odds': -385}, {'player': 'Corbin Carroll', 'market': 'batter_hits', 'line': 1.5, 'odds': 152}, {'player': 'Gabriel Moreno', 'market': 'batter_hits', 'line': 1.5, 'odds': 189}, {'player': 'Gabriel Moreno', 'market': 'batter_hits', 'line': 2.5, 'odds': 675}, {'player': 'Gabriel Moreno', 'market': 'batter_hits', 'line': 0.5, 'odds': -244}, {'player': 'James Wood', 'market': 'batter_hits', 'line': 1.5, 'odds': 270}, {'player': 'James Wood', 'market': 'batter_hits', 'line': 2.5, 'odds': 1000}, {'player': 'James Wood', 'market': 'batter_hits', 'line': 0.5, 'odds': -179}, {'player': 'Eugenio Suarez', 'market': 'batter_hits', 'line': 0.5, 'odds': -233}, {'player': 'Eugenio Suarez', 'market': 'batter_hits', 'line': 1.5, 'odds': 195}, {'player': 'Eugenio Suarez', 'market': 'batter_hits', 'line': 2.5, 'odds': 700}, {'player': 'Lourdes Gurriel Jr.', 'market': 'batter_hits', 'line': 3.5, 'odds': 1750}, {'player': 'Lourdes Gurriel Jr.', 'market': 'batter_hits', 'line': 0.5, 'odds': -345}, {'player': 'Lourdes Gurriel Jr.', 'market': 'batter_hits', 'line': 2.5, 'odds': 525}, {'player': 'Lourdes Gurriel Jr.', 'market': 'batter_hits', 'line': 1.5, 'odds': 174}, {'player': 'Jose Tena', 'market': 'batter_hits', 'line': 1.5, 'odds': 230}, {'player': 'Jose Tena', 'market': 'batter_hits', 'line': 2.5, 'odds': 800}, {'player': 'Jose Tena', 'market': 'batter_hits', 'line': 0.5, 'odds': -189}, {'player': 'Robert Hassell III', 'market': 'batter_hits', 'line': 1.5, 'odds': 189}, {'player': 'Robert Hassell III', 'market': 'batter_hits', 'line': 0.5, 'odds': -161}, {'player': 'Robert Hassell III', 'market': 'batter_hits', 'line': 2.5, 'odds': 525}, {'player': 'Daylen Lile', 'market': 'batter_hits', 'line': 2.5, 'odds': 1200}, {'player': 'Daylen Lile', 'market': 'batter_hits', 'line': 0.5, 'odds': -145}, {'player': 'Daylen Lile', 'market': 'batter_hits', 'line': 1.5, 'odds': 310}, {'player': 'Josh Naylor', 'market': 'batter_hits', 'line': 1.5, 'odds': 177}, {'player': 'Josh Naylor', 'market': 'batter_hits', 'line': 2.5, 'odds': 650}, {'player': 'Josh Naylor', 'market': 'batter_hits', 'line': 0.5, 'odds': -270}, {'player': 'Nathaniel Lowe', 'market': 'batter_hits', 'line': 0.5, 'odds': -200}, {'player': 'Nathaniel Lowe', 'market': 'batter_hits', 'line': 2.5, 'odds': 950}, {'player': 'Nathaniel Lowe', 'market': 'batter_hits', 'line': 1.5, 'odds': 250}, {'player': 'Ketel Marte', 'market': 'batter_hits', 'line': 0.5, 'odds': -250}, {'player': 'Ketel Marte', 'market': 'batter_hits', 'line': 0.5, 'odds': 185}, {'player': 'Pavin Smith', 'market': 'batter_hits', 'line': 0.5, 'odds': -189}, {'player': 'Pavin Smith', 'market': 'batter_hits', 'line': 0.5, 'odds': 143}, {'player': 'Josh Bell', 'market': 'batter_hits', 'line': 0.5, 'odds': -172}, {'player': 'Josh Bell', 'market': 'batter_hits', 'line': 0.5, 'odds': 131}, {'player': 'Luis Garcia Jr.', 'market': 'batter_hits', 'line': 0.5, 'odds': -227}, {'player': 'Luis Garcia Jr.', 'market': 'batter_hits', 'line': 0.5, 'odds': 172}, {'player': 'Corbin Carroll', 'market': 'batter_hits', 'line': 1.5, 'odds': 152}, {'player': 'Corbin Carroll', 'market': 'batter_hits', 'line': 1.5, 'odds': -200}, {'player': 'Alek Thomas', 'market': 'batter_hits', 'line': 0.5, 'odds': -189}, {'player': 'Alek Thomas', 'market': 'batter_hits', 'line': 0.5, 'odds': 144}, {'player': 'Geraldo Perdomo', 'market': 'batter_hits', 'line': 0.5, 'odds': -167}, {'player': 'Geraldo Perdomo', 'market': 'batter_hits', 'line': 0.5, 'odds': 128}, {'player': 'Keibert Ruiz', 'market': 'batter_hits', 'line': 0.5, 'odds': -200}, {'player': 'Keibert Ruiz', 'market': 'batter_hits', 'line': 0.5, 'odds': 152}, {'player': 'CJ Abrams', 'market': 'batter_hits', 'line': 0.5, 'odds': -238}, {'player': 'CJ Abrams', 'market': 'batter_hits', 'line': 0.5, 'odds': 177}, {'player': 'Eugenio Suarez', 'market': 'batter_hits', 'line': 0.5, 'odds': -233}, {'player': 'Eugenio Suarez', 'market': 'batter_hits', 'line': 0.5, 'odds': 176}, {'player': 'Gabriel Moreno', 'market': 'batter_hits', 'line': 0.5, 'odds': -244}, {'player': 'Gabriel Moreno', 'market': 'batter_hits', 'line': 0.5, 'odds': 182}, {'player': 'Lourdes Gurriel Jr.', 'market': 'batter_hits', 'line': 1.5, 'odds': 174}, {'player': 'Lourdes Gurriel Jr.', 'market': 'batter_hits', 'line': 1.5, 'odds': -233}, {'player': 'James Wood', 'market': 'batter_hits', 'line': 0.5, 'odds': -179}, {'player': 'James Wood', 'market': 'batter_hits', 'line': 0.5, 'odds': 137}, {'player': 'Jose Tena', 'market': 'batter_hits', 'line': 0.5, 'odds': -189}, {'player': 'Jose Tena', 'market': 'batter_hits', 'line': 0.5, 'odds': 143}, {'player': 'Josh Naylor', 'market': 'batter_hits', 'line': 0.5, 'odds': -270}, {'player': 'Josh Naylor', 'market': 'batter_hits', 'line': 0.5, 'odds': 198}, {'player': 'Daylen Lile', 'market': 'batter_hits', 'line': 0.5, 'odds': -145}, {'player': 'Daylen Lile', 'market': 'batter_hits', 'line': 0.5, 'odds': 112}, {'player': 'Nathaniel Lowe', 'market': 'batter_hits', 'line': 0.5, 'odds': -200}, {'player': 'Nathaniel Lowe', 'market': 'batter_hits', 'line': 0.5, 'odds': 153}, {'player': 'Robert Hassell III', 'market': 'batter_hits', 'line': 0.5, 'odds': -161}, {'player': 'Robert Hassell III', 'market': 'batter_hits', 'line': 0.5, 'odds': 124}, {'player': 'Ketel Marte', 'market': 'batter_home_runs', 'line': 1.5, 'odds': 2150}, {'player': 'Ketel Marte', 'market': 'batter_home_runs', 'line': 0.5, 'odds': 350}, {'player': 'Josh Bell', 'market': 'batter_home_runs', 'line': 1.5, 'odds': 3900}, {'player': 'Josh Bell', 'market': 'batter_home_runs', 'line': 0.5, 'odds': 600}, {'player': 'Pavin Smith', 'market': 'batter_home_runs', 'line': 1.5, 'odds': 3400}, {'player': 'Pavin Smith', 'market': 'batter_home_runs', 'line': 0.5, 'odds': 500}, {'player': 'Luis Garcia Jr.', 'market': 'batter_home_runs', 'line': 1.5, 'odds': 4400}, {'player': 'Luis Garcia Jr.', 'market': 'batter_home_runs', 'line': 0.5, 'odds': 700}, {'player': 'Keibert Ruiz', 'market': 'batter_home_runs', 'line': 1.5, 'odds': 4900}, {'player': 'Keibert Ruiz', 'market': 'batter_home_runs', 'line': 0.5, 'odds': 900}, {'player': 'CJ Abrams', 'market': 'batter_home_runs', 'line': 0.5, 'odds': 500}, {'player': 'CJ Abrams', 'market': 'batter_home_runs', 'line': 1.5, 'odds': 3400}, {'player': 'Geraldo Perdomo', 'market': 'batter_home_runs', 'line': 1.5, 'odds': 4900}, {'player': 'Geraldo Perdomo', 'market': 'batter_home_runs', 'line': 0.5, 'odds': 900}, {'player': 'Alek Thomas', 'market': 'batter_home_runs', 'line': 1.5, 'odds': 4900}, {'player': 'Alek Thomas', 'market': 'batter_home_runs', 'line': 0.5, 'odds': 900}, {'player': 'Corbin Carroll', 'market': 'batter_home_runs', 'line': 1.5, 'odds': 1900}, {'player': 'Corbin Carroll', 'market': 'batter_home_runs', 'line': 0.5, 'odds': 300}, {'player': 'Jose Tena', 'market': 'batter_home_runs', 'line': 1.5, 'odds': 4900}, {'player': 'Jose Tena', 'market': 'batter_home_runs', 'line': 0.5, 'odds': 900}, {'player': 'Lourdes Gurriel Jr.', 'market': 'batter_home_runs', 'line': 0.5, 'odds': 500}, {'player': 'Lourdes Gurriel Jr.', 'market': 'batter_home_runs', 'line': 1.5, 'odds': 3400}, {'player': 'Eugenio Suarez', 'market': 'batter_home_runs', 'line': 0.5, 'odds': 350}, {'player': 'Eugenio Suarez', 'market': 'batter_home_runs', 'line': 1.5, 'odds': 2150}, {'player': 'James Wood', 'market': 'batter_home_runs', 'line': 0.5, 'odds': 500}, {'player': 'James Wood', 'market': 'batter_home_runs', 'line': 1.5, 'odds': 3400}, {'player': 'Gabriel Moreno', 'market': 'batter_home_runs', 'line': 0.5, 'odds': 700}, {'player': 'Gabriel Moreno', 'market': 'batter_home_runs', 'line': 1.5, 'odds': 4400}, {'player': 'Robert Hassell III', 'market': 'batter_home_runs', 'line': 0.5, 'odds': 900}, {'player': 'Robert Hassell III', 'market': 'batter_home_runs', 'line': 1.5, 'odds': 4900}, {'player': 'Daylen Lile', 'market': 'batter_home_runs', 'line': 0.5, 'odds': 900}, {'player': 'Daylen Lile', 'market': 'batter_home_runs', 'line': 1.5, 'odds': 4900}, {'player': 'Nathaniel Lowe', 'market': 'batter_home_runs', 'line': 0.5, 'odds': 600}, {'player': 'Nathaniel Lowe', 'market': 'batter_home_runs', 'line': 1.5, 'odds': 3900}, {'player': 'Josh Naylor', 'market': 'batter_home_runs', 'line': 1.5, 'odds': 3400}, {'player': 'Josh Naylor', 'market': 'batter_home_runs', 'line': 0.5, 'odds': 500}]",2025-05-31
