event_id,home_team,away_team,commence_time,h2h_arizona_diamondbacks_line,h2h_arizona_diamondbacks_odds,h2h_san_francisco_giants_line,h2h_san_francisco_giants_odds,spreads_arizona_diamondbacks_line,spreads_arizona_diamondbacks_odds,spreads_san_francisco_giants_line,spreads_san_francisco_giants_odds,totals_over_line,totals_over_odds,totals_under_line,totals_under_odds,h2h_detroit_tigers_line,h2h_detroit_tigers_odds,h2h_washington_nationals_line,h2h_washington_nationals_odds,spreads_detroit_tigers_line,spreads_detroit_tigers_odds,spreads_washington_nationals_line,spreads_washington_nationals_odds,h2h_atlanta_braves_line,h2h_atlanta_braves_odds,h2h_los_angeles_angels_line,h2h_los_angeles_angels_odds,spreads_atlanta_braves_line,spreads_atlanta_braves_odds,spreads_los_angeles_angels_line,spreads_los_angeles_angels_odds,h2h_philadelphia_phillies_line,h2h_philadelphia_phillies_odds,h2h_san_diego_padres_line,h2h_san_diego_padres_odds,spreads_philadelphia_phillies_line,spreads_philadelphia_phillies_odds,spreads_san_diego_padres_line,spreads_san_diego_padres_odds,h2h_chicago_white_sox_line,h2h_chicago_white_sox_odds,h2h_los_angeles_dodgers_line,h2h_los_angeles_dodgers_odds,spreads_chicago_white_sox_line,spreads_chicago_white_sox_odds,spreads_los_angeles_dodgers_line,spreads_los_angeles_dodgers_odds,h2h_chicago_cubs_line,h2h_chicago_cubs_odds,h2h_cleveland_guardians_line,h2h_cleveland_guardians_odds,spreads_chicago_cubs_line,spreads_chicago_cubs_odds,spreads_cleveland_guardians_line,spreads_cleveland_guardians_odds,h2h_kansas_city_royals_line,h2h_kansas_city_royals_odds,h2h_seattle_mariners_line,h2h_seattle_mariners_odds,spreads_kansas_city_royals_line,spreads_kansas_city_royals_odds,spreads_seattle_mariners_line,spreads_seattle_mariners_odds,h2h_milwaukee_brewers_line,h2h_milwaukee_brewers_odds,h2h_new_york_mets_line,h2h_new_york_mets_odds,spreads_milwaukee_brewers_line,spreads_milwaukee_brewers_odds,spreads_new_york_mets_line,spreads_new_york_mets_odds,h2h_new_york_yankees_line,h2h_new_york_yankees_odds,h2h_toronto_blue_jays_line,h2h_toronto_blue_jays_odds,spreads_new_york_yankees_line,spreads_new_york_yankees_odds,spreads_toronto_blue_jays_line,spreads_toronto_blue_jays_odds,h2h_pittsburgh_pirates_line,h2h_pittsburgh_pirates_odds,h2h_st._louis_cardinals_line,h2h_st._louis_cardinals_odds,spreads_pittsburgh_pirates_line,spreads_pittsburgh_pirates_odds,spreads_st._louis_cardinals_line,spreads_st._louis_cardinals_odds,h2h_boston_red_sox_line,h2h_boston_red_sox_odds,h2h_cincinnati_reds_line,h2h_cincinnati_reds_odds,spreads_boston_red_sox_line,spreads_boston_red_sox_odds,spreads_cincinnati_reds_line,spreads_cincinnati_reds_odds,h2h_baltimore_orioles_line,h2h_baltimore_orioles_odds,h2h_texas_rangers_line,h2h_texas_rangers_odds,spreads_baltimore_orioles_line,spreads_baltimore_orioles_odds,spreads_texas_rangers_line,spreads_texas_rangers_odds,h2h_oakland_athletics_line,h2h_oakland_athletics_odds,h2h_tampa_bay_rays_line,h2h_tampa_bay_rays_odds,spreads_oakland_athletics_line,spreads_oakland_athletics_odds,spreads_tampa_bay_rays_line,spreads_tampa_bay_rays_odds,h2h_colorado_rockies_line,h2h_colorado_rockies_odds,h2h_houston_astros_line,h2h_houston_astros_odds,spreads_colorado_rockies_line,spreads_colorado_rockies_odds,spreads_houston_astros_line,spreads_houston_astros_odds,h2h_miami_marlins_line,h2h_miami_marlins_odds,h2h_minnesota_twins_line,h2h_minnesota_twins_odds,spreads_miami_marlins_line,spreads_miami_marlins_odds,spreads_minnesota_twins_line,spreads_minnesota_twins_odds,pitcher_props,batter_props,game_date
17189d6293e5b4eb93ed1431a6f312d6,Arizona Diamondbacks,San Francisco Giants,2025-07-03 01:40:00+00:00,,-136.0,,111.0,-1.5,152.0,1.5,-187.0,8.5,-114,8.5,-107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'player': 'Merrill Kelly', 'market': 'pitcher_strikeouts', 'line': 5.5, 'odds': -134}, {'player': 'Merrill Kelly', 'market': 'pitcher_strikeouts', 'line': 5.5, 'odds': 106}, {'player': 'Landen Roupp', 'market': 'pitcher_strikeouts', 'line': 4.5, 'odds': 120}, {'player': 'Landen Roupp', 'market': 'pitcher_strikeouts', 'line': 4.5, 'odds': -160}]","[{'player': 'Ketel Marte', 'market': 'batter_hits', 'line': 0.5, 'odds': -260}, {'player': 'Heliot Ramos', 'market': 'batter_hits', 'line': 0.5, 'odds': -260}, {'player': 'Lourdes Gurriel Jr.', 'market': 'batter_hits', 'line': 0.5, 'odds': -250}, {'player': 'Rafael Devers', 'market': 'batter_hits', 'line': 0.5, 'odds': -240}, {'player': 'Josh Naylor', 'market': 'batter_hits', 'line': 0.5, 'odds': -230}, {'player': 'Jung Hoo Lee', 'market': 'batter_hits', 'line': 0.5, 'odds': -220}, {'player': 'Geraldo Perdomo', 'market': 'batter_hits', 'line': 0.5, 'odds': -220}, {'player': 'Dominic Smith', 'market': 'batter_hits', 'line': 0.5, 'odds': -220}, {'player': 'Wilmer Flores', 'market': 'batter_hits', 'line': 0.5, 'odds': -210}, {'player': 'Eugenio Suarez', 'market': 'batter_hits', 'line': 0.5, 'odds': -200}, {'player': 'Willy Adames', 'market': 'batter_hits', 'line': 0.5, 'odds': -190}, {'player': 'Jake McCarthy', 'market': 'batter_hits', 'line': 0.5, 'odds': -185}, {'player': 'Andrew Knizner', 'market': 'batter_hits', 'line': 0.5, 'odds': -185}, {'player': 'Pavin Smith', 'market': 'batter_hits', 'line': 0.5, 'odds': -175}, {'player': 'Mike Yastrzemski', 'market': 'batter_hits', 'line': 0.5, 'odds': -170}, {'player': 'Alek Thomas', 'market': 'batter_hits', 'line': 0.5, 'odds': -160}, {'player': 'Tyler Fitzgerald', 'market': 'batter_hits', 'line': 0.5, 'odds': -155}, {'player': 'Jose Herrera', 'market': 'batter_hits', 'line': 0.5, 'odds': -115}, {'player': 'Heliot Ramos', 'market': 'batter_hits', 'line': 1.5, 'odds': 195}, {'player': 'Ketel Marte', 'market': 'batter_hits', 'line': 1.5, 'odds': 200}, {'player': 'Lourdes Gurriel Jr.', 'market': 'batter_hits', 'line': 1.5, 'odds': 220}, {'player': 'Rafael Devers', 'market': 'batter_hits', 'line': 1.5, 'odds': 220}, {'player': 'Josh Naylor', 'market': 'batter_hits', 'line': 1.5, 'odds': 230}, {'player': 'Geraldo Perdomo', 'market': 'batter_hits', 'line': 1.5, 'odds': 240}, {'player': 'Dominic Smith', 'market': 'batter_hits', 'line': 1.5, 'odds': 250}, {'player': 'Jung Hoo Lee', 'market': 'batter_hits', 'line': 1.5, 'odds': 260}, {'player': 'Wilmer Flores', 'market': 'batter_hits', 'line': 1.5, 'odds': 270}, {'player': 'Eugenio Suarez', 'market': 'batter_hits', 'line': 1.5, 'odds': 290}, {'player': 'Willy Adames', 'market': 'batter_hits', 'line': 1.5, 'odds': 300}, {'player': 'Jake McCarthy', 'market': 'batter_hits', 'line': 1.5, 'odds': 300}, {'player': 'Andrew Knizner', 'market': 'batter_hits', 'line': 1.5, 'odds': 300}, {'player': 'Mike Yastrzemski', 'market': 'batter_hits', 'line': 1.5, 'odds': 340}, {'player': 'Alek Thomas', 'market': 'batter_hits', 'line': 1.5, 'odds': 360}, {'player': 'Pavin Smith', 'market': 'batter_hits', 'line': 1.5, 'odds': 360}, {'player': 'Tyler Fitzgerald', 'market': 'batter_hits', 'line': 1.5, 'odds': 380}, {'player': 'Jose Herrera', 'market': 'batter_hits', 'line': 1.5, 'odds': 600}, {'player': 'Heliot Ramos', 'market': 'batter_hits', 'line': 2.5, 'odds': 1000}, {'player': 'Ketel Marte', 'market': 'batter_hits', 'line': 2.5, 'odds': 1000}, {'player': 'Rafael Devers', 'market': 'batter_hits', 'line': 2.5, 'odds': 1100}, {'player': 'Lourdes Gurriel Jr.', 'market': 'batter_hits', 'line': 2.5, 'odds': 1200}, {'player': 'Josh Naylor', 'market': 'batter_hits', 'line': 2.5, 'odds': 1300}, {'player': 'Geraldo Perdomo', 'market': 'batter_hits', 'line': 2.5, 'odds': 1300}, {'player': 'Wilmer Flores', 'market': 'batter_hits', 'line': 2.5, 'odds': 1300}, {'player': 'Jung Hoo Lee', 'market': 'batter_hits', 'line': 2.5, 'odds': 1400}, {'player': 'Dominic Smith', 'market': 'batter_hits', 'line': 2.5, 'odds': 1400}, {'player': 'Willy Adames', 'market': 'batter_hits', 'line': 2.5, 'odds': 1600}, {'player': 'Eugenio Suarez', 'market': 'batter_hits', 'line': 2.5, 'odds': 1700}, {'player': 'Andrew Knizner', 'market': 'batter_hits', 'line': 2.5, 'odds': 1700}, {'player': 'Jake McCarthy', 'market': 'batter_hits', 'line': 2.5, 'odds': 1800}, {'player': 'Mike Yastrzemski', 'market': 'batter_hits', 'line': 2.5, 'odds': 1800}, {'player': 'Pavin Smith', 'market': 'batter_hits', 'line': 2.5, 'odds': 2000}, {'player': 'Alek Thomas', 'market': 'batter_hits', 'line': 2.5, 'odds': 2200}, {'player': 'Tyler Fitzgerald', 'market': 'batter_hits', 'line': 2.5, 'odds': 2500}, {'player': 'Jose Herrera', 'market': 'batter_hits', 'line': 2.5, 'odds': 4200}, {'player': 'Rafael Devers', 'market': 'batter_home_runs', 'line': 0.5, 'odds': 370}, {'player': 'Eugenio Suarez', 'market': 'batter_home_runs', 'line': 0.5, 'odds': 440}, {'player': 'Ketel Marte', 'market': 'batter_home_runs', 'line': 0.5, 'odds': 500}, {'player': 'Willy Adames', 'market': 'batter_home_runs', 'line': 0.5, 'odds': 540}, {'player': 'Heliot Ramos', 'market': 'batter_home_runs', 'line': 0.5, 'odds': 560}, {'player': 'Mike Yastrzemski', 'market': 'batter_home_runs', 'line': 0.5, 'odds': 600}, {'player': 'Josh Naylor', 'market': 'batter_home_runs', 'line': 0.5, 'odds': 750}, {'player': 'Dominic Smith', 'market': 'batter_home_runs', 'line': 0.5, 'odds': 750}, {'player': 'Wilmer Flores', 'market': 'batter_home_runs', 'line': 0.5, 'odds': 800}, {'player': 'Lourdes Gurriel Jr.', 'market': 'batter_home_runs', 'line': 0.5, 'odds': 800}, {'player': 'Pavin Smith', 'market': 'batter_home_runs', 'line': 0.5, 'odds': 830}, {'player': 'Tyler Fitzgerald', 'market': 'batter_home_runs', 'line': 0.5, 'odds': 870}, {'player': 'Alek Thomas', 'market': 'batter_home_runs', 'line': 0.5, 'odds': 900}, {'player': 'Andrew Knizner', 'market': 'batter_home_runs', 'line': 0.5, 'odds': 900}, {'player': 'Geraldo Perdomo', 'market': 'batter_home_runs', 'line': 0.5, 'odds': 1060}, {'player': 'Jung Hoo Lee', 'market': 'batter_home_runs', 'line': 0.5, 'odds': 1100}, {'player': 'Jose Herrera', 'market': 'batter_home_runs', 'line': 0.5, 'odds': 1400}, {'player': 'Jake McCarthy', 'market': 'batter_home_runs', 'line': 0.5, 'odds': 1500}]",2025-07-03
3bc5e2d111f1306154c5a34483aa6a46,Washington Nationals,Detroit Tigers,2025-07-02 17:05:00+00:00,,,,,,,,,9.0,-115,9.0,-105,,-157.0,,128.0,-1.5,-101.0,1.5,-121.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'player': 'Trevor Williams', 'market': 'pitcher_strikeouts', 'line': 3.5, 'odds': -152}, {'player': 'Trevor Williams', 'market': 'pitcher_strikeouts', 'line': 3.5, 'odds': 120}]","[{'player': 'Riley Greene', 'market': 'batter_hits', 'line': 2.5, 'odds': 600}, {'player': 'Gleyber Torres', 'market': 'batter_hits', 'line': 2.5, 'odds': 650}, {'player': 'Colt Keith', 'market': 'batter_hits', 'line': 2.5, 'odds': 650}, {'player': 'Wenceel Perez', 'market': 'batter_hits', 'line': 2.5, 'odds': 800}, {'player': 'CJ Abrams', 'market': 'batter_hits', 'line': 2.5, 'odds': 800}, {'player': 'Luis Garcia Jr.', 'market': 'batter_hits', 'line': 2.5, 'odds': 950}, {'player': 'Matt Vierling', 'market': 'batter_hits', 'line': 2.5, 'odds': 950}, {'player': 'Nathaniel Lowe', 'market': 'batter_hits', 'line': 2.5, 'odds': 1100}, {'player': 'James Wood', 'market': 'batter_hits', 'line': 2.5, 'odds': 1200}, {'player': 'Zach McKinstry', 'market': 'batter_hits', 'line': 2.5, 'odds': 1500}, {'player': 'Dillon Dingler', 'market': 'batter_hits', 'line': 2.5, 'odds': 1500}, {'player': 'Spencer Torkelson', 'market': 'batter_hits', 'line': 2.5, 'odds': 1600}, {'player': 'Daylen Lile', 'market': 'batter_hits', 'line': 2.5, 'odds': 1800}, {'player': 'Josh Bell', 'market': 'batter_hits', 'line': 2.5, 'odds': 1800}, {'player': 'Parker Meadows', 'market': 'batter_hits', 'line': 2.5, 'odds': 1800}, {'player': 'Brady House', 'market': 'batter_hits', 'line': 2.5, 'odds': 2100}, {'player': 'Jacob Young', 'market': 'batter_hits', 'line': 2.5, 'odds': 2600}, {'player': 'Riley Adams', 'market': 'batter_hits', 'line': 2.5, 'odds': 3400}, {'player': 'Riley Greene', 'market': 'batter_hits', 'line': 0.5, 'odds': -390}, {'player': 'Colt Keith', 'market': 'batter_hits', 'line': 0.5, 'odds': -360}, {'player': 'Gleyber Torres', 'market': 'batter_hits', 'line': 0.5, 'odds': -330}, {'player': 'Wenceel Perez', 'market': 'batter_hits', 'line': 0.5, 'odds': -310}, {'player': 'CJ Abrams', 'market': 'batter_hits', 'line': 0.5, 'odds': -310}, {'player': 'Luis Garcia Jr.', 'market': 'batter_hits', 'line': 0.5, 'odds': -280}, {'player': 'Matt Vierling', 'market': 'batter_hits', 'line': 0.5, 'odds': -280}, {'player': 'Nathaniel Lowe', 'market': 'batter_hits', 'line': 0.5, 'odds': -260}, {'player': 'James Wood', 'market': 'batter_hits', 'line': 0.5, 'odds': -240}, {'player': 'Zach McKinstry', 'market': 'batter_hits', 'line': 0.5, 'odds': -220}, {'player': 'Dillon Dingler', 'market': 'batter_hits', 'line': 0.5, 'odds': -210}, {'player': 'Spencer Torkelson', 'market': 'batter_hits', 'line': 0.5, 'odds': -190}, {'player': 'Daylen Lile', 'market': 'batter_hits', 'line': 0.5, 'odds': -185}, {'player': 'Josh Bell', 'market': 'batter_hits', 'line': 0.5, 'odds': -185}, {'player': 'Parker Meadows', 'market': 'batter_hits', 'line': 0.5, 'odds': -185}, {'player': 'Brady House', 'market': 'batter_hits', 'line': 0.5, 'odds': -170}, {'player': 'Jacob Young', 'market': 'batter_hits', 'line': 0.5, 'odds': -150}, {'player': 'Riley Adams', 'market': 'batter_hits', 'line': 0.5, 'odds': -130}, {'player': 'Riley Greene', 'market': 'batter_hits', 'line': 1.5, 'odds': 140}, {'player': 'Colt Keith', 'market': 'batter_hits', 'line': 1.5, 'odds': 145}, {'player': 'Gleyber Torres', 'market': 'batter_hits', 'line': 1.5, 'odds': 155}, {'player': 'Wenceel Perez', 'market': 'batter_hits', 'line': 1.5, 'odds': 170}, {'player': 'CJ Abrams', 'market': 'batter_hits', 'line': 1.5, 'odds': 175}, {'player': 'Luis Garcia Jr.', 'market': 'batter_hits', 'line': 1.5, 'odds': 190}, {'player': 'Matt Vierling', 'market': 'batter_hits', 'line': 1.5, 'odds': 200}, {'player': 'Nathaniel Lowe', 'market': 'batter_hits', 'line': 1.5, 'odds': 220}, {'player': 'James Wood', 'market': 'batter_hits', 'line': 1.5, 'odds': 230}, {'player': 'Zach McKinstry', 'market': 'batter_hits', 'line': 1.5, 'odds': 260}, {'player': 'Dillon Dingler', 'market': 'batter_hits', 'line': 1.5, 'odds': 260}, {'player': 'Spencer Torkelson', 'market': 'batter_hits', 'line': 1.5, 'odds': 300}, {'player': 'Daylen Lile', 'market': 'batter_hits', 'line': 1.5, 'odds': 310}, {'player': 'Parker Meadows', 'market': 'batter_hits', 'line': 1.5, 'odds': 310}, {'player': 'Josh Bell', 'market': 'batter_hits', 'line': 1.5, 'odds': 320}, {'player': 'Brady House', 'market': 'batter_hits', 'line': 1.5, 'odds': 340}, {'player': 'Jacob Young', 'market': 'batter_hits', 'line': 1.5, 'odds': 430}, {'player': 'Riley Adams', 'market': 'batter_hits', 'line': 1.5, 'odds': 500}, {'player': 'Riley Greene', 'market': 'batter_home_runs', 'line': 0.5, 'odds': 390}, {'player': 'James Wood', 'market': 'batter_home_runs', 'line': 0.5, 'odds': 400}, {'player': 'Spencer Torkelson', 'market': 'batter_home_runs', 'line': 0.5, 'odds': 430}, {'player': 'CJ Abrams', 'market': 'batter_home_runs', 'line': 0.5, 'odds': 470}, {'player': 'Wenceel Perez', 'market': 'batter_home_runs', 'line': 0.5, 'odds': 520}, {'player': 'Josh Bell', 'market': 'batter_home_runs', 'line': 0.5, 'odds': 520}, {'player': 'Colt Keith', 'market': 'batter_home_runs', 'line': 0.5, 'odds': 540}, {'player': 'Luis Garcia Jr.', 'market': 'batter_home_runs', 'line': 0.5, 'odds': 560}, {'player': 'Gleyber Torres', 'market': 'batter_home_runs', 'line': 0.5, 'odds': 560}, {'player': 'Parker Meadows', 'market': 'batter_home_runs', 'line': 0.5, 'odds': 560}, {'player': 'Nathaniel Lowe', 'market': 'batter_home_runs', 'line': 0.5, 'odds': 600}, {'player': 'Dillon Dingler', 'market': 'batter_home_runs', 'line': 0.5, 'odds': 600}, {'player': 'Riley Adams', 'market': 'batter_home_runs', 'line': 0.5, 'odds': 630}, {'player': 'Matt Vierling', 'market': 'batter_home_runs', 'line': 0.5, 'odds': 630}, {'player': 'Brady House', 'market': 'batter_home_runs', 'line': 0.5, 'odds': 700}, {'player': 'Zach McKinstry', 'market': 'batter_home_runs', 'line': 0.5, 'odds': 750}, {'player': 'Daylen Lile', 'market': 'batter_home_runs', 'line': 0.5, 'odds': 800}, {'player': 'Jacob Young', 'market': 'batter_home_runs', 'line': 0.5, 'odds': 1300}]",2025-07-02
