game_date,player,line,odds,predicted_so,edge,bet_recommendation,confidence
2025-06-02,aaron civale,4.5,-110,2.877971852878351,-1.6220281471216489,✅ Under,🔥🔥🔥
2025-06-02,brady singer,4.5,102,3.1281839706255075,-1.3718160293744923,✅ Under,🔥🔥
2025-06-02,german marquez,3.5,-154,4.429636793966075,0.9296367939660746,✅ Over,🔥
2025-06-02,jack flaherty,5.5,-172,7.600836519163354,2.1008365191633542,✅ Over,🔥🔥🔥🔥
2025-06-02,jonathan cannon,4.5,112,3.106698272757369,-1.3933017272426311,✅ Under,🔥🔥
2025-06-02,max meyer,6.5,102,5.5136483741472295,-0.9863516258527704,✅ Under,🔥
2025-06-02,stephen kolek,3.5,-125,4.438595509304186,0.9385955093041858,✅ Over,🔥
