game_date,player,line,odds,predicted_SO,edge,bet_recommendation,confidence
2025-05-31,antonio senzatela,3.5,134,1.5755835028914114,-1.9244164971085889,✅ Under,🔥🔥🔥
2025-05-31,bailey ober,5.5,104,2.222250169558078,-3.277749830441922,✅ Under,🔥🔥🔥🔥🔥
2025-05-31,chad patrick,4.5,122,1.702250169558078,-2.797749830441922,✅ Under,🔥🔥🔥🔥🔥
2025-05-31,colton gordon,4.5,112,2.5025400246305423,-1.9974599753694575,✅ Under,🔥🔥🔥
2025-05-31,davis martin,3.5,-106,1.7942313218390806,-1.7057686781609194,✅ Under,🔥🔥🔥
2025-05-31,dean kremer,4.5,-106,2.3792313218390806,-2.1207686781609194,✅ Under,🔥🔥🔥🔥
2025-05-31,edward cabrera,5.5,-102,2.655873357963876,-2.8441266420361244,✅ Under,🔥🔥🔥🔥🔥
2025-05-31,gunnar hoglund,3.5,-110,1.7142313218390806,-1.7857686781609194,✅ Under,🔥🔥🔥
2025-05-31,jesus luzardo,6.5,107,2.507564655172414,-3.992435344827586,✅ Under,🔥🔥🔥🔥🔥
2025-05-31,kodai senga,7.5,-105,2.5022501695580783,-4.997749830441922,✅ Under,🔥🔥🔥🔥🔥
2025-05-31,landon knack,4.5,-105,2.308916836224745,-2.191083163775255,✅ Under,🔥🔥🔥🔥
2025-05-31,michael wacha,4.5,104,1.9608979885057476,-2.5391020114942524,✅ Under,🔥🔥🔥🔥🔥
2025-05-31,nick lodolo,4.5,-130,2.3458979885057474,-2.1541020114942526,✅ Under,🔥🔥🔥🔥
2025-05-31,patrick corbin,4.5,112,2.275873357963876,-2.2241266420361243,✅ Under,🔥🔥🔥🔥
2025-05-31,robbie ray,6.5,-130,3.888916836224745,-2.611083163775255,✅ Under,🔥🔥🔥🔥🔥
2025-05-31,slade cecconi,5.5,103,2.6792313218390804,-2.82076867816092,✅ Under,🔥🔥🔥🔥🔥
2025-05-31,sonny gray,5.5,-156,2.5089168362247447,-2.9910831637752557,✅ Under,🔥🔥🔥🔥🔥
2025-05-31,spencer schwellenbach,6.5,118,2.449206691297209,-4.050793308702791,✅ Under,🔥🔥🔥🔥🔥
2025-05-31,tarik skubal,6.5,-130,2.686875,-3.813125,✅ Under,🔥🔥🔥🔥🔥
2025-05-31,walker buehler,4.5,118,1.682250169558078,-2.817749830441922,✅ Under,🔥🔥🔥🔥🔥
2025-05-31,will warren,5.5,141,2.274893847718998,-3.225106152281002,✅ Under,🔥🔥🔥🔥🔥
2025-05-31,zack littell,3.5,-122,2.0489168362247443,-1.4510831637752557,✅ Under,🔥🔥
