Rk,Team,Date,SO,Unnamed: 4,Opp,Result,IP,H,R,ER,UER,HR,BB,IBB,SO.1,HBP,BK,WP,BF,BR,Wind Speed,Temp,Unnamed: 6
489,ATH,2025-05-02,10.0,@,MIA,W 6-1,9.0,7.0,1.0,1.0,0.0,1.0,1.0,0.0,10.0,0.0,0.0,0.0,33.0,8.0,,,
490,ATH,2025-04-25,10.0,,CHW,W 6-5,9.0,9.0,5.0,5.0,0.0,1.0,3.0,0.0,10.0,0.0,0.0,0.0,38.0,12.0,,,
491,ATH,2025-04-12,10.0,,NYM,W 3-1,9.0,6.0,1.0,1.0,0.0,1.0,3.0,0.0,10.0,0.0,0.0,1.0,36.0,9.0,,,
492,PHI,2025-05-14 (1),10.0,,STL,W 2-1,9.0,6.0,1.0,1.0,0.0,0.0,3.0,0.0,10.0,1.0,0.0,0.0,35.0,10.0,,,
493,PHI,2025-05-12,10.0,,STL,L 2-3,9.0,5.0,3.0,3.0,0.0,2.0,3.0,0.0,10.0,1.0,0.0,1.0,36.0,9.0,,,
494,PHI,2025-04-25,10.0,@,CHC,L 0-4,8.0,11.0,4.0,4.0,0.0,0.0,4.0,0.0,10.0,0.0,0.0,0.0,40.0,15.0,,,
495,PHI,2025-04-16,10.0,,SFG,L 4-11,9.0,13.0,11.0,10.0,1.0,0.0,9.0,0.0,10.0,0.0,0.0,0.0,48.0,22.0,,,
496,PHI,2025-04-11,10.0,@,STL,L 0-2,8.0,9.0,2.0,2.0,0.0,0.0,5.0,1.0,10.0,0.0,0.0,1.0,37.0,14.0,,,
497,PHI,2025-04-10,10.0,@,ATL,L 2-4 (11),10.0,9.0,4.0,3.0,1.0,1.0,2.0,0.0,10.0,0.0,0.0,0.0,39.0,11.0,,,
498,PHI,2025-04-06,10.0,,LAD,W 8-7,9.0,9.0,7.0,7.0,0.0,2.0,2.0,0.0,10.0,1.0,0.0,0.0,39.0,12.0,,,
499,PHI,2025-04-03,10.0,,COL,W 3-1,9.0,8.0,1.0,1.0,0.0,0.0,2.0,0.0,10.0,1.0,0.0,0.0,37.0,12.0,,,
500,PIT,2025-05-27,10.0,@,ARI,W 9-6,9.0,8.0,6.0,5.0,1.0,1.0,2.0,0.0,10.0,1.0,0.0,0.0,39.0,12.0,,,
501,PIT,2025-05-19,10.0,,CIN,L 1-7,9.0,12.0,7.0,6.0,1.0,0.0,3.0,0.0,10.0,0.0,0.0,2.0,41.0,15.0,,,
502,PIT,2025-04-09,10.0,,STL,W 2-1 (13),13.0,7.0,1.0,0.0,1.0,0.0,3.0,2.0,10.0,0.0,1.0,0.0,47.0,10.0,,,
503,PIT,2025-04-08,10.0,,STL,L 3-5,9.0,7.0,5.0,5.0,0.0,0.0,2.0,0.0,10.0,0.0,0.0,2.0,37.0,10.0,,,
504,PIT,2025-03-31,10.0,@,TBR,L 1-6,8.0,10.0,6.0,6.0,0.0,0.0,5.0,0.0,10.0,0.0,0.0,0.0,38.0,15.0,,,
505,SDP,2025-05-23,10.0,@,ATL,W 2-1,9.0,6.0,1.0,1.0,0.0,1.0,3.0,0.0,10.0,0.0,0.0,0.0,35.0,9.0,,,
506,SDP,2025-05-07,10.0,@,NYY,L 3-4 (10),9.2,3.0,4.0,3.0,1.0,2.0,3.0,0.0,10.0,0.0,0.0,0.0,36.0,6.0,,,
507,SDP,2025-04-26,10.0,,TBR,L 1-4,9.0,9.0,4.0,2.0,2.0,1.0,6.0,0.0,10.0,0.0,0.0,0.0,43.0,16.0,,,
508,SDP,2025-04-23,10.0,@,DET,L 0-6,8.0,10.0,6.0,6.0,0.0,3.0,1.0,0.0,10.0,1.0,0.0,0.0,36.0,12.0,,,
509,SDP,2025-03-27,10.0,,ATL,W 7-4,9.0,7.0,4.0,4.0,0.0,2.0,6.0,0.0,10.0,0.0,0.0,2.0,41.0,14.0,,,
510,SEA,2025-05-21,10.0,@,CHW,W 6-5,9.0,8.0,5.0,4.0,1.0,3.0,2.0,0.0,10.0,0.0,0.0,0.0,37.0,11.0,,,
511,SEA,2025-05-10,10.0,,TOR,L 3-6,9.0,10.0,6.0,6.0,0.0,1.0,5.0,0.0,10.0,0.0,0.0,0.0,42.0,15.0,,,
512,SEA,2025-05-02,10.0,@,TEX,W 13-1,9.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,10.0,0.0,0.0,0.0,30.0,3.0,,,
513,SEA,2025-04-07,10.0,,HOU,W 4-3,9.0,2.0,3.0,1.0,2.0,1.0,4.0,1.0,10.0,0.0,0.0,1.0,35.0,8.0,,,
514,SEA,2025-03-27,10.0,,ATH,W 4-2,9.0,3.0,2.0,2.0,0.0,2.0,1.0,0.0,10.0,0.0,0.0,0.0,30.0,4.0,,,
515,SFG,2025-05-25,10.0,@,WSN,W 3-2,9.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,2.0,32.0,5.0,,,
516,SFG,2025-05-20,10.0,,KCR,W 3-2,9.0,7.0,2.0,1.0,1.0,0.0,1.0,0.0,10.0,0.0,0.0,1.0,33.0,8.0,,,
517,SFG,2025-05-11,10.0,@,MIN,L 6-7 (10),9.2,12.0,7.0,5.0,2.0,1.0,2.0,1.0,10.0,0.0,0.0,0.0,44.0,15.0,,,
518,SFG,2025-04-27,10.0,,TEX,W 3-2,9.0,10.0,2.0,2.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,35.0,10.0,,,
519,SFG,2025-04-26,10.0,,TEX,W 3-2,9.0,8.0,2.0,2.0,0.0,0.0,1.0,0.0,10.0,0.0,0.0,0.0,36.0,9.0,,,
520,SFG,2025-04-25,10.0,,TEX,L 0-2,9.0,6.0,2.0,1.0,1.0,0.0,1.0,0.0,10.0,0.0,0.0,0.0,33.0,8.0,,,
521,SFG,2025-04-19,10.0,@,LAA,W 3-2,9.0,6.0,2.0,2.0,0.0,2.0,1.0,0.0,10.0,0.0,0.0,0.0,33.0,7.0,,,
522,SFG,2025-03-31,10.0,@,HOU,W 7-2,9.0,3.0,2.0,2.0,0.0,0.0,3.0,0.0,10.0,1.0,0.0,0.0,34.0,7.0,,,
523,STL,2025-05-07,10.0,,PIT,W 5-0,9.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,0.0,0.0,0.0,33.0,5.0,,,
524,STL,2025-04-20,10.0,@,NYM,L 4-7,8.0,11.0,7.0,7.0,0.0,1.0,3.0,0.0,10.0,0.0,0.0,1.0,39.0,14.0,,,
525,STL,2025-04-12,10.0,,PHI,L 1-4,9.0,8.0,4.0,4.0,0.0,0.0,3.0,0.0,10.0,0.0,0.0,0.0,38.0,11.0,,,
526,STL,2025-04-09,10.0,@,PIT,L 1-2 (13),12.1,5.0,2.0,0.0,2.0,0.0,9.0,2.0,10.0,1.0,0.0,0.0,49.0,16.0,,,
527,STL,2025-03-31,10.0,,LAA,L 4-5 (10),10.0,4.0,5.0,4.0,1.0,0.0,5.0,1.0,10.0,0.0,0.0,0.0,39.0,9.0,,,
528,TBR,2025-05-27,10.0,,MIN,L 2-4,9.0,7.0,4.0,3.0,1.0,1.0,1.0,0.0,10.0,1.0,0.0,0.0,36.0,9.0,,,
529,TBR,2025-04-20,10.0,,NYY,L 0-4,9.0,9.0,4.0,4.0,0.0,3.0,1.0,0.0,10.0,0.0,0.0,0.0,36.0,10.0,,,
530,TBR,2025-04-18,10.0,,NYY,L 0-1,9.0,5.0,1.0,1.0,0.0,0.0,4.0,0.0,10.0,0.0,0.0,0.0,34.0,9.0,,,
531,TBR,2025-04-06,10.0,@,TEX,L 3-4,8.2,7.0,4.0,3.0,1.0,1.0,2.0,0.0,10.0,0.0,0.0,0.0,35.0,10.0,,,
532,TBR,2025-03-31,10.0,,PIT,W 6-1,9.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,31.0,4.0,,,
533,TBR,2025-03-30,10.0,,COL,W 6-4,9.0,9.0,4.0,4.0,0.0,1.0,0.0,0.0,10.0,1.0,0.0,1.0,36.0,10.0,,,
534,TEX,2025-05-30,10.0,,STL,W 11-1,9.0,5.0,1.0,1.0,0.0,0.0,2.0,0.0,10.0,1.0,0.0,3.0,34.0,8.0,,,
535,TEX,2025-05-21,10.0,@,NYY,L 3-4,8.1,5.0,4.0,4.0,0.0,2.0,3.0,0.0,10.0,0.0,0.0,0.0,32.0,8.0,,,
536,TEX,2025-05-11,10.0,@,DET,W 6-1,9.0,4.0,1.0,1.0,0.0,0.0,2.0,0.0,10.0,0.0,0.0,0.0,33.0,6.0,,,
537,TEX,2025-04-30,10.0,,ATH,L 1-7,9.0,11.0,7.0,7.0,0.0,2.0,2.0,0.0,10.0,0.0,0.0,0.0,38.0,13.0,,,
538,TEX,2025-04-29,10.0,,ATH,W 15-2,9.0,8.0,2.0,2.0,0.0,1.0,2.0,0.0,10.0,0.0,0.0,1.0,34.0,10.0,,,
539,TEX,2025-04-24,10.0,@,ATH,L 3-4,8.2,10.0,4.0,3.0,1.0,0.0,2.0,0.0,10.0,0.0,0.0,1.0,38.0,12.0,,,
540,TEX,2025-04-19,10.0,,LAD,W 4-3,9.0,6.0,3.0,2.0,1.0,1.0,1.0,0.0,10.0,0.0,0.0,0.0,33.0,7.0,,,
541,TEX,2025-04-02,10.0,@,CIN,W 1-0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,30.0,4.0,,,
542,TOR,2025-05-21,10.0,,SDP,W 14-0,9.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,1.0,0.0,33.0,6.0,,,
543,TOR,2025-05-16,10.0,,DET,L 4-5,9.0,10.0,5.0,5.0,0.0,3.0,4.0,0.0,10.0,1.0,0.0,0.0,41.0,15.0,,,
544,TOR,2025-05-15,10.0,,TBR,L 3-8,9.0,14.0,8.0,8.0,0.0,4.0,1.0,0.0,10.0,0.0,0.0,0.0,40.0,15.0,,,
545,TOR,2025-05-10,10.0,@,SEA,W 6-3,9.0,6.0,3.0,3.0,0.0,1.0,1.0,0.0,10.0,0.0,0.0,0.0,34.0,7.0,,,
546,TOR,2025-05-01,10.0,,BOS,W 4-2,9.0,7.0,2.0,2.0,0.0,0.0,1.0,0.0,10.0,0.0,0.0,0.0,34.0,8.0,,,
547,TOR,2025-04-27 (1),10.0,@,NYY,L 2-11,8.0,12.0,11.0,11.0,0.0,1.0,8.0,0.0,10.0,0.0,0.0,0.0,44.0,20.0,,,
548,TOR,2025-04-10,10.0,@,BOS,L 3-4 (10),9.2,8.0,4.0,2.0,2.0,0.0,4.0,1.0,10.0,2.0,0.0,1.0,41.0,15.0,,,
549,WSN,2025-05-18,10.0,@,BAL,W 10-4,9.0,9.0,4.0,4.0,0.0,3.0,1.0,0.0,10.0,1.0,0.0,0.0,38.0,12.0,,,
550,WSN,2025-05-11,10.0,,STL,L 1-6,9.0,9.0,6.0,6.0,0.0,3.0,5.0,0.0,10.0,0.0,0.0,0.0,39.0,14.0,,,
551,WSN,2025-05-07,10.0,,CLE,L 6-8,9.0,10.0,8.0,8.0,0.0,0.0,5.0,0.0,10.0,1.0,0.0,2.0,42.0,16.0,,,
552,WSN,2025-05-03,10.0,@,CIN,W 11-6,9.0,12.0,6.0,5.0,1.0,1.0,4.0,0.0,10.0,0.0,0.0,1.0,41.0,17.0,,,
553,WSN,2025-04-20 (2),10.0,@,COL,L 1-3,8.0,7.0,3.0,3.0,0.0,0.0,4.0,0.0,10.0,2.0,0.0,0.0,37.0,13.0,,,
554,WSN,2025-04-15,10.0,@,PIT,W 3-0,9.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,0.0,0.0,0.0,32.0,6.0,,,
555,WSN,2025-04-09,10.0,,LAD,L 5-6,9.0,8.0,6.0,6.0,0.0,2.0,4.0,0.0,10.0,1.0,0.0,0.0,40.0,13.0,,,
556,LAA,2025-05-11,9.0,,BAL,L 3-7,9.0,8.0,7.0,5.0,2.0,1.0,5.0,1.0,9.0,0.0,0.0,1.0,41.0,14.0,,,
557,LAA,2025-04-20,9.0,,SFG,W 5-4,9.0,8.0,4.0,3.0,1.0,1.0,8.0,0.0,9.0,0.0,0.0,0.0,42.0,16.0,,,
558,LAA,2025-04-02,9.0,@,STL,L 5-12,8.0,12.0,12.0,11.0,1.0,3.0,8.0,1.0,9.0,0.0,0.0,0.0,43.0,20.0,,,
559,LAA,2025-04-01,9.0,@,STL,W 9-7 (11),11.0,11.0,7.0,4.0,3.0,1.0,3.0,1.0,9.0,0.0,0.0,1.0,47.0,15.0,,,
560,LAA,2025-03-31,9.0,@,STL,W 5-4 (10),10.0,11.0,4.0,3.0,1.0,2.0,5.0,1.0,9.0,0.0,1.0,0.0,45.0,16.0,,,
561,ARI,2025-05-28,9.0,,PIT,L 1-10,9.0,11.0,10.0,9.0,1.0,1.0,3.0,0.0,9.0,0.0,0.0,0.0,42.0,15.0,,,
562,ARI,2025-05-21,9.0,@,LAD,L 1-3,8.0,5.0,3.0,3.0,0.0,1.0,1.0,0.0,9.0,0.0,0.0,0.0,30.0,6.0,,,
563,ARI,2025-05-08,9.0,,LAD,W 5-3,9.0,9.0,3.0,3.0,0.0,1.0,3.0,0.0,9.0,0.0,0.0,0.0,38.0,12.0,,,
564,ARI,2025-04-27,9.0,,ATL,W 6-4,9.0,11.0,4.0,3.0,1.0,0.0,4.0,0.0,9.0,1.0,0.0,0.0,41.0,17.0,,,
565,ARI,2025-03-29,9.0,,CHC,L 3-4,9.0,8.0,4.0,4.0,0.0,2.0,1.0,0.0,9.0,0.0,0.0,0.0,37.0,10.0,,,
566,ATL,2025-05-11,9.0,@,PIT,L 3-4,8.1,11.0,4.0,3.0,1.0,0.0,4.0,1.0,9.0,1.0,0.0,0.0,40.0,16.0,,,
567,ATL,2025-05-07,9.0,,CIN,L 3-4,9.0,7.0,4.0,4.0,0.0,2.0,3.0,1.0,9.0,0.0,0.0,0.0,35.0,10.0,,,
568,ATL,2025-04-12,9.0,@,TBR,W 5-4,9.0,12.0,4.0,4.0,0.0,2.0,5.0,0.0,9.0,0.0,1.0,0.0,41.0,17.0,,,
569,ATL,2025-04-08,9.0,,PHI,W 7-5,9.0,9.0,5.0,5.0,0.0,1.0,3.0,0.0,9.0,0.0,0.0,0.0,39.0,12.0,,,
570,ATL,2025-03-30,9.0,@,SDP,L 0-5,8.0,9.0,5.0,5.0,0.0,0.0,6.0,0.0,9.0,0.0,0.0,1.0,37.0,15.0,,,
571,ATL,2025-03-27,9.0,@,SDP,L 4-7,8.0,10.0,7.0,7.0,0.0,1.0,2.0,1.0,9.0,0.0,0.0,1.0,36.0,12.0,,,
572,BAL,2025-05-30,9.0,,CHW,W 2-1,9.0,6.0,1.0,1.0,0.0,0.0,2.0,0.0,9.0,0.0,0.0,0.0,33.0,8.0,,,
573,BAL,2025-05-27,9.0,,STL,L 4-7,9.0,14.0,7.0,7.0,0.0,2.0,2.0,0.0,9.0,0.0,0.0,0.0,42.0,16.0,,,
574,BAL,2025-04-29,9.0,,NYY,L 3-15,9.0,19.0,15.0,13.0,2.0,6.0,4.0,0.0,9.0,2.0,0.0,1.0,54.0,26.0,,,
575,BAL,2025-04-02,9.0,,BOS,L 0-3,9.0,10.0,3.0,3.0,0.0,1.0,3.0,0.0,9.0,0.0,0.0,0.0,37.0,13.0,,,
576,BAL,2025-03-28,9.0,@,TOR,L 2-8,8.0,14.0,8.0,7.0,1.0,0.0,3.0,0.0,9.0,1.0,1.0,2.0,40.0,18.0,,,
577,BOS,2025-05-16,9.0,,ATL,L 2-4,9.0,7.0,4.0,4.0,0.0,2.0,5.0,0.0,9.0,0.0,0.0,0.0,37.0,12.0,,,
578,BOS,2025-05-06,9.0,,TEX,L 1-6,9.0,16.0,6.0,6.0,0.0,0.0,2.0,0.0,9.0,0.0,0.0,2.0,43.0,18.0,,,
579,BOS,2025-05-02,9.0,,MIN,W 6-1,9.0,6.0,1.0,1.0,0.0,1.0,1.0,0.0,9.0,0.0,0.0,0.0,32.0,8.0,,,
580,BOS,2025-04-27,9.0,@,CLE,W 13-3,9.0,8.0,3.0,3.0,0.0,1.0,4.0,0.0,9.0,0.0,0.0,0.0,38.0,12.0,,,
581,BOS,2025-04-14,9.0,@,TBR,L 1-16,8.0,16.0,16.0,15.0,1.0,4.0,4.0,0.0,9.0,0.0,0.0,1.0,44.0,20.0,,,
582,BOS,2025-04-12,9.0,@,CHW,L 2-3,8.1,4.0,3.0,3.0,0.0,1.0,3.0,0.0,9.0,0.0,0.0,0.0,32.0,7.0,,,
583,BOS,2025-04-11,9.0,@,CHW,L 1-11,8.0,12.0,11.0,5.0,6.0,0.0,4.0,0.0,9.0,0.0,0.0,0.0,43.0,16.0,,,
584,BOS,2025-04-04,9.0,,STL,W 13-9,9.0,14.0,9.0,8.0,1.0,2.0,2.0,0.0,9.0,0.0,0.0,0.0,42.0,17.0,,,
585,BOS,2025-04-02,9.0,@,BAL,W 3-0,9.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,9.0,0.0,0.0,0.0,31.0,6.0,,,
586,CHC,2025-05-26,9.0,,COL,W 3-1,9.0,5.0,1.0,1.0,0.0,1.0,2.0,0.0,9.0,0.0,0.0,0.0,33.0,7.0,,,
587,CHC,2025-05-13,9.0,,MIA,W 5-4,9.0,9.0,4.0,4.0,0.0,2.0,3.0,0.0,9.0,0.0,0.0,0.0,40.0,13.0,,,
588,CHC,2025-05-11,9.0,@,NYM,L 2-6,8.0,12.0,6.0,6.0,0.0,3.0,0.0,0.0,9.0,2.0,0.0,0.0,35.0,14.0,,,
589,CHC,2025-04-26,9.0,,PHI,L 4-10,9.0,12.0,10.0,10.0,0.0,1.0,3.0,0.0,9.0,2.0,0.0,0.0,43.0,17.0,,,
590,CHC,2025-04-18,9.0,,ARI,W 13-11,9.0,15.0,11.0,11.0,0.0,2.0,3.0,0.0,9.0,0.0,0.0,1.0,46.0,19.0,,,
591,CHC,2025-04-11,9.0,@,LAD,L 0-3,8.0,6.0,3.0,3.0,0.0,1.0,3.0,0.0,9.0,1.0,0.0,1.0,34.0,10.0,,,
592,CHC,2025-04-07,9.0,,TEX,W 7-0,9.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,9.0,0.0,0.0,0.0,31.0,5.0,,,
593,CHC,2025-03-19,9.0,,LAD,L 3-6,9.0,7.0,6.0,6.0,0.0,3.0,7.0,1.0,9.0,0.0,0.0,0.0,38.0,14.0,,,
594,CHC,2025-03-18,9.0,,LAD,L 1-4,9.0,7.0,4.0,3.0,1.0,0.0,8.0,0.0,9.0,0.0,0.0,0.0,42.0,15.0,,,
595,CHW,2025-05-03,9.0,,HOU,L 3-8,9.0,13.0,8.0,8.0,0.0,2.0,2.0,0.0,9.0,0.0,0.0,0.0,41.0,15.0,,,
596,CHW,2025-05-01,9.0,,MIL,W 8-0,9.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,9.0,0.0,0.0,0.0,32.0,7.0,,,
597,CHW,2025-04-30,9.0,,MIL,L 4-6,9.0,8.0,6.0,4.0,2.0,0.0,5.0,0.0,9.0,1.0,0.0,0.0,40.0,15.0,,,
598,CHW,2025-04-29,9.0,,MIL,L 2-7,9.0,8.0,7.0,6.0,1.0,1.0,10.0,2.0,9.0,2.0,0.0,1.0,45.0,21.0,,,
599,CHW,2025-04-25,9.0,@,ATH,L 5-6,8.0,11.0,6.0,5.0,1.0,1.0,2.0,0.0,9.0,0.0,0.0,0.0,37.0,13.0,,,
600,CHW,2025-04-08,9.0,@,CLE,L 0-1,8.0,3.0,1.0,1.0,0.0,0.0,5.0,0.0,9.0,1.0,0.0,0.0,33.0,9.0,,,
601,CHW,2025-04-04,9.0,@,DET,L 4-7,8.0,10.0,7.0,7.0,0.0,3.0,5.0,0.0,9.0,2.0,0.0,0.0,41.0,17.0,,,
602,CIN,2025-05-30,9.0,@,CHC,W 6-2,9.0,6.0,2.0,2.0,0.0,0.0,2.0,0.0,9.0,0.0,0.0,0.0,34.0,8.0,,,
603,CIN,2025-05-01,9.0,,STL,W 9-1,9.0,3.0,1.0,0.0,1.0,0.0,4.0,0.0,9.0,0.0,0.0,1.0,33.0,7.0,,,
604,CIN,2025-04-27,9.0,@,COL,W 8-1,9.0,3.0,1.0,1.0,0.0,0.0,2.0,0.0,9.0,1.0,0.0,0.0,33.0,7.0,,,
605,CIN,2025-04-23,9.0,@,MIA,W 5-2,9.0,6.0,2.0,2.0,0.0,1.0,0.0,0.0,9.0,0.0,0.0,1.0,33.0,6.0,,,
606,CIN,2025-04-17,9.0,,SEA,L 7-11 (10),10.0,14.0,11.0,6.0,5.0,3.0,7.0,0.0,9.0,0.0,0.0,0.0,51.0,22.0,,,
607,CIN,2025-04-13,9.0,,PIT,W 4-0,9.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,0.0,0.0,0.0,30.0,3.0,,,
608,CIN,2025-04-12,9.0,,PIT,W 5-2,9.0,4.0,2.0,2.0,0.0,1.0,3.0,0.0,9.0,0.0,0.0,0.0,34.0,7.0,,,
609,CIN,2025-04-02,9.0,,TEX,L 0-1,9.0,3.0,1.0,1.0,0.0,0.0,2.0,0.0,9.0,0.0,0.0,0.0,32.0,5.0,,,
610,CIN,2025-03-31,9.0,,TEX,W 14-3,9.0,5.0,3.0,3.0,0.0,1.0,4.0,0.0,9.0,0.0,0.0,2.0,36.0,9.0,,,
611,CLE,2025-05-23,9.0,@,DET,W 3-1,9.0,6.0,1.0,1.0,0.0,1.0,2.0,0.0,9.0,0.0,0.0,0.0,35.0,8.0,,,
612,CLE,2025-05-18,9.0,@,CIN,L 1-3,8.0,9.0,3.0,3.0,0.0,2.0,2.0,0.0,9.0,0.0,0.0,0.0,34.0,11.0,,,
613,CLE,2025-05-14,9.0,,MIL,L 5-9,9.0,13.0,9.0,9.0,0.0,2.0,4.0,0.0,9.0,1.0,0.0,1.0,43.0,18.0,,,
614,CLE,2025-04-22,9.0,,NYY,W 3-2,9.0,6.0,2.0,2.0,0.0,1.0,4.0,0.0,9.0,0.0,0.0,0.0,36.0,11.0,,,
615,CLE,2025-04-20,9.0,@,PIT,W 5-4 (10),10.0,11.0,4.0,4.0,0.0,0.0,3.0,0.0,9.0,0.0,0.0,0.0,42.0,14.0,,,
616,CLE,2025-04-13,9.0,,KCR,L 2-4,9.0,9.0,4.0,4.0,0.0,1.0,2.0,0.0,9.0,0.0,0.0,0.0,35.0,11.0,,,
617,CLE,2025-04-08,9.0,,CHW,W 1-0,9.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,9.0,0.0,0.0,0.0,32.0,8.0,,,
618,CLE,2025-04-05,9.0,@,LAA,L 4-10,8.0,12.0,10.0,10.0,0.0,4.0,5.0,0.0,9.0,1.0,0.0,1.0,41.0,18.0,,,
619,COL,2025-05-27,9.0,@,CHC,L 3-4 (11),10.1,10.0,4.0,3.0,1.0,0.0,4.0,1.0,9.0,0.0,0.0,0.0,44.0,14.0,,,
620,COL,2025-05-25,9.0,,NYY,L 4-5,9.0,9.0,5.0,5.0,0.0,0.0,4.0,2.0,9.0,0.0,0.0,1.0,40.0,13.0,,,
621,COL,2025-05-07,9.0,,DET,L 6-8 (10),10.0,10.0,8.0,6.0,2.0,0.0,5.0,0.0,9.0,1.0,0.0,0.0,45.0,17.0,,,
622,COL,2025-04-26,9.0,,CIN,L 4-6,9.0,13.0,6.0,6.0,0.0,3.0,3.0,1.0,9.0,0.0,0.0,1.0,43.0,16.0,,,
623,COL,2025-03-28,9.0,@,TBR,L 2-3,8.0,7.0,3.0,3.0,0.0,1.0,1.0,0.0,9.0,0.0,0.0,0.0,32.0,9.0,,,
624,DET,2025-05-24,9.0,,CLE,L 5-7 (10),10.0,11.0,7.0,5.0,2.0,1.0,2.0,0.0,9.0,1.0,0.0,0.0,45.0,15.0,,,
625,DET,2025-05-21,9.0,@,STL,W 5-1,9.0,5.0,1.0,1.0,0.0,0.0,1.0,0.0,9.0,1.0,0.0,1.0,33.0,7.0,,,
626,DET,2025-05-16,9.0,@,TOR,W 5-4,9.0,10.0,4.0,4.0,0.0,2.0,1.0,0.0,9.0,0.0,0.0,0.0,36.0,11.0,,,
627,DET,2025-05-12,9.0,,BOS,W 14-2,9.0,6.0,2.0,2.0,0.0,2.0,5.0,0.0,9.0,1.0,0.0,0.0,38.0,12.0,,,
628,DET,2025-05-10,9.0,,TEX,L 3-10,9.0,10.0,10.0,10.0,0.0,5.0,6.0,0.0,9.0,0.0,0.0,1.0,43.0,16.0,,,
629,DET,2025-04-23,9.0,,SDP,W 6-0,9.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,0.0,0.0,1.0,30.0,4.0,,,
630,DET,2025-04-18,9.0,,KCR,W 7-3,9.0,10.0,3.0,2.0,1.0,0.0,6.0,0.0,9.0,0.0,0.0,2.0,44.0,16.0,,,
631,DET,2025-04-08,9.0,,NYY,W 5-0,9.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,0.0,0.0,0.0,33.0,7.0,,,
632,DET,2025-04-02,9.0,@,SEA,L 2-3,8.0,6.0,3.0,3.0,0.0,1.0,3.0,0.0,9.0,0.0,0.0,0.0,32.0,9.0,,,
633,DET,2025-03-31,9.0,@,SEA,W 9-6,9.0,8.0,6.0,6.0,0.0,3.0,6.0,0.0,9.0,0.0,0.0,0.0,41.0,14.0,,,
634,DET,2025-03-29,9.0,@,LAD,L 3-7,8.0,7.0,7.0,7.0,0.0,3.0,3.0,1.0,9.0,0.0,0.0,0.0,34.0,10.0,,,
635,MIA,2025-05-19,9.0,,CHC,W 8-7,9.0,12.0,7.0,7.0,0.0,1.0,4.0,1.0,9.0,0.0,0.0,1.0,42.0,16.0,,,
636,MIA,2025-05-16,9.0,,TBR,W 9-4,9.0,7.0,4.0,3.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,35.0,8.0,,,
637,MIA,2025-05-14,9.0,@,CHC,W 3-1,9.0,5.0,1.0,1.0,0.0,1.0,2.0,0.0,9.0,0.0,0.0,0.0,33.0,7.0,,,
638,MIA,2025-04-23,9.0,,CIN,L 2-5,9.0,8.0,5.0,5.0,0.0,1.0,5.0,1.0,9.0,0.0,0.0,0.0,40.0,13.0,,,
639,MIA,2025-04-16,9.0,,ARI,L 2-6,9.0,9.0,6.0,6.0,0.0,4.0,4.0,0.0,9.0,0.0,0.0,0.0,39.0,13.0,,,
640,MIA,2025-04-04,9.0,@,ATL,L 0-10,8.0,16.0,10.0,10.0,0.0,2.0,3.0,0.0,9.0,1.0,0.0,0.0,44.0,20.0,,,
641,MIA,2025-04-02,9.0,,NYM,L 5-6 (11),11.0,9.0,6.0,4.0,2.0,1.0,3.0,0.0,9.0,0.0,0.0,0.0,44.0,12.0,,,
642,MIA,2025-03-30,9.0,,PIT,W 3-2,9.0,5.0,2.0,1.0,1.0,1.0,5.0,0.0,9.0,0.0,0.0,0.0,35.0,10.0,,,
643,HOU,2025-05-30,9.0,,TBR,W 2-1,9.0,3.0,1.0,1.0,0.0,1.0,1.0,0.0,9.0,0.0,0.0,1.0,29.0,4.0,,,
644,HOU,2025-05-19,9.0,@,TBR,W 4-3,9.0,7.0,3.0,3.0,0.0,1.0,1.0,0.0,9.0,0.0,0.0,0.0,36.0,8.0,,,
645,HOU,2025-05-15,9.0,@,TEX,L 0-1,8.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,9.0,0.0,0.0,0.0,27.0,3.0,,,
646,HOU,2025-05-07,9.0,@,MIL,W 9-1,9.0,4.0,1.0,1.0,0.0,1.0,3.0,0.0,9.0,1.0,0.0,0.0,34.0,8.0,,,
