Rk,Team,Date,SO,Unnamed: 4,Opp,Result,IP,H,R,ER,UER,HR,BB,IBB,SO.1,HBP,BK,WP,BF,BR,Wind Speed,Temp,Unnamed: 6
991,BAL,2025-05-19,7.0,@,MIL,L 4-5,8.0,11.0,5.0,5.0,0.0,0.0,5.0,0.0,7.0,0.0,0.0,0.0,39.0,16.0,,,
992,BAL,2025-05-15,7.0,,MIN,L 0-4,9.0,7.0,4.0,4.0,0.0,2.0,3.0,0.0,7.0,0.0,0.0,0.0,36.0,10.0,,,
993,BAL,2025-05-06,7.0,@,MIN,L 1-9,8.0,10.0,9.0,7.0,2.0,2.0,1.0,0.0,7.0,0.0,0.0,0.0,36.0,13.0,,,
994,BAL,2025-04-26 (2),7.0,@,DET,L 2-6,8.0,6.0,6.0,6.0,0.0,1.0,8.0,0.0,7.0,0.0,0.0,1.0,37.0,14.0,,,
995,BAL,2025-04-22,7.0,@,WSN,L 0-7,8.0,14.0,7.0,6.0,1.0,2.0,0.0,0.0,7.0,0.0,0.0,1.0,37.0,14.0,,,
996,BAL,2025-04-19,7.0,,CIN,W 9-5,9.0,13.0,5.0,5.0,0.0,2.0,9.0,0.0,7.0,0.0,0.0,0.0,45.0,22.0,,,
997,BAL,2025-04-17,7.0,,CLE,W 6-2,9.0,7.0,2.0,2.0,0.0,2.0,1.0,0.0,7.0,0.0,0.0,0.0,34.0,8.0,,,
998,BAL,2025-04-16,7.0,,CLE,W 9-1,9.0,8.0,1.0,1.0,0.0,1.0,2.0,0.0,7.0,0.0,0.0,0.0,36.0,10.0,,,
999,BAL,2025-04-06,7.0,@,KCR,L 1-4,8.0,12.0,4.0,1.0,3.0,0.0,1.0,0.0,7.0,0.0,0.0,1.0,35.0,14.0,,,
1000,BOS,2025-05-24 (2),7.0,,BAL,L 1-2,9.0,8.0,2.0,2.0,0.0,0.0,6.0,0.0,7.0,0.0,0.0,0.0,36.0,14.0,,,
1001,BOS,2025-05-21,7.0,,NYM,L 1-5,9.0,10.0,5.0,5.0,0.0,1.0,4.0,0.0,7.0,0.0,0.0,1.0,40.0,14.0,,,
1002,BOS,2025-05-20,7.0,,NYM,W 2-0,9.0,4.0,0.0,0.0,0.0,0.0,3.0,0.0,7.0,2.0,0.0,0.0,34.0,9.0,,,
1003,BOS,2025-05-19,7.0,,NYM,W 3-1,9.0,8.0,1.0,1.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,0.0,34.0,11.0,,,
1004,BOS,2025-05-18,7.0,,ATL,L 4-10,9.0,16.0,10.0,10.0,0.0,1.0,7.0,0.0,7.0,0.0,0.0,0.0,47.0,23.0,,,
1005,BOS,2025-05-14,7.0,@,DET,L 5-6,8.2,10.0,6.0,6.0,0.0,1.0,1.0,0.0,7.0,0.0,0.0,1.0,36.0,11.0,,,
1006,BOS,2025-05-11,7.0,@,KCR,W 3-1,9.0,4.0,1.0,1.0,0.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,33.0,6.0,,,
1007,BOS,2025-04-26 (2),7.0,@,CLE,W 7-3,9.0,7.0,3.0,3.0,0.0,1.0,2.0,0.0,7.0,0.0,0.0,0.0,35.0,9.0,,,
1008,BOS,2025-03-31,7.0,@,BAL,L 5-8,8.0,15.0,8.0,8.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,0.0,38.0,18.0,,,
1009,BOS,2025-03-27,7.0,@,TEX,W 5-2,9.0,7.0,2.0,2.0,0.0,0.0,2.0,0.0,7.0,0.0,0.0,0.0,35.0,9.0,,,
1010,CHC,2025-05-30,7.0,,CIN,L 2-6,9.0,10.0,6.0,6.0,0.0,3.0,4.0,0.0,7.0,0.0,0.0,0.0,38.0,14.0,,,
1011,CHC,2025-05-06,7.0,,SFG,L 5-14 (11),11.0,16.0,14.0,12.0,2.0,1.0,4.0,0.0,7.0,2.0,0.0,0.0,54.0,23.0,,,
1012,CHC,2025-05-04,7.0,@,MIL,L 0-4,8.0,6.0,4.0,4.0,0.0,0.0,3.0,1.0,7.0,0.0,0.0,1.0,32.0,9.0,,,
1013,CHC,2025-05-03,7.0,@,MIL,W 6-2,9.0,4.0,2.0,2.0,0.0,1.0,1.0,0.0,7.0,0.0,0.0,0.0,31.0,5.0,,,
1014,CHC,2025-04-12,7.0,@,LAD,W 16-0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,32.0,6.0,,,
1015,CHC,2025-04-09,7.0,,TEX,L 2-6,9.0,11.0,6.0,6.0,0.0,3.0,1.0,0.0,7.0,0.0,0.0,0.0,38.0,12.0,,,
1016,CHC,2025-04-05,7.0,,SDP,W 7-1,9.0,8.0,1.0,1.0,0.0,0.0,1.0,0.0,7.0,1.0,0.0,0.0,35.0,10.0,,,
1017,CHC,2025-03-29,7.0,@,ARI,W 4-3,9.0,9.0,3.0,3.0,0.0,1.0,3.0,0.0,7.0,0.0,0.0,0.0,38.0,13.0,,,
1018,CHC,2025-03-28,7.0,@,ARI,L 1-8,8.0,14.0,8.0,8.0,0.0,2.0,0.0,0.0,7.0,1.0,0.0,0.0,39.0,15.0,,,
1019,CHW,2025-05-25,7.0,,TEX,L 4-5,9.0,7.0,5.0,5.0,0.0,1.0,4.0,0.0,7.0,1.0,0.0,0.0,37.0,12.0,,,
1020,CHW,2025-05-23,7.0,,TEX,W 4-1,9.0,3.0,1.0,1.0,0.0,0.0,4.0,0.0,7.0,0.0,0.0,0.0,33.0,7.0,,,
1021,CHW,2025-05-17,7.0,@,CHC,L 3-7,8.0,9.0,7.0,6.0,1.0,1.0,11.0,2.0,7.0,0.0,1.0,0.0,45.0,21.0,,,
1022,CHW,2025-05-05,7.0,@,KCR,L 0-3,8.0,7.0,3.0,3.0,0.0,0.0,5.0,0.0,7.0,0.0,0.0,1.0,35.0,12.0,,,
1023,CHW,2025-04-23,7.0,@,MIN,L 3-6,8.0,12.0,6.0,6.0,0.0,2.0,6.0,0.0,7.0,2.0,0.0,0.0,43.0,20.0,,,
1024,CHW,2025-04-22,7.0,@,MIN,L 2-4,8.0,5.0,4.0,2.0,2.0,1.0,5.0,0.0,7.0,2.0,0.0,1.0,36.0,13.0,,,
1025,CHW,2025-04-20,7.0,@,BOS,W 8-4,9.0,6.0,4.0,1.0,3.0,1.0,4.0,0.0,7.0,1.0,0.0,0.0,39.0,13.0,,,
1026,CHW,2025-04-19,7.0,@,BOS,L 3-4 (10),9.1,7.0,4.0,3.0,1.0,1.0,7.0,2.0,7.0,3.0,0.0,1.0,43.0,17.0,,,
1027,CHW,2025-04-17,7.0,,ATH,L 0-8,9.0,13.0,8.0,8.0,0.0,4.0,1.0,0.0,7.0,0.0,0.0,0.0,41.0,14.0,,,
1028,CHW,2025-04-13,7.0,,BOS,L 1-3,9.0,9.0,3.0,3.0,0.0,1.0,2.0,0.0,7.0,0.0,0.0,0.0,37.0,11.0,,,
1029,CHW,2025-04-01,7.0,,MIN,L 3-8,9.0,10.0,8.0,8.0,0.0,1.0,6.0,0.0,7.0,1.0,0.0,0.0,42.0,17.0,,,
1030,CHW,2025-03-29,7.0,,LAA,L 0-1,9.0,8.0,1.0,1.0,0.0,0.0,4.0,0.0,7.0,0.0,0.0,1.0,36.0,12.0,,,
1031,CIN,2025-05-23,7.0,,CHC,L 6-13,9.0,13.0,13.0,13.0,0.0,4.0,4.0,0.0,7.0,0.0,0.0,1.0,45.0,17.0,,,
1032,CIN,2025-05-21,7.0,@,PIT,L 1-3,8.0,9.0,3.0,3.0,0.0,0.0,4.0,0.0,7.0,0.0,0.0,0.0,35.0,13.0,,,
1033,CIN,2025-05-14,7.0,,CHW,L 2-4,9.0,10.0,4.0,4.0,0.0,2.0,3.0,0.0,7.0,0.0,0.0,0.0,39.0,13.0,,,
1034,CIN,2025-05-09,7.0,@,HOU,L 0-3,8.0,13.0,3.0,3.0,0.0,0.0,1.0,0.0,7.0,0.0,0.0,1.0,36.0,14.0,,,
1035,CIN,2025-04-30 (2),7.0,,STL,L 1-9,9.0,8.0,9.0,9.0,0.0,2.0,2.0,0.0,7.0,0.0,0.0,0.0,38.0,10.0,,,
1036,CIN,2025-04-28,7.0,,STL,W 3-1,9.0,5.0,1.0,1.0,0.0,0.0,2.0,0.0,7.0,0.0,0.0,0.0,31.0,7.0,,,
1037,CIN,2025-04-25,7.0,@,COL,W 8-7,9.0,10.0,7.0,7.0,0.0,2.0,7.0,0.0,7.0,0.0,0.0,0.0,43.0,17.0,,,
1038,CIN,2025-04-19,7.0,@,BAL,L 5-9,8.0,11.0,9.0,9.0,0.0,5.0,7.0,0.0,7.0,2.0,0.0,0.0,43.0,20.0,,,
1039,CIN,2025-04-07,7.0,@,SFG,W 2-0,9.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0,0.0,1.0,32.0,5.0,,,
1040,CIN,2025-03-30,7.0,,SFG,L 3-6,9.0,7.0,6.0,4.0,2.0,2.0,2.0,0.0,7.0,0.0,0.0,0.0,37.0,10.0,,,
1041,CLE,2025-05-28,7.0,,LAD,W 7-4,9.0,7.0,4.0,4.0,0.0,0.0,2.0,0.0,7.0,0.0,0.0,2.0,35.0,9.0,,,
1042,CLE,2025-05-25,7.0,@,DET,L 0-5,8.0,8.0,5.0,4.0,1.0,1.0,4.0,0.0,7.0,1.0,0.0,0.0,38.0,15.0,,,
1043,CLE,2025-05-21,7.0,@,MIN,W 5-1,9.0,3.0,1.0,1.0,0.0,0.0,3.0,0.0,7.0,1.0,0.0,0.0,33.0,7.0,,,
1044,CLE,2025-05-16,7.0,@,CIN,L 4-5,8.0,11.0,5.0,4.0,1.0,2.0,2.0,0.0,7.0,0.0,0.0,0.0,36.0,13.0,,,
1045,CLE,2025-05-10,7.0,,PHI,L 1-7,9.0,13.0,7.0,7.0,0.0,1.0,1.0,0.0,7.0,0.0,0.0,0.0,41.0,14.0,,,
1046,CLE,2025-05-06 (2),7.0,@,WSN,W 9-1,9.0,4.0,1.0,1.0,0.0,1.0,3.0,0.0,7.0,0.0,0.0,0.0,31.0,7.0,,,
1047,CLE,2025-04-29,7.0,,MIN,W 2-1,9.0,7.0,1.0,1.0,0.0,1.0,1.0,0.0,7.0,0.0,0.0,0.0,33.0,8.0,,,
1048,CLE,2025-04-27,7.0,,BOS,L 3-13,9.0,15.0,13.0,12.0,1.0,3.0,5.0,0.0,7.0,0.0,0.0,2.0,47.0,21.0,,,
1049,CLE,2025-04-19,7.0,@,PIT,W 3-0,9.0,6.0,0.0,0.0,0.0,0.0,2.0,0.0,7.0,0.0,0.0,0.0,33.0,8.0,,,
1050,CLE,2025-04-17,7.0,@,BAL,L 2-6,8.0,7.0,6.0,6.0,0.0,3.0,4.0,0.0,7.0,0.0,0.0,0.0,32.0,11.0,,,
1051,CLE,2025-04-11,7.0,,KCR,W 7-0,9.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,7.0,0.0,0.0,0.0,34.0,10.0,,,
1052,COL,2025-05-23,7.0,,NYY,W 3-2,9.0,5.0,2.0,2.0,0.0,1.0,4.0,0.0,7.0,0.0,0.0,0.0,34.0,9.0,,,
1053,COL,2025-05-19,7.0,,PHI,L 3-9,9.0,17.0,9.0,8.0,1.0,3.0,2.0,0.0,7.0,0.0,0.0,1.0,45.0,19.0,,,
1054,COL,2025-05-18,7.0,@,ARI,L 0-1,8.0,4.0,1.0,1.0,0.0,1.0,4.0,0.0,7.0,1.0,0.0,0.0,32.0,9.0,,,
1055,COL,2025-05-17,7.0,@,ARI,W 14-12,9.0,15.0,12.0,10.0,2.0,2.0,4.0,0.0,7.0,1.0,0.0,0.0,49.0,21.0,,,
1056,COL,2025-05-09,7.0,,SDP,L 9-13,9.0,16.0,13.0,9.0,4.0,1.0,4.0,0.0,7.0,0.0,0.0,1.0,47.0,21.0,,,
1057,COL,2025-05-04,7.0,@,SFG,L 3-9,8.0,13.0,9.0,9.0,0.0,2.0,1.0,0.0,7.0,1.0,0.0,1.0,38.0,15.0,,,
1058,COL,2025-05-03,7.0,@,SFG,L 3-6,8.0,5.0,6.0,6.0,0.0,2.0,6.0,0.0,7.0,0.0,0.0,1.0,33.0,11.0,,,
1059,COL,2025-04-28,7.0,,ATL,L 3-6,9.0,14.0,6.0,6.0,0.0,0.0,2.0,0.0,7.0,0.0,0.0,2.0,42.0,16.0,,,
1060,COL,2025-04-08,7.0,,MIL,L 1-7,9.0,11.0,7.0,7.0,0.0,3.0,0.0,0.0,7.0,1.0,0.0,0.0,37.0,13.0,,,
1061,COL,2025-04-04,7.0,,ATH,L 3-6 (11),11.0,11.0,6.0,4.0,2.0,1.0,3.0,0.0,7.0,0.0,0.0,1.0,45.0,14.0,,,
1062,COL,2025-04-03,7.0,@,PHI,L 1-3,8.0,11.0,3.0,1.0,2.0,1.0,4.0,0.0,7.0,0.0,0.0,1.0,37.0,16.0,,,
1063,COL,2025-03-30,7.0,@,TBR,L 4-6,8.0,9.0,6.0,6.0,0.0,1.0,3.0,0.0,7.0,1.0,0.0,0.0,37.0,13.0,,,
1064,DET,2025-05-23,7.0,,CLE,L 1-3,9.0,8.0,3.0,3.0,0.0,0.0,3.0,0.0,7.0,1.0,0.0,0.0,39.0,12.0,,,
1065,DET,2025-05-17,7.0,@,TOR,L 1-2,8.2,4.0,2.0,2.0,0.0,0.0,5.0,1.0,7.0,0.0,0.0,0.0,33.0,9.0,,,
1066,DET,2025-04-21,7.0,,SDP,W 6-4,9.0,7.0,4.0,3.0,1.0,1.0,4.0,0.0,7.0,1.0,0.0,0.0,37.0,12.0,,,
1067,DET,2025-04-17,7.0,,KCR,W 6-1,9.0,7.0,1.0,1.0,0.0,0.0,4.0,0.0,7.0,1.0,0.0,0.0,38.0,12.0,,,
1068,DET,2025-04-11,7.0,@,MIN,W 7-6,9.0,12.0,6.0,6.0,0.0,1.0,5.0,0.0,7.0,1.0,0.0,0.0,44.0,18.0,,,
1069,DET,2025-04-05,7.0,,CHW,W 7-2,9.0,8.0,2.0,2.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,0.0,35.0,11.0,,,
1070,DET,2025-04-01,7.0,@,SEA,W 4-1,9.0,1.0,1.0,1.0,0.0,0.0,4.0,0.0,7.0,1.0,0.0,1.0,32.0,6.0,,,
1071,MIA,2025-05-26,7.0,@,SDP,L 3-4 (11),10.1,5.0,4.0,1.0,3.0,1.0,5.0,1.0,7.0,0.0,0.0,2.0,41.0,11.0,,,
1072,MIA,2025-05-24,7.0,@,LAA,W 6-2,9.0,9.0,2.0,2.0,0.0,0.0,1.0,0.0,7.0,0.0,0.0,1.0,35.0,10.0,,,
1073,MIA,2025-05-20,7.0,,CHC,L 1-14,9.0,21.0,14.0,14.0,0.0,2.0,2.0,0.0,7.0,0.0,0.0,0.0,49.0,23.0,,,
1074,MIA,2025-05-03,7.0,,ATH,W 9-6,9.0,11.0,6.0,6.0,0.0,3.0,4.0,0.0,7.0,0.0,0.0,0.0,40.0,15.0,,,
1075,MIA,2025-04-30,7.0,@,LAD,L 7-12,8.0,17.0,12.0,12.0,0.0,2.0,5.0,0.0,7.0,0.0,0.0,1.0,45.0,23.0,,,
1076,MIA,2025-04-19,7.0,@,PHI,L 10-11,8.0,18.0,11.0,11.0,0.0,0.0,4.0,0.0,7.0,1.0,0.0,0.0,46.0,23.0,,,
1077,MIA,2025-04-11,7.0,,WSN,L 4-7,9.0,9.0,7.0,7.0,0.0,2.0,7.0,0.0,7.0,0.0,0.0,0.0,43.0,16.0,,,
1078,HOU,2025-05-17,7.0,@,TEX,L 1-5,8.0,6.0,5.0,5.0,0.0,2.0,6.0,0.0,7.0,0.0,0.0,0.0,37.0,12.0,,,
1079,HOU,2025-05-16,7.0,@,TEX,W 6-3,9.0,5.0,3.0,1.0,2.0,1.0,1.0,0.0,7.0,1.0,0.0,1.0,35.0,7.0,,,
1080,HOU,2025-04-30,7.0,,DET,L 4-7,9.0,11.0,7.0,2.0,5.0,2.0,1.0,0.0,7.0,0.0,0.0,1.0,39.0,12.0,,,
1081,HOU,2025-04-22,7.0,,TOR,W 5-1,9.0,2.0,1.0,1.0,0.0,1.0,2.0,0.0,7.0,0.0,0.0,0.0,31.0,4.0,,,
1082,HOU,2025-04-18,7.0,,SDP,W 6-4,9.0,12.0,4.0,4.0,0.0,1.0,1.0,0.0,7.0,0.0,0.0,0.0,38.0,13.0,,,
1083,HOU,2025-03-27,7.0,,NYM,W 3-1,9.0,6.0,1.0,1.0,0.0,0.0,6.0,0.0,7.0,1.0,0.0,1.0,38.0,13.0,,,
1084,KCR,2025-05-21,7.0,@,SFG,W 8-4,9.0,8.0,4.0,4.0,0.0,3.0,6.0,0.0,7.0,0.0,0.0,0.0,41.0,14.0,,,
1085,KCR,2025-05-19,7.0,@,SFG,W 3-1,9.0,6.0,1.0,1.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,0.0,35.0,9.0,,,
1086,KCR,2025-05-18,7.0,,STL,W 2-1,9.0,12.0,1.0,1.0,0.0,1.0,1.0,0.0,7.0,2.0,0.0,0.0,41.0,15.0,,,
1087,KCR,2025-05-12,7.0,@,HOU,W 7-5,9.0,11.0,5.0,4.0,1.0,0.0,3.0,0.0,7.0,1.0,0.0,2.0,41.0,16.0,,,
1088,KCR,2025-05-03,7.0,@,BAL,W 4-0,9.0,6.0,0.0,0.0,0.0,0.0,2.0,0.0,7.0,0.0,0.0,0.0,34.0,8.0,,,
1089,KCR,2025-05-01,7.0,@,TBR,W 8-2,9.0,8.0,2.0,2.0,0.0,1.0,0.0,0.0,7.0,0.0,0.0,1.0,35.0,8.0,,,
1090,KCR,2025-04-27,7.0,,HOU,L 3-7,9.0,9.0,7.0,7.0,0.0,2.0,3.0,0.0,7.0,0.0,0.0,0.0,39.0,12.0,,,
1091,KCR,2025-04-24 (1),7.0,,COL,W 7-4,9.0,4.0,4.0,4.0,0.0,2.0,3.0,0.0,7.0,0.0,0.0,1.0,33.0,7.0,,,
1092,KCR,2025-04-22,7.0,,COL,W 4-3 (11),11.0,5.0,3.0,3.0,0.0,0.0,6.0,0.0,7.0,0.0,0.0,0.0,42.0,11.0,,,
1093,KCR,2025-04-12,7.0,@,CLE,L 3-6,8.0,9.0,6.0,6.0,0.0,1.0,4.0,0.0,7.0,0.0,0.0,3.0,37.0,13.0,,,
1094,KCR,2025-04-05,7.0,,BAL,L 1-8,9.0,12.0,8.0,8.0,0.0,0.0,5.0,0.0,7.0,0.0,0.0,1.0,42.0,17.0,,,
1095,LAD,2025-05-15,7.0,,ATH,W 19-2,9.0,3.0,2.0,2.0,0.0,1.0,3.0,0.0,7.0,0.0,0.0,0.0,31.0,6.0,,,
1096,LAD,2025-05-11,7.0,@,ARI,W 8-1,9.0,6.0,1.0,1.0,0.0,0.0,2.0,0.0,7.0,0.0,0.0,0.0,34.0,8.0,,,
1097,LAD,2025-05-04,7.0,@,ATL,L 3-4,8.0,8.0,4.0,4.0,0.0,2.0,2.0,0.0,7.0,1.0,0.0,0.0,34.0,11.0,,,
1098,LAD,2025-04-29,7.0,,MIA,W 15-2,9.0,9.0,2.0,2.0,0.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,36.0,10.0,,,
1099,LAD,2025-04-25,7.0,,PIT,L 0-3,9.0,6.0,3.0,1.0,2.0,0.0,5.0,0.0,7.0,1.0,0.0,0.0,37.0,13.0,,,
1100,LAD,2025-04-19,7.0,@,TEX,L 3-4,8.0,5.0,4.0,4.0,0.0,2.0,3.0,0.0,7.0,0.0,0.0,0.0,31.0,8.0,,,
1101,LAD,2025-04-06,7.0,@,PHI,L 7-8,8.0,6.0,8.0,8.0,0.0,1.0,11.0,0.0,7.0,0.0,0.0,3.0,40.0,17.0,,,
1102,LAD,2025-04-04,7.0,@,PHI,L 2-3,8.0,5.0,3.0,2.0,1.0,0.0,5.0,1.0,7.0,0.0,0.0,2.0,32.0,10.0,,,
1103,MIL,2025-05-26,7.0,,BOS,W 3-2,9.0,7.0,2.0,2.0,0.0,0.0,7.0,1.0,7.0,0.0,0.0,0.0,39.0,14.0,,,
1104,MIL,2025-05-13,7.0,@,CLE,L 0-2,8.0,7.0,2.0,2.0,0.0,1.0,4.0,0.0,7.0,2.0,0.0,0.0,34.0,13.0,,,
1105,MIL,2025-05-09,7.0,@,TBR,L 3-4,8.0,7.0,4.0,2.0,2.0,1.0,5.0,0.0,7.0,0.0,0.0,0.0,35.0,13.0,,,
1106,MIL,2025-04-23,7.0,@,SFG,L 2-4,8.0,8.0,4.0,3.0,1.0,0.0,3.0,0.0,7.0,0.0,0.0,0.0,35.0,11.0,,,
1107,MIL,2025-04-13,7.0,@,ARI,L 2-5,8.0,7.0,5.0,3.0,2.0,0.0,7.0,2.0,7.0,1.0,1.0,1.0,40.0,16.0,,,
1108,MIL,2025-04-12,7.0,@,ARI,L 4-5,8.2,10.0,5.0,5.0,0.0,0.0,8.0,1.0,7.0,0.0,0.0,0.0,41.0,18.0,,,
1109,MIL,2025-04-10,7.0,@,COL,L 2-7,8.0,12.0,7.0,7.0,0.0,1.0,5.0,1.0,7.0,0.0,0.0,1.0,39.0,17.0,,,
1110,MIL,2025-04-04,7.0,,CIN,W 3-2,9.0,5.0,2.0,0.0,2.0,0.0,3.0,0.0,7.0,1.0,0.0,0.0,37.0,10.0,,,
1111,MIL,2025-03-31,7.0,,KCR,L 1-11,9.0,14.0,11.0,11.0,0.0,2.0,5.0,0.0,7.0,2.0,0.0,0.0,48.0,21.0,,,
1112,MIN,2025-05-28,7.0,@,TBR,L 0-5,8.0,8.0,5.0,5.0,0.0,2.0,3.0,0.0,7.0,0.0,1.0,1.0,34.0,11.0,,,
1113,MIN,2025-05-18,7.0,@,MIL,L 2-5,8.0,5.0,5.0,5.0,0.0,0.0,4.0,0.0,7.0,0.0,0.0,1.0,33.0,9.0,,,
1114,MIN,2025-05-14 (2),7.0,@,BAL,W 8-6,9.0,11.0,6.0,6.0,0.0,2.0,2.0,0.0,7.0,0.0,0.0,1.0,39.0,13.0,,,
1115,MIN,2025-05-07,7.0,,BAL,W 5-2,9.0,10.0,2.0,2.0,0.0,1.0,1.0,0.0,7.0,0.0,0.0,0.0,35.0,11.0,,,
1116,MIN,2025-04-29,7.0,@,CLE,L 1-2,8.0,6.0,2.0,2.0,0.0,2.0,2.0,0.0,7.0,0.0,0.0,0.0,31.0,8.0,,,
1117,MIN,2025-04-15,7.0,,NYM,W 6-3,9.0,7.0,3.0,3.0,0.0,2.0,1.0,0.0,7.0,1.0,0.0,0.0,37.0,10.0,,,
1118,MIN,2025-04-02,7.0,@,CHW,W 6-1,9.0,6.0,1.0,1.0,0.0,1.0,1.0,0.0,7.0,0.0,0.0,0.0,35.0,7.0,,,
1119,NYM,2025-05-25,7.0,,LAD,W 3-1,9.0,6.0,1.0,1.0,0.0,1.0,4.0,0.0,7.0,0.0,0.0,0.0,35.0,11.0,,,
1120,NYM,2025-05-20,7.0,@,BOS,L 0-2,8.0,5.0,2.0,2.0,0.0,2.0,3.0,0.0,7.0,1.0,0.0,1.0,32.0,9.0,,,
1121,NYM,2025-05-18,7.0,@,NYY,L 2-8,8.0,7.0,8.0,2.0,6.0,1.0,8.0,1.0,7.0,0.0,0.0,1.0,41.0,16.0,,,
1122,NYM,2025-05-17,7.0,@,NYY,W 3-2,9.0,8.0,2.0,2.0,0.0,2.0,4.0,0.0,7.0,0.0,0.0,0.0,38.0,12.0,,,
1123,NYM,2025-05-11,7.0,,CHC,W 6-2,9.0,3.0,2.0,2.0,0.0,1.0,2.0,0.0,7.0,0.0,0.0,0.0,32.0,5.0,,,
1124,NYM,2025-04-29,7.0,,ARI,W 8-3,9.0,8.0,3.0,2.0,1.0,0.0,1.0,0.0,7.0,0.0,0.0,1.0,37.0,10.0,,,
1125,NYM,2025-04-25,7.0,@,WSN,L 4-5,8.2,13.0,5.0,5.0,0.0,0.0,2.0,0.0,7.0,0.0,0.0,0.0,38.0,15.0,,,
1126,NYM,2025-04-23,7.0,,PHI,W 4-3 (10),10.0,11.0,3.0,2.0,1.0,0.0,4.0,0.0,7.0,0.0,0.0,0.0,44.0,15.0,,,
1127,NYM,2025-04-12,7.0,@,ATH,L 1-3,8.0,9.0,3.0,3.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,32.0,9.0,,,
1128,NYM,2025-04-11,7.0,@,ATH,W 7-6,9.0,9.0,6.0,6.0,0.0,1.0,7.0,0.0,7.0,0.0,0.0,1.0,42.0,16.0,,,
1129,NYM,2025-03-27,7.0,@,HOU,L 1-3,8.0,7.0,3.0,2.0,1.0,0.0,5.0,0.0,7.0,1.0,0.0,0.0,36.0,13.0,,,
1130,NYY,2025-05-05,7.0,,SDP,L 3-4,9.0,6.0,4.0,4.0,0.0,0.0,4.0,0.0,7.0,0.0,0.0,0.0,36.0,10.0,,,
1131,NYY,2025-04-21,7.0,@,CLE,L 4-6,8.0,10.0,6.0,6.0,0.0,2.0,4.0,0.0,7.0,1.0,0.0,0.0,39.0,15.0,,,
1132,NYY,2025-04-17,7.0,@,TBR,W 6-3,9.0,12.0,3.0,3.0,0.0,1.0,3.0,0.0,7.0,0.0,0.0,0.0,40.0,15.0,,,
1133,NYY,2025-04-11,7.0,,SFG,L 1-9 (6),5.2,6.0,9.0,9.0,0.0,1.0,11.0,0.0,7.0,0.0,0.0,1.0,33.0,17.0,,,
1134,ATH,2025-05-27,7.0,@,HOU,L 1-11,8.0,13.0,11.0,11.0,0.0,4.0,2.0,0.0,7.0,0.0,0.0,0.0,39.0,15.0,,,
1135,ATH,2025-05-14,7.0,@,LAD,L 3-9,8.0,13.0,9.0,9.0,0.0,4.0,6.0,1.0,7.0,0.0,0.0,0.0,42.0,19.0,,,
1136,ATH,2025-05-07,7.0,,SEA,L 5-6,9.0,11.0,6.0,6.0,0.0,1.0,3.0,0.0,7.0,0.0,0.0,0.0,41.0,14.0,,,
1137,ATH,2025-04-22,7.0,,TEX,L 5-8,9.0,10.0,8.0,8.0,0.0,4.0,6.0,0.0,7.0,0.0,0.0,0.0,43.0,16.0,,,
1138,ATH,2025-04-13,7.0,,NYM,L 0-8,9.0,11.0,8.0,7.0,1.0,0.0,7.0,1.0,7.0,1.0,1.0,0.0,46.0,20.0,,,
1139,ATH,2025-03-31,7.0,,CHC,L 3-18,9.0,21.0,18.0,16.0,2.0,4.0,10.0,0.0,7.0,1.0,0.0,0.0,60.0,32.0,,,
1140,ATH,2025-03-27,7.0,@,SEA,L 2-4,8.0,5.0,4.0,3.0,1.0,2.0,7.0,0.0,7.0,1.0,0.0,0.0,35.0,13.0,,,
1141,PHI,2025-05-29 (2),7.0,,ATL,L 3-9,9.0,8.0,9.0,9.0,0.0,2.0,8.0,0.0,7.0,0.0,0.0,0.0,43.0,16.0,,,
1142,PHI,2025-05-21,7.0,@,COL,W 9-5,9.0,11.0,5.0,5.0,0.0,1.0,3.0,0.0,7.0,0.0,0.0,0.0,40.0,14.0,,,
1143,PHI,2025-04-22,7.0,@,NYM,L 1-5,8.0,9.0,5.0,5.0,0.0,0.0,6.0,1.0,7.0,1.0,0.0,2.0,39.0,16.0,,,
1144,PHI,2025-04-09,7.0,@,ATL,W 4-3,9.0,10.0,3.0,3.0,0.0,1.0,5.0,0.0,7.0,1.0,0.0,0.0,42.0,16.0,,,
1145,PIT,2025-05-17,7.0,@,PHI,L 2-5,8.0,10.0,5.0,5.0,0.0,1.0,4.0,0.0,7.0,0.0,0.0,0.0,38.0,14.0,,,
1146,PIT,2025-05-04,7.0,,SDP,L 0-4,9.0,10.0,4.0,4.0,0.0,1.0,5.0,0.0,7.0,0.0,0.0,0.0,40.0,15.0,,,
1147,PIT,2025-04-24,7.0,@,LAA,L 3-4,8.0,6.0,4.0,4.0,0.0,2.0,1.0,0.0,7.0,0.0,0.0,0.0,32.0,8.0,,,
